"Date","Price","Open","High","Low","Vol.","Change %"
"07/17/2026","173,714","173,825","174,505","173,285","7.30B","-0.06%"
"07/16/2026","173,825","176,010","176,011","173,537","6.14B","-1.24%"
"07/15/2026","176,011","176,663","176,663","175,288","7.07B","-0.36%"
"07/14/2026","176,641","175,743","177,179","175,743","7.26B","0.51%"
"07/13/2026","175,739","177,868","178,154","175,567","6.12B","-1.20%"
"07/10/2026","177,866","172,761","177,866","172,761","8.43B","2.97%"
"07/09/2026","172,742","170,655","172,933","170,653","6.83B","1.22%"
"07/08/2026","170,653","172,018","172,018","169,972","7.24B","-0.79%"
"07/07/2026","172,021","172,439","173,544","171,417","6.76B","-0.25%"
"07/06/2026","172,448","174,057","174,057","171,622","5.74B","-0.93%"
"07/03/2026","174,070","172,790","174,664","172,790","4.27B","0.74%"
"07/02/2026","172,788","171,698","174,426","171,697","6.51B","0.64%"
"07/01/2026","171,689","172,017","172,098","169,666","7.66B","-0.20%"
"06/30/2026","172,024","173,205","173,205","170,538","7.69B","-0.68%"
"06/29/2026","173,205","173,294","173,892","172,393","4.91B","-0.05%"
"06/26/2026","173,295","171,990","173,964","171,124","6.92B","0.76%"
"06/25/2026","171,990","170,508","173,277","170,508","7.62B","0.87%"
"06/24/2026","170,507","171,256","171,342","169,668","9.57B","-0.44%"
"06/23/2026","171,259","170,367","171,720","168,495","7.60B","0.52%"
"06/22/2026","170,370","168,334","170,750","168,326","8.54B","1.21%"
"06/19/2026","168,334","168,279","168,787","167,658","9.49B","0.03%"
"06/18/2026","168,278","168,467","169,542","167,911","9.24B","-0.10%"
"06/17/2026","168,454","169,649","171,878","167,916","10.73B","-0.70%"
"06/16/2026","169,648","170,416","170,416","169,121","8.77B","-0.45%"
"06/15/2026","170,415","171,139","174,228","170,351","8.71B","-0.42%"
"06/12/2026","171,133","171,497","172,545","169,993","7.01B","-0.21%"
"06/11/2026","171,497","168,619","171,927","168,280","10.58B","1.71%"
"06/10/2026","168,619","169,812","169,812","168,071","8.73B","-0.70%"
"06/09/2026","169,813","168,673","170,601","168,406","8.44B","0.68%"
"06/08/2026","168,669","169,042","169,646","168,130","7.44B","-0.21%"
"06/05/2026","169,019","170,330","170,457","168,910","8.59B","-0.77%"
"06/03/2026","170,331","174,192","174,192","170,008","9.97B","-2.22%"
"06/02/2026","174,198","172,199","174,894","172,199","7.50B","1.16%"
"06/01/2026","172,197","173,790","173,975","171,793","9.89B","-0.91%"
"05/29/2026","173,787","175,064","175,064","172,686","15.55B","-0.73%"
"05/28/2026","175,063","175,744","176,627","174,686","7.38B","-0.39%"
"05/27/2026","175,744","176,602","177,640","175,555","7.31B","-0.48%"
"05/26/2026","176,589","177,816","177,816","175,516","7.40B","-0.69%"
"05/25/2026","177,816","176,210","177,816","176,210","4.37B","0.91%"
"05/22/2026","176,210","177,649","177,649","174,893","6.76B","-0.81%"
"05/21/2026","177,650","177,352","178,547","175,805","7.35B","0.17%"
"05/20/2026","177,356","174,279","178,199","174,279","9.37B","1.77%"
"05/19/2026","174,279","176,973","176,973","173,544","9.09B","-1.52%"
"05/18/2026","176,976","177,281","177,330","175,811","7.37B","-0.17%"
"05/15/2026","177,284","178,341","178,341","175,417","9.77B","-0.61%"
"05/14/2026","178,366","177,104","179,476","177,104","9.30B","0.72%"
"05/13/2026","177,098","180,342","180,513","176,787","12.62B","-1.80%"
"05/12/2026","180,342","181,897","181,897","179,939","9.06B","-0.86%"
"05/11/2026","181,909","184,103","184,530","181,615","8.78B","-1.19%"
"05/08/2026","184,108","183,222","185,584","183,217","9.21B","0.49%"
"05/07/2026","183,218","187,690","187,779","182,868","9.64B","-2.38%"
"05/06/2026","187,691","186,762","188,674","186,762","8.84B","0.50%"
"05/05/2026","186,754","185,597","187,428","185,364","8.63B","0.62%"
"05/04/2026","185,600","187,318","187,666","185,538","7.54B","-0.92%"
"04/30/2026","187,318","184,759","187,921","184,759","8.99B","1.39%"
"04/29/2026","184,750","188,619","188,710","184,504","9.05B","-2.05%"
"04/28/2026","188,619","189,579","189,579","187,237","7.51B","-0.51%"
"04/27/2026","189,579","190,745","191,340","189,579","6.66B","-0.61%"
"04/24/2026","190,745","191,378","191,390","189,963","7.22B","-0.33%"
"04/23/2026","191,378","192,889","193,347","190,930","7.76B","-0.78%"
"04/22/2026","192,889","196,132","196,132","192,687","8.40B","-1.65%"
"04/20/2026","196,132","195,734","196,724","195,282","6.77B","0.20%"
"04/17/2026","195,734","196,819","198,666","195,368","12.19B","-0.55%"
"04/16/2026","196,819","197,738","198,587","196,354","9.29B","-0.46%"
"04/15/2026","197,738","198,657","199,232","196,966","10.71B","-0.46%"
"04/14/2026","198,657","198,001","199,355","198,001","9.22B","0.33%"
"04/13/2026","198,001","197,324","198,173","196,223","9.95B","0.34%"
"04/10/2026","197,324","195,130","197,554","195,129","9.66B","1.12%"
"04/09/2026","195,129","192,206","195,514","192,206","9.38B","1.52%"
"04/08/2026","192,201","188,261","193,759","188,260","12.59B","2.09%"
"04/07/2026","188,259","188,162","188,259","185,885","8.75B","0.05%"
"04/06/2026","188,162","188,054","189,220","187,811","5.70B","0.06%"
"04/02/2026","188,052","187,923","189,251","185,214","7.08B","0.05%"
"04/01/2026","187,953","187,463","189,131","187,256","10.56B","0.26%"
"03/31/2026","187,462","182,515","187,508","182,515","11.39B","2.71%"
"03/30/2026","182,514","181,561","184,414","181,559","7.70B","0.53%"
"03/27/2026","181,557","182,733","183,351","180,976","8.07B","-0.64%"
"03/26/2026","182,733","185,424","185,424","182,570","7.81B","-1.45%"
"03/25/2026","185,424","182,528","186,401","182,524","9.07B","1.60%"
"03/24/2026","182,509","181,932","182,649","179,915","7.56B","0.32%"
"03/23/2026","181,932","176,221","182,973","176,221","9.87B","3.24%"
"03/20/2026","176,219","180,262","180,305","175,039","15.35B","-2.25%"
"03/19/2026","180,271","179,624","181,251","176,296","12.56B","0.35%"
"03/18/2026","179,640","180,409","181,551","179,576","9.75B","-0.43%"
"03/17/2026","180,410","179,882","182,800","179,850","9.33B","0.30%"
"03/16/2026","179,875","177,656","181,255","177,656","7.37B","1.25%"
"03/13/2026","177,653","179,285","180,996","177,322","9.53B","-0.91%"
"03/12/2026","179,284","183,968","183,992","178,495","12.08B","-2.55%"
"03/11/2026","183,969","183,446","185,714","182,021","8.96B","0.28%"
"03/10/2026","183,447","180,921","185,324","180,693","10.08B","1.40%"
"03/09/2026","180,915","179,367","181,952","177,637","11.42B","0.86%"
"03/06/2026","179,365","180,463","181,091","178,556","9.92B","-0.61%"
"03/05/2026","180,464","185,365","185,366","179,895","10.60B","-2.64%"
"03/04/2026","185,366","183,110","186,306","183,110","9.11B","1.24%"
"03/03/2026","183,105","189,284","189,602","180,518","14.37B","-3.28%"
"03/02/2026","189,307","188,786","190,110","186,638","9.09B","0.28%"
"02/27/2026","188,787","191,005","191,005","188,478","11.00B","-1.16%"
"02/26/2026","191,005","191,248","191,978","188,977","8.80B","-0.13%"
"02/25/2026","191,247","191,491","192,624","190,419","9.13B","-0.13%"
"02/24/2026","191,490","188,854","191,781","188,854","11.04B","1.40%"
"02/23/2026","188,853","190,532","191,003","188,526","9.90B","-0.88%"
"02/20/2026","190,534","188,531","190,727","186,700","9.99B","1.06%"
"02/19/2026","188,534","186,020","188,687","185,928","9.23B","1.35%"
"02/18/2026","186,016","186,464","187,657","185,001","7.79B","-0.24%"
"02/13/2026","186,464","187,766","187,766","183,662","11.59B","-0.69%"
"02/12/2026","187,766","189,694","189,990","186,959","12.36B","-1.02%"
"02/11/2026","189,699","185,936","190,561","185,936","11.64B","2.03%"
"02/10/2026","185,929","186,241","186,959","185,083","10.30B","-0.17%"
"02/09/2026","186,241","182,950","186,460","182,950","8.92B","1.80%"
"02/06/2026","182,950","182,128","183,262","181,391","9.90B","0.45%"
"02/05/2026","182,127","181,708","184,017","181,569","9.83B","0.23%"
"02/04/2026","181,708","185,671","185,671","180,269","10.73B","-2.14%"
"02/03/2026","185,674","182,816","187,334","182,816","10.76B","1.58%"
"02/02/2026","182,793","181,369","182,890","181,348","8.74B","0.79%"
"01/30/2026","181,364","183,133","183,620","180,089","11.11B","-0.97%"
"01/29/2026","183,134","184,692","186,450","181,567","12.95B","-0.84%"
"01/28/2026","184,691","181,921","185,065","181,921","11.86B","1.52%"
"01/27/2026","181,919","178,852","183,360","178,852","11.34B","1.79%"
"01/26/2026","178,721","178,859","179,543","177,694","9.57B","-0.08%"
"01/23/2026","178,859","175,590","180,532","175,590","11.78B","1.86%"
"01/22/2026","175,589","171,817","177,742","171,817","14.02B","2.20%"
"01/21/2026","171,817","166,278","171,969","166,278","14.07B","3.33%"
"01/20/2026","166,277","164,846","166,468","163,575","8.37B","0.87%"
"01/19/2026","164,849","164,800","165,155","164,265","4.80B","0.03%"
"01/16/2026","164,800","165,557","165,872","164,100","11.49B","-0.46%"
"01/15/2026","165,568","165,180","166,070","164,833","9.41B","0.26%"
"01/14/2026","165,146","161,974","165,146","161,974","9.93B","1.96%"
"01/13/2026","161,973","163,146","163,146","161,765","9.67B","-0.72%"
"01/12/2026","163,150","163,370","163,493","162,277","6.90B","-0.13%"
"01/09/2026","163,370","162,938","164,263","162,638","8.30B","0.27%"
"01/08/2026","162,936","161,975","162,936","161,748","8.61B","0.59%"
"01/07/2026","161,975","163,661","163,661","161,746","8.85B","-1.03%"
"01/06/2026","163,664","161,870","164,135","161,870","8.41B","1.11%"
"01/05/2026","161,870","160,542","162,166","160,215","7.99B","0.83%"
"01/02/2026","160,539","161,124","161,957","160,059","7.46B","-0.36%"
"12/30/2025","161,125","160,491","162,075","160,491","5.87B","0.40%"
"12/29/2025","160,490","160,897","161,133","159,702","5.61B","-0.25%"
"12/26/2025","160,897","160,456","160,913","159,359","4.79B","0.27%"
"12/23/2025","160,456","158,144","160,456","158,144","6.57B","1.46%"
"12/22/2025","158,142","158,480","158,634","157,306","8.42B","-0.21%"
"12/19/2025","158,473","157,928","159,552","157,906","9.95B","0.35%"
"12/18/2025","157,923","157,327","158,495","157,124","7.80B","0.38%"
"12/17/2025","157,327","158,578","158,611","156,351","11.34B","-0.79%"
"12/16/2025","158,578","162,482","162,482","158,558","9.92B","-2.40%"
"12/15/2025","162,482","160,766","163,073","160,766","8.23B","1.07%"
"12/12/2025","160,766","159,189","161,263","159,189","7.67B","0.99%"
"12/11/2025","159,189","159,072","159,850","158,098","7.02B","0.07%"
"12/10/2025","159,075","157,984","159,691","157,628","8.24B","0.69%"
"12/09/2025","157,981","158,187","158,851","155,188","8.70B","-0.13%"
"12/08/2025","158,187","157,369","159,235","157,369","9.02B","0.52%"
"12/05/2025","157,369","164,461","165,036","157,007","14.53B","-4.31%"
"12/04/2025","164,456","161,760","164,551","161,759","10.59B","1.67%"
"12/03/2025","161,755","161,094","161,963","161,093","8.29B","0.41%"
"12/02/2025","161,092","158,612","161,092","158,612","8.43B","1.56%"
"12/01/2025","158,611","159,073","159,224","158,029","7.50B","-0.29%"
"11/28/2025","159,072","158,358","159,689","158,078","8.02B","0.45%"
"11/27/2025","158,360","158,554","158,864","158,167","4.47B","-0.12%"
"11/26/2025","158,555","155,915","158,714","155,914","8.60B","1.70%"
"11/25/2025","155,910","155,278","156,373","154,821","6.93B","0.41%"
"11/24/2025","155,278","154,769","155,832","154,529","9.28B","0.33%"
"11/21/2025","154,770","155,381","155,387","153,571","7.85B","-0.39%"
"11/19/2025","155,381","156,522","156,522","155,212","8.82B","-0.73%"
"11/18/2025","156,522","156,990","157,040","155,834","8.72B","-0.30%"
"11/17/2025","156,993","157,742","157,901","156,568","8.42B","-0.47%"
"11/14/2025","157,739","157,162","158,366","156,656","7.98B","0.37%"
"11/13/2025","157,162","157,633","158,319","156,509","10.56B","-0.30%"
"11/12/2025","157,633","157,749","158,134","156,560","11.23B","-0.07%"
"11/11/2025","157,749","155,257","158,467","155,252","12.88B","1.60%"
"11/10/2025","155,257","154,061","155,601","154,058","7.75B","0.77%"
"11/07/2025","154,064","153,339","154,066","152,368","9.47B","0.47%"
"11/06/2025","153,339","153,297","154,352","153,235","9.39B","0.03%"
"11/05/2025","153,294","150,709","153,583","150,296","9.80B","1.72%"
"11/04/2025","150,704","150,453","150,888","149,979","7.54B","0.17%"
"11/03/2025","150,454","149,551","150,761","149,551","7.67B","0.61%"
"10/31/2025","149,540","148,774","149,636","148,774","8.91B","0.51%"
"10/30/2025","148,780","148,632","149,234","147,546","7.30B","0.10%"
"10/29/2025","148,633","147,430","149,067","147,430","8.00B","0.82%"
"10/28/2025","147,429","146,970","147,811","146,575","7.11B","0.31%"
"10/27/2025","146,969","146,174","147,977","146,174","6.45B","0.55%"
"10/24/2025","146,172","145,721","147,240","145,721","6.49B","0.31%"
"10/23/2025","145,721","144,881","146,358","144,881","6.60B","0.59%"
"10/22/2025","144,873","144,094","145,048","144,039","7.02B","0.55%"
"10/21/2025","144,085","144,509","144,795","143,829","6.19B","-0.29%"
"10/20/2025","144,509","143,399","145,216","143,396","6.79B","0.77%"
"10/17/2025","143,399","142,200","143,424","141,248","8.88B","0.84%"
"10/16/2025","142,200","142,604","143,191","141,446","7.39B","-0.28%"
"10/15/2025","142,604","141,683","142,905","141,154","10.32B","0.65%"
"10/14/2025","141,683","141,788","142,589","141,334","7.12B","-0.07%"
"10/13/2025","141,783","140,682","142,303","140,682","5.53B","0.78%"
"10/10/2025","140,680","141,725","142,274","140,231","8.28B","-0.73%"
"10/09/2025","141,708","142,148","143,212","141,603","6.82B","-0.31%"
"10/08/2025","142,145","141,356","142,385","141,356","7.53B","0.56%"
"10/07/2025","141,356","143,606","143,606","141,035","9.27B","-1.57%"
"10/06/2025","143,608","144,202","144,532","143,376","5.98B","-0.41%"
"10/03/2025","144,201","143,950","144,518","143,676","6.18B","0.17%"
"10/02/2025","143,950","145,517","145,621","143,635","7.25B","-1.08%"
"10/01/2025","145,517","146,237","146,879","145,193","8.34B","-0.49%"
"09/30/2025","146,237","146,337","147,578","145,774","9.48B","-0.07%"
"09/29/2025","146,337","145,447","147,558","145,447","7.07B","0.61%"
"09/26/2025","145,447","145,326","146,235","145,146","6.34B","0.10%"
"09/25/2025","145,306","146,492","146,519","145,187","8.29B","-0.81%"
"09/24/2025","146,492","146,426","146,585","146,067","7.29B","0.05%"
"09/23/2025","146,425","145,112","147,178","145,107","8.14B","0.91%"
"09/22/2025","145,109","145,864","145,864","144,117","9.43B","-0.52%"
"09/19/2025","145,865","145,499","146,399","145,496","10.28B","0.25%"
"09/18/2025","145,499","145,594","145,726","144,993","8.37B","-0.06%"
"09/17/2025","145,594","144,059","146,331","143,910","9.60B","1.06%"
"09/16/2025","144,062","143,547","144,584","143,547","8.48B","0.36%"
"09/15/2025","143,547","142,292","144,194","142,292","6.61B","0.90%"
"09/12/2025","142,272","143,151","143,202","142,241","6.39B","-0.61%"
"09/11/2025","143,151","142,349","144,013","142,349","7.57B","0.56%"
"09/10/2025","142,349","141,612","143,182","141,612","7.14B","0.52%"
"09/09/2025","141,618","141,794","142,286","141,605","7.48B","-0.12%"
"09/08/2025","141,792","142,640","143,089","141,329","7.44B","-0.59%"
"09/05/2025","142,640","141,003","143,409","141,003","8.38B","1.17%"
"09/04/2025","140,993","139,832","141,482","139,832","8.03B","0.81%"
"09/03/2025","139,864","140,332","140,496","139,582","7.58B","-0.34%"
"09/02/2025","140,335","141,279","141,279","139,625","8.79B","-0.67%"
"09/01/2025","141,283","141,423","141,950","140,878","4.95B","-0.10%"
"08/29/2025","141,422","141,049","142,379","141,000","9.33B","0.26%"
"08/28/2025","141,049","139,206","142,138","139,206","9.29B","1.32%"
"08/27/2025","139,206","137,773","139,281","137,456","6.61B","1.04%"
"08/26/2025","137,771","138,026","138,037","137,058","8.45B","-0.18%"
"08/25/2025","138,025","137,971","138,890","137,971","5.99B","0.04%"
"08/22/2025","137,968","134,511","138,072","134,511","9.32B","2.57%"
"08/21/2025","134,511","134,664","134,837","133,874","6.52B","-0.12%"
"08/20/2025","134,666","134,430","134,964","134,122","6.85B","0.17%"
"08/19/2025","134,432","137,321","137,321","133,997","8.68B","-2.10%"
"08/18/2025","137,322","136,341","137,902","136,341","8.09B","0.72%"
"08/15/2025","136,341","136,354","136,431","135,583","9.29B","-0.01%"
"08/14/2025","136,356","136,681","137,437","135,588","9.67B","-0.24%"
"08/13/2025","136,687","137,911","137,913","136,535","9.40B","-0.89%"
"08/12/2025","137,914","135,629","138,414","135,629","8.34B","1.69%"
"08/11/2025","135,623","135,913","136,307","135,496","6.95B","-0.21%"
"08/08/2025","135,913","136,526","136,761","135,659","9.89B","-0.45%"
"08/07/2025","136,528","134,538","137,007","134,533","9.50B","1.48%"
"08/06/2025","134,538","133,169","135,241","133,169","8.68B","1.04%"
"08/05/2025","133,151","132,971","134,233","132,682","6.61B","0.14%"
"08/04/2025","132,971","132,440","133,929","132,440","6.14B","0.40%"
"08/01/2025","132,437","132,920","133,237","132,140","8.50B","-0.48%"
"07/31/2025","133,071","133,987","133,987","132,096","9.20B","-0.69%"
"07/30/2025","133,990","132,702","134,368","131,883","8.66B","0.95%"
"07/29/2025","132,726","132,130","133,346","132,130","6.32B","0.45%"
"07/28/2025","132,129","133,538","133,902","131,550","6.63B","-1.04%"
"07/25/2025","133,524","133,820","134,204","133,285","5.56B","-0.21%"
"07/24/2025","133,808","135,357","135,363","133,648","5.98B","-1.15%"
"07/23/2025","135,368","134,036","135,782","133,676","6.53B","0.99%"
"07/22/2025","134,036","134,180","135,300","133,986","7.05B","-0.10%"
"07/21/2025","134,167","133,382","134,865","133,367","6.73B","0.59%"
"07/18/2025","133,382","135,562","135,562","133,296","10.07B","-1.61%"
"07/17/2025","135,565","135,515","135,792","135,016","6.80B","0.04%"
"07/16/2025","135,511","135,250","135,641","134,265","7.83B","0.19%"
"07/15/2025","135,250","135,298","136,022","134,380","6.90B","-0.04%"
"07/14/2025","135,299","136,187","136,187","134,840","7.33B","-0.65%"
"07/11/2025","136,187","136,742","136,742","135,528","7.40B","-0.41%"
"07/10/2025","136,743","137,472","137,472","136,014","9.57B","-0.54%"
"07/09/2025","137,481","139,303","139,331","137,299","7.58B","-1.31%"
"07/08/2025","139,303","139,491","139,591","138,770","6.75B","-0.13%"
"07/07/2025","139,490","141,265","141,342","139,295","6.12B","-1.26%"
"07/04/2025","141,264","140,928","141,564","140,597","3.31B","0.24%"
"07/03/2025","140,928","139,051","141,304","139,051","6.08B","1.35%"
"07/02/2025","139,051","139,586","140,049","138,384","8.81B","-0.36%"
"07/01/2025","139,549","138,855","139,695","138,855","6.35B","0.50%"
"06/30/2025","138,855","136,865","139,103","136,430","7.68B","1.45%"
"06/27/2025","136,866","137,113","137,209","136,469","6.24B","-0.18%"
"06/26/2025","137,114","135,767","137,353","135,756","8.02B","0.99%"
"06/25/2025","135,767","137,163","137,163","135,565","7.71B","-1.02%"
"06/24/2025","137,165","136,552","138,156","136,254","8.08B","0.45%"
"06/23/2025","136,551","137,116","137,130","135,835","7.73B","-0.41%"
"06/20/2025","137,116","138,715","138,719","136,815","11.29B","-1.15%"
"06/18/2025","138,717","138,844","139,161","138,443","8.32B","-0.09%"
"06/17/2025","138,840","139,256","139,497","138,293","8.38B","-0.30%"
"06/16/2025","139,256","137,212","139,988","137,212","7.62B","1.49%"
"06/13/2025","137,213","137,800","137,800","136,586","8.63B","-0.43%"
"06/12/2025","137,800","137,127","137,931","136,175","7.12B","0.49%"
"06/11/2025","137,128","136,443","137,531","135,628","8.77B","0.51%"
"06/10/2025","136,436","135,716","137,369","135,716","8.19B","0.54%"
"06/09/2025","135,699","136,102","136,106","134,119","7.76B","-0.30%"
"06/06/2025","136,102","136,236","136,890","135,601","9.12B","-0.10%"
"06/05/2025","136,236","137,003","137,451","136,031","9.48B","-0.56%"
"06/04/2025","137,002","137,547","138,797","136,695","10.20B","-0.40%"
"06/03/2025","137,546","136,787","137,672","136,175","9.70B","0.56%"
"06/02/2025","136,787","137,026","138,471","136,483","9.10B","-0.18%"
"05/30/2025","137,027","138,546","138,637","136,726","15.14B","-1.09%"
"05/29/2025","138,534","138,869","139,108","137,993","8.83B","-0.25%"
"05/28/2025","138,888","139,541","139,547","138,580","9.73B","-0.47%"
"05/27/2025","139,541","138,136","140,382","138,136","11.19B","1.02%"
"05/26/2025","138,136","137,824","138,800","137,795","5.55B","0.23%"
"05/23/2025","137,824","137,273","137,824","134,997","10.68B","0.40%"
"05/22/2025","137,273","137,881","138,837","137,088","13.22B","-0.44%"
"05/21/2025","137,881","140,109","140,109","137,538","10.15B","-1.59%"
"05/20/2025","140,110","139,636","140,244","138,966","9.65B","0.34%"
"05/19/2025","139,636","139,186","140,203","138,587","9.59B","0.32%"
"05/16/2025","139,187","139,335","139,335","137,713","12.11B","-0.11%"
"05/15/2025","139,334","138,425","139,408","138,321","11.50B","0.66%"
"05/14/2025","138,423","138,965","139,362","138,228","11.16B","-0.39%"
"05/13/2025","138,963","136,565","139,419","136,550","13.07B","1.76%"
"05/12/2025","136,563","136,516","137,519","136,356","10.92B","0.04%"
"05/09/2025","136,512","136,232","137,286","136,105","13.88B","0.21%"
"05/08/2025","136,232","133,458","137,635","133,458","17.20B","2.12%"
"05/07/2025","133,398","133,517","134,110","132,872","9.94B","-0.09%"
"05/06/2025","133,516","133,499","134,135","133,260","11.14B","0.02%"
"05/05/2025","133,491","135,131","135,198","133,390","10.80B","-1.22%"
"05/02/2025","135,134","135,067","135,275","134,355","12.74B","0.05%"
"04/30/2025","135,067","135,094","135,171","133,955","15.45B","-0.02%"
"04/29/2025","135,093","135,017","136,150","134,899","12.76B","0.06%"
"04/28/2025","135,016","134,741","135,709","134,711","11.45B","0.21%"
"04/25/2025","134,739","134,579","134,992","134,186","13.05B","0.12%"
"04/24/2025","134,580","132,245","134,938","132,223","14.11B","1.79%"
"04/23/2025","132,216","130,468","133,318","130,468","11.34B","1.34%"
"04/22/2025","130,464","129,650","130,877","128,726","8.61B","0.63%"
"04/17/2025","129,650","128,316","130,091","127,973","9.98B","1.04%"
"04/16/2025","128,317","129,245","129,605","128,149","11.54B","-0.72%"
"04/15/2025","129,245","129,452","129,927","128,951","8.84B","-0.16%"
"04/14/2025","129,454","127,683","129,955","127,683","10.61B","1.39%"
"04/11/2025","127,682","126,355","128,386","126,078","10.08B","1.05%"
"04/10/2025","126,355","127,796","127,797","124,895","11.46B","-1.13%"
"04/09/2025","127,796","123,928","128,649","122,887","16.92B","3.12%"
"04/08/2025","123,932","125,588","127,652","123,454","12.81B","-1.32%"
"04/07/2025","125,588","127,229","128,411","123,876","14.05B","-1.31%"
"04/04/2025","127,256","131,139","131,139","126,466","13.18B","-2.96%"
"04/03/2025","131,141","131,185","132,552","130,182","12.33B","-0.04%"
"04/02/2025","131,190","131,151","131,424","130,393","8.82B","0.03%"
"04/01/2025","131,147","130,267","131,982","130,081","8.97B","0.68%"
"03/31/2025","130,260","131,900","131,901","130,115","9.99B","-1.25%"
"03/28/2025","131,902","133,143","133,143","131,315","8.91B","-0.94%"
"03/27/2025","133,149","132,522","133,904","132,479","10.02B","0.47%"
"03/26/2025","132,520","132,069","132,984","132,068","9.40B","0.34%"
"03/25/2025","132,068","131,327","133,471","131,325","9.24B","0.57%"
"03/24/2025","131,321","132,344","132,424","130,992","8.30B","-0.77%"
"03/21/2025","132,345","132,005","132,588","131,776","14.19B","0.30%"
"03/20/2025","131,955","132,505","132,713","131,813","14.19B","-0.42%"
"03/19/2025","132,508","131,476","132,984","131,451","12.20B","0.79%"
"03/18/2025","131,475","130,832","131,834","130,722","10.99B","0.49%"
"03/17/2025","130,834","128,959","131,313","128,957","11.06B","1.46%"
"03/14/2025","128,957","125,647","129,194","125,647","14.57B","2.64%"
"03/13/2025","125,637","123,863","125,774","123,590","11.26B","1.43%"
"03/12/2025","123,864","123,507","124,048","122,969","8.25B","0.29%"
"03/11/2025","123,507","124,519","124,625","122,636","8.81B","-0.81%"
"03/10/2025","124,519","125,031","125,031","123,471","9.37B","-0.41%"
"03/07/2025","125,035","123,357","125,822","122,530","9.98B","1.36%"
"03/06/2025","123,358","123,048","124,112","122,681","10.06B","0.25%"
"03/05/2025","123,047","122,799","123,364","122,747","9.60B","0.20%"
"02/28/2025","122,799","124,798","124,916","122,659","24.87B","-1.60%"
"02/27/2025","124,799","124,768","125,497","124,352","12.55B","0.02%"
"02/26/2025","124,769","125,980","126,563","124,732","11.36B","-0.96%"
"02/25/2025","125,980","125,401","126,718","125,382","11.08B","0.46%"
"02/24/2025","125,401","127,129","127,275","125,162","10.15B","-1.36%"
"02/21/2025","127,128","127,601","127,654","126,483","11.09B","-0.37%"
"02/20/2025","127,601","127,309","127,871","127,063","10.64B","0.23%"
"02/19/2025","127,309","128,528","128,528","127,028","9.30B","-0.95%"
"02/18/2025","128,532","128,553","129,294","128,012","10.99B","-0.02%"
"02/17/2025","128,552","128,229","129,534","128,229","9.97B","0.26%"
"02/14/2025","128,219","124,849","128,482","124,849","12.56B","2.70%"
"02/13/2025","124,850","124,372","124,853","123,778","9.05B","0.38%"
"02/12/2025","124,380","126,513","126,513","124,116","14.63B","-1.69%"
"02/11/2025","126,522","125,571","126,886","125,570","11.24B","0.76%"
"02/10/2025","125,572","124,619","126,386","124,619","8.91B","0.76%"
"02/07/2025","124,619","126,219","126,524","124,320","10.95B","-1.27%"
"02/06/2025","126,225","125,531","126,399","125,249","10.03B","0.55%"
"02/05/2025","125,534","125,146","125,846","124,637","9.96B","0.31%"
"02/04/2025","125,147","125,964","125,964","124,694","9.78B","-0.65%"
"02/03/2025","125,970","126,135","126,473","125,566","9.55B","-0.13%"
