"Date","Price","Open","High","Low","Vol.","Change %"
"06/30/2026","2,348.15","2,357.15","2,402.41","2,341.33","72.96B","-0.07%"
"06/29/2026","2,349.81","2,275.45","2,358.63","2,254.60","74.56B","2.81%"
"06/26/2026","2,285.61","2,222.56","2,323.50","2,203.25","123.79B","1.26%"
"06/25/2026","2,257.24","2,266.31","2,278.28","2,217.39","95.51B","0.61%"
"06/24/2026","2,243.47","2,321.80","2,321.80","2,230.47","82.74B","-3.96%"
"06/23/2026","2,335.94","2,278.53","2,341.58","2,273.75","76.38B","0.76%"
"06/22/2026","2,318.28","2,401.97","2,420.01","2,300.42","119.95B","-4.23%"
"06/19/2026","2,420.56","2,447.35","2,459.68","2,401.64","79.60B","-0.85%"
"06/18/2026","2,441.24","2,468.35","2,468.44","2,423.16","84.03B","-1.76%"
"06/17/2026","2,485.05","2,488.53","2,503.63","2,479.83","47.93B","-0.22%"
"06/16/2026","2,490.52","2,546.65","2,550.12","2,475.95","71.45B","-2.06%"
"06/15/2026","2,542.84","2,527.63","2,548.71","2,526.76","45.90B","1.09%"
"06/11/2026","2,515.33","2,528.75","2,528.77","2,506.57","24.73B","-0.22%"
"06/10/2026","2,520.88","2,506.57","2,535.25","2,482.29","55.48B","-0.07%"
"06/09/2026","2,522.77","2,510.29","2,535.85","2,484.40","76.12B","0.20%"
"06/08/2026","2,517.64","2,574.43","2,576.72","2,511.41","49.94B","-1.69%"
"06/05/2026","2,561.04","2,577.07","2,581.69","2,557.52","27.56B","-0.73%"
"06/04/2026","2,579.90","2,596.21","2,606.27","2,577.68","38.03B","-0.82%"
"06/03/2026","2,601.35","2,622.50","2,628.33","2,595.79","37.65B","-0.73%"
"06/02/2026","2,620.39","2,580.98","2,628.58","2,574.47","57.82B","1.96%"
"06/01/2026","2,570.04","2,578.46","2,589.59","2,563.93","37.98B","0.17%"
"05/29/2026","2,565.61","2,571.78","2,575.03","2,556.56","38.98B","-0.71%"
"05/28/2026","2,583.89","2,589.83","2,603.90","2,574.14","38.78B","-0.25%"
"05/27/2026","2,590.24","2,577.97","2,594.61","2,562.22","48.62B","0.39%"
"05/26/2026","2,580.25","2,592.53","2,595.96","2,573.42","57.82B","-0.69%"
"05/25/2026","2,598.20","2,629.05","2,634.98","2,579.76","55.63B","-1.05%"
"05/22/2026","2,625.69","2,656.38","2,679.98","2,620.48","43.20B","-1.45%"
"05/21/2026","2,664.29","2,629.30","2,669.72","2,611.59","49.27B","0.91%"
"05/20/2026","2,640.32","2,654.87","2,655.08","2,631.14","33.36B","-0.87%"
"05/19/2026","2,663.48","2,664.37","2,675.17","2,656.70","31.58B","-0.18%"
"05/18/2026","2,668.22","2,633.59","2,670.93","2,617.59","42.49B","1.31%"
"05/15/2026","2,633.84","2,656.54","2,665.47","2,627.36","36.00B","-0.94%"
"05/14/2026","2,658.84","2,686.10","2,688.56","2,654.76","35.72B","-1.33%"
"05/13/2026","2,694.72","2,689.78","2,697.04","2,680.88","24.79B","0.18%"
"05/12/2026","2,689.96","2,655.78","2,696.53","2,651.61","40.83B","1.24%"
"05/11/2026","2,656.91","2,646.25","2,659.96","2,642.76","17.42B","2.28%"
"05/08/2026","2,597.80","2,610.40","2,614.03","2,597.55","19.29B","-0.67%"
"05/07/2026","2,615.33","2,622.74","2,631.77","2,611.09","26.97B","-0.65%"
"05/06/2026","2,632.50","2,634.93","2,647.50","2,612.46","44.19B","-0.45%"
"05/05/2026","2,644.37","2,617.07","2,652.25","2,590.66","46.07B","0.90%"
"05/04/2026","2,620.82","2,653.73","2,655.46","2,605.24","41.96B","-1.41%"
"04/30/2026","2,658.21","2,652.56","2,674.59","2,648.94","43.83B","0.70%"
"04/29/2026","2,639.82","2,702.11","2,705.69","2,628.98","76.58B","-2.10%"
"04/28/2026","2,696.58","2,736.16","2,736.81","2,695.36","50.77B","-1.31%"
"04/27/2026","2,732.41","2,728.45","2,744.06","2,724.36","30.54B","-0.02%"
"04/24/2026","2,733.00","2,775.48","2,777.89","2,729.64","53.75B","-1.39%"
"04/23/2026","2,771.46","2,770.57","2,777.88","2,762.99","31.35B","0.36%"
"04/22/2026","2,761.64","2,760.12","2,769.04","2,752.73","37.77B","0.14%"
"04/21/2026","2,757.70","2,748.47","2,763.71","2,737.36","51.65B","0.15%"
"04/20/2026","2,753.66","2,742.57","2,757.62","2,727.88","50.67B","1.09%"
"04/17/2026","2,723.94","2,741.81","2,758.66","2,716.80","68.74B","-0.63%"
"04/16/2026","2,741.14","2,750.02","2,764.32","2,737.73","51.29B","0.03%"
"04/15/2026","2,740.45","2,718.99","2,745.64","2,708.00","44.98B","0.55%"
"04/14/2026","2,725.51","2,725.53","2,730.48","2,703.17","41.88B","0.10%"
"04/13/2026","2,722.69","2,743.05","2,746.80","2,709.00","45.83B","-0.10%"
"04/10/2026","2,725.39","2,741.73","2,747.15","2,721.54","33.79B","-0.29%"
"04/09/2026","2,733.40","2,764.78","2,770.31","2,732.50","45.07B","-1.15%"
"04/08/2026","2,765.06","2,775.26","2,776.90","2,758.95","46.72B","-1.15%"
"04/07/2026","2,797.24","2,785.36","2,803.61","2,778.60","56.87B","0.44%"
"04/06/2026","2,784.87","2,748.51","2,788.27","2,747.81","58.93B","0.88%"
"04/03/2026","2,760.70","2,780.86","2,783.05","2,751.90","58.38B","-0.49%"
"04/02/2026","2,774.41","2,787.52","2,787.68","2,767.99","51.71B","-0.03%"
"04/01/2026","2,775.24","2,770.81","2,787.45","2,764.84","54.92B","-0.04%"
"03/31/2026","2,776.37","2,801.02","2,801.10","2,766.28","59.81B","-0.87%"
"03/30/2026","2,800.69","2,796.46","2,814.54","2,775.80","68.08B","0.40%"
"03/27/2026","2,789.61","2,822.09","2,829.75","2,780.38","72.05B","-1.18%"
"03/26/2026","2,822.84","2,846.61","2,847.76","2,814.47","67.97B","-0.61%"
"03/25/2026","2,840.14","2,840.20","2,841.94","2,831.90","40.68B","0.08%"
"03/24/2026","2,837.90","2,836.60","2,843.19","2,826.24","55.56B","0.16%"
"03/23/2026","2,833.43","2,865.85","2,875.22","2,804.51","119.43B","-1.10%"
"03/20/2026","2,864.89","2,879.44","2,889.39","2,864.15","59.16B","-0.14%"
"03/19/2026","2,868.99","2,884.76","2,892.95","2,864.44","99.21B","-0.10%"
"03/18/2026","2,871.72","2,856.45","2,876.49","2,853.77","85.80B","0.64%"
"03/17/2026","2,853.53","2,859.03","2,865.09","2,852.05","44.57B","-0.01%"
"03/16/2026","2,853.72","2,886.58","2,889.23","2,849.93","70.72B","-0.63%"
"03/13/2026","2,871.86","2,877.74","2,891.29","2,866.60","50.24B","-0.01%"
"03/12/2026","2,872.08","2,869.34","2,877.39","2,861.97","45.59B","0.63%"
"03/11/2026","2,854.05","2,862.67","2,873.91","2,851.77","51.74B","0.01%"
"03/10/2026","2,853.86","2,887.60","2,891.54","2,853.04","80.75B","-1.21%"
"03/09/2026","2,888.68","2,912.01","2,912.01","2,870.98","78.09B","1.21%"
"03/06/2026","2,854.11","2,835.37","2,862.80","2,828.89","94.25B","1.03%"
"03/05/2026","2,825.00","2,814.75","2,827.56","2,811.72","53.29B","0.54%"
"03/04/2026","2,809.78","2,824.16","2,837.70","2,803.80","64.93B","-0.54%"
"03/03/2026","2,825.14","2,848.66","2,850.91","2,820.68","93.18B","-0.37%"
"03/02/2026","2,835.65","2,823.19","2,851.00","2,818.91","115.83B","1.30%"
"02/27/2026","2,799.14","2,786.72","2,804.10","2,780.93","41.38B","0.49%"
"02/26/2026","2,785.58","2,799.71","2,803.39","2,782.64","34.98B","-0.35%"
"02/25/2026","2,795.39","2,784.82","2,798.35","2,781.12","48.75B","0.65%"
"02/24/2026","2,777.35","2,794.45","2,809.49","2,776.25","48.99B","-0.12%"
"02/20/2026","2,780.60","2,780.28","2,786.16","2,768.28","48.21B","0.28%"
"02/19/2026","2,772.84","2,785.74","2,793.07","2,770.67","50.41B","-0.22%"
"02/18/2026","2,779.08","2,769.02","2,780.17","2,757.98","58.17B","0.50%"
"02/17/2026","2,765.33","2,788.45","2,791.68","2,765.33","48.91B","-0.62%"
"02/16/2026","2,782.60","2,791.52","2,795.90","2,779.63","59.73B","0.23%"
"02/13/2026","2,776.34","2,753.43","2,781.20","2,747.67","79.42B","0.39%"
"02/12/2026","2,765.66","2,755.94","2,771.40","2,746.64","44.71B","0.29%"
"02/11/2026","2,757.75","2,723.83","2,762.50","2,719.44","70.71B","1.50%"
"02/10/2026","2,717.04","2,728.17","2,740.39","2,716.33","52.26B","-0.32%"
"02/09/2026","2,725.64","2,726.55","2,728.45","2,712.47","41.70B","-0.36%"
"02/06/2026","2,735.43","2,743.33","2,744.98","2,729.77","45.64B","-0.06%"
"02/05/2026","2,737.13","2,754.41","2,758.03","2,720.70","65.63B","-1.41%"
"02/04/2026","2,776.31","2,790.73","2,803.76","2,771.49","66.71B","-0.35%"
"02/03/2026","2,786.15","2,787.32","2,794.19","2,777.41","61.14B","0.64%"
"02/02/2026","2,768.56","2,758.01","2,780.52","2,753.96","65.78B","-0.51%"
"01/30/2026","2,782.74","2,811.73","2,813.82","2,771.97","73.33B","-0.54%"
"01/29/2026","2,797.76","2,808.69","2,843.63","2,786.64","143.30B","0.35%"
"01/28/2026","2,788.01","2,793.20","2,799.85","2,780.66","58.67B","0.24%"
"01/27/2026","2,781.39","2,768.00","2,783.73","2,752.41","62.28B","0.48%"
"01/26/2026","2,768.15","2,780.22","2,780.22","2,760.71","47.83B","-0.33%"
"01/23/2026","2,777.29","2,767.84","2,783.21","2,761.64","30.34B","0.33%"
"01/22/2026","2,768.02","2,778.87","2,790.10","2,754.43","56.69B","-0.09%"
"01/21/2026","2,770.53","2,744.06","2,778.68","2,734.86","64.57B","1.19%"
"01/20/2026","2,738.07","2,745.94","2,746.26","2,727.65","45.00B","-0.44%"
"01/19/2026","2,750.25","2,742.41","2,757.17","2,730.75","43.00B","0.60%"
"01/16/2026","2,733.75","2,711.78","2,740.26","2,708.97","48.83B","1.20%"
"01/15/2026","2,701.32","2,700.11","2,711.59","2,691.25","33.99B","-0.05%"
"01/14/2026","2,702.69","2,686.10","2,716.21","2,674.17","54.95B","0.21%"
"01/13/2026","2,696.92","2,696.73","2,705.25","2,687.10","48.15B","-0.19%"
"01/12/2026","2,701.93","2,731.66","2,733.82","2,696.37","62.79B","-0.84%"
"01/09/2026","2,724.85","2,727.47","2,730.17","2,721.13","13.43B","0.23%"
"01/08/2026","2,718.62","2,720.32","2,732.75","2,714.73","19.04B","-0.97%"
"01/06/2026","2,745.26","2,765.10","2,767.32","2,739.37","23.08B","-0.43%"
"01/05/2026","2,757.09","2,733.01","2,760.06","2,728.44","24.10B","-0.34%"
"12/30/2025","2,766.62","2,758.42","2,775.20","2,749.53","39.76B","0.90%"
"12/29/2025","2,742.03","2,775.62","2,819.33","2,738.95","91.19B","-0.47%"
"12/26/2025","2,754.89","2,737.19","2,760.53","2,735.31","54.59B","1.50%"
"12/25/2025","2,714.12","2,717.90","2,722.91","2,708.39","31.87B","-0.22%"
"12/24/2025","2,720.02","2,723.31","2,733.38","2,709.96","38.93B","-0.20%"
"12/23/2025","2,725.38","2,717.92","2,733.17","2,704.27","50.58B","0.35%"
"12/22/2025","2,715.98","2,741.24","2,741.34","2,712.64","63.60B","-0.99%"
"12/19/2025","2,743.09","2,779.21","2,791.25","2,739.55","99.86B","-0.36%"
"12/18/2025","2,753.07","2,764.09","2,772.87","2,752.06","72.87B","-0.24%"
"12/17/2025","2,759.73","2,780.86","2,781.97","2,740.18","59.48B","-0.52%"
"12/16/2025","2,774.23","2,749.87","2,779.73","2,746.77","48.40B","0.92%"
"12/15/2025","2,748.93","2,734.06","2,751.70","2,723.80","42.45B","0.34%"
"12/12/2025","2,739.49","2,761.36","2,769.35","2,731.98","49.29B","-0.34%"
"12/11/2025","2,748.93","2,733.58","2,761.94","2,733.29","64.57B","1.04%"
"12/10/2025","2,720.66","2,720.42","2,730.60","2,713.19","29.77B","0.66%"
"12/09/2025","2,702.72","2,693.36","2,721.82","2,686.32","38.32B","-0.09%"
"12/08/2025","2,705.17","2,727.14","2,739.74","2,699.79","49.99B","-0.23%"
"12/05/2025","2,711.30","2,662.05","2,718.32","2,656.92","63.73B","2.04%"
"12/04/2025","2,657.13","2,661.39","2,668.09","2,653.99","27.06B","0.20%"
"12/03/2025","2,651.71","2,640.22","2,651.71","2,619.88","38.78B","-0.58%"
"12/02/2025","2,667.20","2,683.76","2,692.22","2,657.52","35.46B","-0.73%"
"12/01/2025","2,686.93","2,674.51","2,698.41","2,662.86","45.87B","0.39%"
"11/28/2025","2,676.42","2,627.90","2,685.88","2,623.38","47.73B","2.10%"
"11/27/2025","2,621.37","2,672.82","2,674.23","2,605.13","48.47B","-1.76%"
"11/26/2025","2,668.38","2,676.81","2,679.97","2,660.88","22.94B","-0.65%"
"11/25/2025","2,685.95","2,672.67","2,695.04","2,639.72","54.44B","1.17%"
"11/24/2025","2,654.84","2,703.18","2,713.02","2,645.91","56.18B","-1.12%"
"11/21/2025","2,685.03","2,679.54","2,695.26","2,650.06","62.10B","2.16%"
"11/20/2025","2,628.31","2,635.22","2,661.12","2,617.57","57.18B","-0.67%"
"11/19/2025","2,646.02","2,576.51","2,669.85","2,558.51","112.97B","3.24%"
"11/18/2025","2,563.07","2,506.61","2,574.49","2,492.20","84.98B","2.09%"
"11/17/2025","2,510.64","2,509.55","2,521.49","2,501.71","44.59B","-0.60%"
"11/14/2025","2,525.68","2,548.74","2,550.93","2,514.92","41.63B","-0.70%"
"11/13/2025","2,543.36","2,542.57","2,550.96","2,528.64","49.24B","0.28%"
"11/12/2025","2,536.22","2,573.61","2,576.65","2,529.06","49.62B","-1.17%"
"11/11/2025","2,566.17","2,562.13","2,576.62","2,550.85","34.17B","0.30%"
"11/10/2025","2,558.60","2,590.59","2,600.19","2,552.16","54.99B","-0.30%"
"11/07/2025","2,566.42","2,545.05","2,573.84","2,544.48","41.25B","0.93%"
"11/06/2025","2,542.70","2,558.87","2,560.25","2,532.02","28.47B","-0.15%"
"11/05/2025","2,546.62","2,552.75","2,579.16","2,537.65","47.54B","-0.95%"
"11/03/2025","2,570.96","2,566.11","2,579.91","2,561.91","17.87B","1.51%"
"11/01/2025","2,532.66","2,524.01","2,534.73","2,520.57","12.29B","0.30%"
"10/31/2025","2,525.20","2,555.63","2,556.72","2,522.73","31.95B","-1.26%"
"10/30/2025","2,557.48","2,531.72","2,567.79","2,528.01","56.07B","1.35%"
"10/29/2025","2,523.35","2,502.84","2,531.25","2,500.89","43.31B","1.13%"
"10/28/2025","2,495.09","2,480.30","2,515.91","2,475.24","59.84B","0.74%"
"10/27/2025","2,476.79","2,500.63","2,506.30","2,457.87","66.50B","-2.64%"
"10/24/2025","2,543.93","2,580.20","2,606.81","2,530.37","71.14B","-1.04%"
"10/23/2025","2,570.67","2,568.42","2,582.67","2,546.26","61.74B","-3.10%"
"10/22/2025","2,653.00","2,659.13","2,678.25","2,636.48","44.65B","0.78%"
"10/21/2025","2,632.42","2,694.35","2,715.78","2,608.42","76.97B","-4.10%"
"10/20/2025","2,744.83","2,736.90","2,757.39","2,726.99","50.21B","0.87%"
"10/17/2025","2,721.14","2,695.86","2,734.79","2,688.36","69.31B","4.35%"
"10/16/2025","2,607.78","2,534.12","2,617.18","2,528.86","68.68B","2.46%"
"10/15/2025","2,545.22","2,537.12","2,564.83","2,521.87","54.82B","0.15%"
"10/14/2025","2,541.49","2,571.87","2,575.76","2,530.17","50.23B","-1.35%"
"10/13/2025","2,576.38","2,602.37","2,611.54","2,549.77","60.67B","-0.47%"
"10/10/2025","2,588.56","2,635.45","2,640.07","2,572.91","56.92B","-1.89%"
"10/09/2025","2,638.37","2,559.14","2,645.81","2,521.43","105.24B","2.96%"
"10/08/2025","2,562.51","2,669.75","2,677.75","2,548.37","86.98B","-3.98%"
"10/07/2025","2,668.60","2,645.04","2,673.27","2,635.79","51.11B","0.76%"
"10/06/2025","2,648.50","2,594.38","2,651.14","2,579.19","70.04B","1.69%"
"10/03/2025","2,604.55","2,639.88","2,649.57","2,600.85","45.15B","-1.05%"
"10/02/2025","2,632.07","2,629.36","2,648.67","2,623.10","47.73B","-0.57%"
"10/01/2025","2,647.25","2,690.14","2,692.19","2,640.56","51.41B","-1.39%"
"09/30/2025","2,684.60","2,681.81","2,689.60","2,651.13","59.40B","0.02%"
"09/29/2025","2,684.09","2,713.14","2,744.80","2,680.53","60.63B","-1.54%"
"09/26/2025","2,725.97","2,701.97","2,725.97","2,686.68","45.15B","0.64%"
"09/25/2025","2,708.68","2,733.53","2,738.58","2,699.42","32.47B","-0.55%"
"09/24/2025","2,723.58","2,683.53","2,745.14","2,675.62","57.98B","-1.27%"
"09/23/2025","2,758.65","2,755.98","2,769.88","2,733.36","46.01B","0.64%"
"09/22/2025","2,741.06","2,735.80","2,748.52","2,702.52","71.91B","-0.25%"
"09/19/2025","2,748.06","2,787.39","2,794.33","2,745.40","73.45B","-1.63%"
"09/18/2025","2,793.58","2,814.63","2,816.84","2,776.12","64.53B","-0.73%"
"09/17/2025","2,814.04","2,793.24","2,823.75","2,784.37","50.23B","0.40%"
"09/16/2025","2,802.77","2,822.85","2,831.80","2,778.51","60.69B","-0.25%"
"09/15/2025","2,809.85","2,826.86","2,834.60","2,801.03","52.31B","-1.05%"
"09/12/2025","2,839.73","2,904.03","2,905.68","2,837.01","87.12B","-2.35%"
"09/11/2025","2,908.14","2,916.27","2,916.35","2,890.68","68.05B","-0.21%"
"09/10/2025","2,914.26","2,919.56","2,938.36","2,912.50","41.62B","-0.74%"
"09/09/2025","2,935.96","2,926.02","2,939.20","2,919.84","47.32B","0.49%"
"09/08/2025","2,921.62","2,914.28","2,921.62","2,906.62","36.85B","0.70%"
"09/05/2025","2,901.45","2,891.09","2,906.70","2,885.92","33.60B","0.97%"
"09/04/2025","2,873.70","2,883.86","2,894.49","2,864.62","39.16B","0.21%"
"09/03/2025","2,867.55","2,863.12","2,875.01","2,846.87","32.61B","0.78%"
"09/02/2025","2,845.39","2,878.37","2,883.35","2,842.80","50.26B","-1.44%"
"09/01/2025","2,886.97","2,923.49","2,925.02","2,886.97","31.77B","-0.43%"
"08/29/2025","2,899.38","2,893.99","2,904.14","2,882.55","66.33B","-0.46%"
"08/28/2025","2,912.72","2,918.92","2,919.01","2,900.33","35.06B","0.04%"
"08/27/2025","2,911.48","2,892.32","2,916.92","2,888.10","45.52B","0.89%"
"08/26/2025","2,885.87","2,906.96","2,915.46","2,878.74","32.55B","-0.05%"
"08/25/2025","2,887.24","2,886.35","2,890.83","2,857.97","42.41B","-0.33%"
"08/22/2025","2,896.76","2,882.95","2,903.48","2,876.26","46.75B","0.46%"
"08/21/2025","2,883.50","2,933.10","2,935.48","2,879.36","71.00B","-1.95%"
"08/20/2025","2,940.78","2,974.56","2,977.26","2,928.85","47.98B","-0.84%"
"08/19/2025","2,965.66","3,000.75","3,006.13","2,962.37","57.80B","0.49%"
"08/18/2025","2,951.26","2,949.46","2,972.97","2,941.70","54.13B","-2.02%"
"08/15/2025","3,012.09","2,987.67","3,014.21","2,978.69","63.54B","1.17%"
"08/14/2025","2,977.34","2,945.01","2,985.27","2,933.82","70.97B","0.15%"
"08/13/2025","2,973.02","2,987.60","2,988.06","2,959.75","61.38B","-0.14%"
"08/12/2025","2,977.18","2,959.97","2,980.01","2,952.34","58.66B","0.44%"
"08/11/2025","2,964.15","2,991.68","2,996.40","2,956.94","83.50B","1.35%"
"08/08/2025","2,924.63","2,894.58","2,926.98","2,872.12","72.58B","1.68%"
"08/07/2025","2,876.43","2,836.05","2,915.43","2,824.78","140.74B","4.04%"
"08/06/2025","2,764.62","2,791.29","2,798.21","2,754.51","51.26B","-0.78%"
"08/05/2025","2,786.37","2,784.71","2,792.51","2,764.77","47.50B","0.45%"
"08/04/2025","2,773.85","2,733.23","2,776.99","2,727.86","44.02B","1.68%"
"08/01/2025","2,727.98","2,749.41","2,755.95","2,724.54","35.70B","-0.15%"
"07/31/2025","2,732.12","2,737.13","2,741.14","2,713.68","56.40B","0.22%"
"07/30/2025","2,726.24","2,751.92","2,754.35","2,718.65","38.49B","-1.16%"
"07/29/2025","2,758.28","2,739.49","2,764.03","2,728.97","55.42B","1.00%"
"07/28/2025","2,730.98","2,760.90","2,783.82","2,726.61","85.90B","-1.49%"
"07/25/2025","2,772.39","2,819.07","2,827.03","2,767.44","84.09B","-1.26%"
"07/24/2025","2,807.69","2,837.72","2,838.22","2,806.64","41.14B","-1.18%"
"07/23/2025","2,841.16","2,839.41","2,849.80","2,829.25","53.23B","0.55%"
"07/22/2025","2,825.61","2,811.64","2,833.84","2,801.11","49.40B","0.14%"
"07/21/2025","2,821.78","2,816.11","2,827.94","2,804.14","57.11B","1.33%"
"07/18/2025","2,784.63","2,758.28","2,789.39","2,715.11","100.40B","0.84%"
"07/17/2025","2,761.48","2,787.80","2,788.30","2,754.86","71.69B","-0.56%"
"07/16/2025","2,777.16","2,758.65","2,784.82","2,747.82","62.78B","0.73%"
"07/15/2025","2,756.95","2,750.37","2,761.82","2,734.80","64.55B","1.58%"
"07/14/2025","2,714.14","2,616.31","2,722.53","2,616.03","81.25B","2.73%"
"07/11/2025","2,642.02","2,705.46","2,707.82","2,638.08","81.02B","-3.31%"
"07/10/2025","2,732.45","2,724.64","2,735.15","2,705.98","53.61B","1.34%"
"07/09/2025","2,696.45","2,733.01","2,735.07","2,684.87","64.57B","-2.15%"
"07/08/2025","2,755.58","2,748.19","2,764.75","2,738.75","50.79B","-0.02%"
"07/07/2025","2,756.14","2,786.06","2,788.67","2,753.69","46.53B","-1.62%"
"07/04/2025","2,801.65","2,808.30","2,821.15","2,788.90","45.86B","-0.77%"
"07/03/2025","2,823.34","2,821.21","2,840.13","2,812.07","77.72B","0.29%"
"07/02/2025","2,815.26","2,838.45","2,840.66","2,810.00","63.64B","-1.16%"
"07/01/2025","2,848.44","2,854.04","2,858.55","2,837.12","69.43B","0.04%"
"06/30/2025","2,847.38","2,818.98","2,847.38","2,806.49","66.48B","1.47%"
"06/27/2025","2,806.11","2,790.67","2,814.29","2,778.57","45.80B","0.32%"
"06/26/2025","2,797.27","2,794.00","2,803.45","2,780.49","38.33B","0.23%"
"06/25/2025","2,790.78","2,762.61","2,790.78","2,759.92","48.30B","1.67%"
"06/24/2025","2,744.95","2,726.43","2,747.90","2,715.79","47.52B","-0.53%"
"06/23/2025","2,759.67","2,753.60","2,768.93","2,736.41","45.78B","0.31%"
"06/20/2025","2,751.04","2,776.11","2,781.08","2,748.57","51.54B","-1.18%"
"06/19/2025","2,783.81","2,793.74","2,800.14","2,761.76","57.80B","-0.29%"
"06/18/2025","2,791.83","2,799.02","2,807.34","2,779.68","46.74B","0.10%"
"06/17/2025","2,788.94","2,737.85","2,791.03","2,730.27","49.56B","1.87%"
"06/16/2025","2,737.83","2,758.97","2,767.51","2,731.24","48.52B","-0.45%"
"06/13/2025","2,750.32","2,732.21","2,762.76","2,732.20","30.85B","0.63%"
"06/11/2025","2,733.20","2,719.60","2,742.45","2,718.98","41.46B","0.40%"
"06/10/2025","2,722.37","2,762.46","2,767.14","2,702.29","55.51B","-0.56%"
"06/09/2025","2,737.76","2,767.94","2,778.40","2,733.75","51.60B","-1.74%"
"06/06/2025","2,786.16","2,856.63","2,910.52","2,784.00","154.53B","-2.47%"
"06/05/2025","2,856.61","2,853.20","2,858.23","2,837.61","40.45B","0.70%"
"06/04/2025","2,836.64","2,854.36","2,871.78","2,825.52","80.57B","0.09%"
"06/03/2025","2,834.06","2,817.23","2,835.39","2,807.63","60.95B","0.16%"
"06/02/2025","2,829.67","2,795.02","2,830.55","2,770.04","65.73B","0.03%"
"05/30/2025","2,828.83","2,814.06","2,837.85","2,793.15","55.21B","0.67%"
"05/29/2025","2,809.94","2,811.66","2,839.97","2,800.93","45.01B","0.89%"
"05/28/2025","2,785.20","2,754.00","2,799.50","2,747.96","71.68B","1.77%"
