market,seed,model,draw,pre_contiguous,pre_purged,post_contiguous,post_purged
BOVESPA,43,CNN-WGAN-GP,6,0.8511777469990767,0.835966297322253,0.8503797322253002,0.8340639427516159
BOVESPA,43,GARCH,6,0.7339279778393352,0.7301911357340721,0.7355897968605725,0.7324748384118192
BOVESPA,43,GJR-GARCH,6,0.6273271006463527,0.6228483379501386,0.6269305170821792,0.622561403508772
BOVESPA,43,TimeGAN,7,0.9767587719298246,0.9766481994459835,0.976892890120037,0.9764725300092337
BOVESPA,43,QuantGAN,7,0.8289358264081255,0.8230784856879041,0.8302855493998154,0.8225270083102492
BOVESPA,43,CNN-WGAN-GP,7,0.8289085872576178,0.8298578024007386,0.8266952908587257,0.8280223915050785
BOVESPA,43,GARCH,7,0.9317257617728532,0.9290230840258541,0.9319909972299169,0.929421052631579
BOVESPA,43,GJR-GARCH,7,0.8942733148661126,0.8898866574330562,0.8943402585410896,0.8897989381348108
BOVESPA,43,TimeGAN,8,0.9583813481071098,0.9574746075715606,0.9584249769159742,0.9576512003693445
BOVESPA,43,QuantGAN,8,0.6734727608494921,0.6771588180978763,0.6731214219759927,0.67727216066482
BOVESPA,43,CNN-WGAN-GP,8,0.7885484764542936,0.7829538319482918,0.7885454755309326,0.7832391505078486
BOVESPA,43,GARCH,8,0.8465692520775624,0.8337608494921515,0.8450639427516158,0.8314990766389659
BOVESPA,43,GJR-GARCH,8,0.810070406278855,0.7967209141274239,0.8091867497691597,0.7963448753462604
BOVESPA,43,TimeGAN,9,0.9669215143120959,0.9645316251154202,0.9669870729455218,0.9644866112650046
BOVESPA,43,QuantGAN,9,0.8254990766389658,0.8200939519852263,0.8258979686057248,0.8205369344413667
BOVESPA,43,CNN-WGAN-GP,9,0.8432315327793167,0.821668051708218,0.8444053554939982,0.8209125115420128
BOVESPA,43,GARCH,9,0.8099549861495845,0.8088557248384118,0.8099746075715604,0.808941597414589
BOVESPA,43,GJR-GARCH,9,0.8013781163434903,0.8018861957525394,0.8011578947368421,0.8017546168051709
BOVESPA,43,TimeGAN,10,0.9696500461680518,0.9637128347183749,0.9695835641735918,0.9635353185595568
BOVESPA,43,QuantGAN,10,0.7858227146814404,0.775963758079409,0.7858012465373962,0.7757430747922437
BOVESPA,43,CNN-WGAN-GP,10,0.6805355493998153,0.6640330101569714,0.6797160664819945,0.6630616343490304
BOVESPA,43,GARCH,10,0.750375807940905,0.7375062326869807,0.7503977377654664,0.7376380424746076
BOVESPA,43,GJR-GARCH,10,0.7222236842105263,0.7021539704524469,0.7223100184672206,0.7017987072945522
BOVESPA,43,TimeGAN,11,0.9604090489381347,0.9580182363804246,0.9601445060018466,0.9576223453370268
BOVESPA,43,QuantGAN,11,0.8608206371191136,0.8368670360110805,0.8612608494921515,0.837154432132964
BOVESPA,43,CNN-WGAN-GP,11,0.7219868421052633,0.6928806555863342,0.7210341643582641,0.6906401200369344
BOVESPA,43,GARCH,11,0.8784522160664819,0.8822673130193905,0.8750680978762697,0.8709275161588181
BOVESPA,43,GJR-GARCH,11,0.8619919205909511,0.8611419667590028,0.8607975530932596,0.8590013850415513
BOVESPA,43,TimeGAN,12,0.9814312096029546,0.9806004155124655,0.9814316712834719,0.9805794090489381
BOVESPA,43,QuantGAN,12,0.7106283471837489,0.6690951061865189,0.6892901662049862,0.6392513850415512
BOVESPA,43,CNN-WGAN-GP,12,0.8270076177285318,0.7808981994459833,0.8251486611265004,0.7203164819944599
BOVESPA,43,GARCH,12,0.7388674976915974,0.7409125115420129,0.7400600184672206,0.7396560480147738
BOVESPA,43,GJR-GARCH,12,0.7020376269621421,0.6989900738688827,0.7002622345337027,0.6958811172668513
BOVESPA,43,TimeGAN,13,0.9780602493074791,0.9775717913204062,0.9778829639889196,0.977505078485688
BOVESPA,43,QuantGAN,13,0.6014644506001847,0.6144672206832872,0.600357109879963,0.6119861495844875
BOVESPA,43,CNN-WGAN-GP,13,0.6510831024930749,0.6684175900277008,0.6463123268698061,0.6641516620498615
BOVESPA,43,GARCH,13,0.6443716528162511,0.5959951523545707,0.6441512003693444,0.5879235918744229
BOVESPA,43,GJR-GARCH,13,0.6714750692520776,0.6575362419205909,0.6699905355493998,0.6566493536472761
BOVESPA,43,TimeGAN,14,0.962863111726685,0.9631957525392428,0.9628626500461681,0.9633275623268698
BOVESPA,43,QuantGAN,14,0.8282098337950139,0.8242317636195754,0.8276777469990766,0.8238995844875345
BOVESPA,43,CNN-WGAN-GP,14,0.7990027700831024,0.7900551708217913,0.799044783010157,0.7902322253000924
BOVESPA,43,GARCH,14,0.4398716528162511,0.3579441366574331,0.5037913204062788,0.3625198522622345
BOVESPA,43,GJR-GARCH,14,0.4647631578947369,0.3594150507848569,0.4728638042474608,0.35967982456140357
BOVESPA,43,TimeGAN,15,0.9513139427516158,0.9529759926131117,0.951357109879963,0.9528197137580794
BOVESPA,43,QuantGAN,15,0.8316218836565096,0.8312220683287166,0.8311819021237303,0.8306064173591874
BOVESPA,43,CNN-WGAN-GP,15,0.8398938134810712,0.840722299168975,0.8403587257617728,0.8399762234533703
BOVESPA,43,GARCH,15,0.8367532317636195,0.8230263157894736,0.8362234533702679,0.8224515235457064
BOVESPA,43,GJR-GARCH,15,0.8036634349030471,0.7834704524469067,0.8034838411819022,0.7832938596491228
BOVESPA,43,TimeGAN,16,0.9376465835641736,0.9244630655586334,0.9375355493998153,0.924174515235457
BOVESPA,43,QuantGAN,16,0.7790895660203139,0.6756371191135735,0.7789635272391505,0.6106089566020314
BOVESPA,43,CNN-WGAN-GP,16,0.7863134810710988,0.7761507386888273,0.7870011542012927,0.7771671283471837
BOVESPA,43,GARCH,16,0.6474065096952909,0.6263589566020313,0.6474067405355493,0.6271805170821791
BOVESPA,43,GJR-GARCH,16,0.632291320406279,0.606704755309326,0.6309746075715605,0.6017082179132041
BOVESPA,43,TimeGAN,17,0.9689575253924284,0.9655004616805171,0.9688910433979686,0.9654561403508772
BOVESPA,43,QuantGAN,17,0.9830193905817175,0.9815062326869807,0.9831290397045244,0.9815288550323176
BOVESPA,43,CNN-WGAN-GP,17,0.888269621421976,0.8873176361957524,0.8882698522622345,0.8872527700831025
BOVESPA,43,GARCH,17,0.7887629270544785,0.7998718836565096,0.7665794090489382,0.7891892890120038
BOVESPA,43,GJR-GARCH,17,0.7728471837488458,0.7790727146814405,0.7703206371191136,0.7779630655586335
BOVESPA,43,TimeGAN,18,0.9821447368421052,0.9821671283471837,0.9820782548476454,0.9821671283471837
BOVESPA,43,QuantGAN,18,0.8846830563250231,0.8818603416435826,0.8846186518928901,0.8814000461680518
BOVESPA,43,CNN-WGAN-GP,18,0.7444342105263158,0.734137349953832,0.7438167128347184,0.7340683287165282
BOVESPA,43,GARCH,18,0.8527066020313943,0.8531733610341643,0.8527287626962142,0.8528411819021237
BOVESPA,43,GJR-GARCH,18,0.785118190212373,0.7853460295475531,0.7852089104339797,0.7857472299168975
BOVESPA,43,TimeGAN,19,0.9813940443213296,0.9827239150507848,0.98181486611265,0.9828790397045244
BOVESPA,43,QuantGAN,19,0.9684185133887351,0.9687264542936289,0.9684623730378579,0.9686821329639891
BOVESPA,43,CNN-WGAN-GP,19,0.7824372114496768,0.7650383194829178,0.7813975069252078,0.7633137119113573
BOVESPA,43,GARCH,19,0.8210196214219762,0.806778624192059,0.8214406740535551,0.807247460757156
BOVESPA,43,GJR-GARCH,19,0.9292560018467221,0.9203137119113574,0.9293019390581717,0.9204471375807941
BOVESPA,43,CONTROL: shuffled real,0,0.32027077562326867,0.3097786241920591,0.3199157433056325,0.3094021237303785
BOVESPA,43,CONTROL: shuffled real,1,0.32027077562326867,0.3097786241920591,0.3199157433056325,0.3094021237303785
BOVESPA,43,CONTROL: shuffled real,2,0.32027077562326867,0.3097786241920591,0.3199157433056325,0.3094021237303785
BOVESPA,43,CONTROL: shuffled real,3,0.32027077562326867,0.3097786241920591,0.3199157433056325,0.3094021237303785
BOVESPA,43,CONTROL: shuffled real,4,0.32027077562326867,0.3097786241920591,0.3199157433056325,0.3094021237303785
BOVESPA,43,CONTROL: shuffled real,5,0.32027077562326867,0.3097786241920591,0.3199157433056325,0.3094021237303785
BOVESPA,43,CONTROL: shuffled real,6,0.32027077562326867,0.3097786241920591,0.3199157433056325,0.3094021237303785
BOVESPA,43,CONTROL: shuffled real,7,0.32027077562326867,0.3097786241920591,0.3199157433056325,0.3094021237303785
BOVESPA,43,CONTROL: shuffled real,8,0.32027077562326867,0.3097786241920591,0.3199157433056325,0.3094021237303785
BOVESPA,43,CONTROL: shuffled real,9,0.32027077562326867,0.3097786241920591,0.3199157433056325,0.3094021237303785
BOVESPA,43,CONTROL: shuffled real,10,0.32027077562326867,0.3097786241920591,0.3199157433056325,0.3094021237303785
BOVESPA,43,CONTROL: shuffled real,11,0.32027077562326867,0.3097786241920591,0.3199157433056325,0.3094021237303785
BOVESPA,43,CONTROL: shuffled real,12,0.32027077562326867,0.3097786241920591,0.3199157433056325,0.3094021237303785
BOVESPA,43,CONTROL: shuffled real,13,0.32027077562326867,0.3097786241920591,0.3199157433056325,0.3094021237303785
BOVESPA,43,CONTROL: shuffled real,14,0.32027077562326867,0.3097786241920591,0.3199157433056325,0.3094021237303785
BOVESPA,43,CONTROL: shuffled real,15,0.32027077562326867,0.3097786241920591,0.3199157433056325,0.3094021237303785
BOVESPA,43,CONTROL: shuffled real,16,0.32027077562326867,0.3097786241920591,0.3199157433056325,0.3094021237303785
BOVESPA,43,CONTROL: shuffled real,17,0.32027077562326867,0.3097786241920591,0.3199157433056325,0.3094021237303785
BOVESPA,43,CONTROL: shuffled real,18,0.32027077562326867,0.3097786241920591,0.3199157433056325,0.3094021237303785
BOVESPA,43,CONTROL: shuffled real,19,0.32027077562326867,0.3097786241920591,0.3199157433056325,0.3094021237303785
BOVESPA,44,TimeGAN,0,0.9118347183748845,0.9184531394275162,0.9085997229916897,0.9179208217913203
BOVESPA,44,QuantGAN,0,0.7062271468144045,0.7220944136657433,0.7079554478301016,0.582794783010157
BOVESPA,44,CNN-WGAN-GP,0,0.5236918282548477,0.5559088180978763,0.5212793167128347,0.5475805632502309
BOVESPA,44,GARCH,0,0.921918975069252,0.9187483841181903,0.9213871191135734,0.9185489381348105
BOVESPA,44,GJR-GARCH,0,0.8832126038781164,0.8808831948291782,0.8828344875346261,0.8812356879039704
BOVESPA,44,TimeGAN,1,0.9558548014773777,0.946503000923361,0.9558102493074794,0.946746999076639
BOVESPA,44,QuantGAN,1,0.7512264542936288,0.7352047553093259,0.7151687442289936,0.6953947368421052
BOVESPA,44,CNN-WGAN-GP,1,0.9358148661126501,0.932642890120037,0.935881809787627,0.9329974607571561
BOVESPA,44,GARCH,1,0.6652319944598338,0.6526738227146814,0.6651433518005541,0.6481955216989843
BOVESPA,44,GJR-GARCH,1,0.6842146814404432,0.6766992151431209,0.6837936288088644,0.6733296398891967
BOVESPA,44,TimeGAN,2,0.81190189289012,0.7934122807017543,0.8113081717451524,0.7927830101569714
