market,seed,model,k,d_sigma,d_rbf,d_poly3
BOVESPA,43,TimeGAN,15,1.2237837903938953e-05,1.2286998949395667e-06,3.9247169780765034e-07
BOVESPA,43,TimeGAN,16,1.5965616177560094e-05,2.0775640459103073e-06,3.261515288954797e-07
BOVESPA,43,TimeGAN,17,2.2927489745860896e-05,2.3346580795280403e-06,6.5169748530991e-07
BOVESPA,43,TimeGAN,18,7.452729400281299e-06,7.545203901671016e-07,5.202743018628553e-07
BOVESPA,43,TimeGAN,19,3.927894058897152e-06,9.564297820396916e-08,7.595738811261299e-07
BOVESPA,43,GARCH,0,0.0,0.0,0.0
BOVESPA,43,GARCH,1,0.0,0.0,0.0
BOVESPA,43,GARCH,2,0.0,0.0,0.0
BOVESPA,43,GARCH,3,0.0,0.0,0.0
BOVESPA,43,GARCH,4,0.0,0.0,0.0
BOVESPA,43,GARCH,5,0.0,0.0,0.0
BOVESPA,43,GARCH,6,0.0,0.0,0.0
BOVESPA,43,GARCH,7,0.0,0.0,0.0
BOVESPA,43,GARCH,8,0.0,0.0,0.0
BOVESPA,43,GARCH,9,0.0,0.0,0.0
BOVESPA,43,GARCH,10,0.0,0.0,0.0
BOVESPA,43,GARCH,11,0.0,0.0,0.0
BOVESPA,43,GARCH,12,0.0,0.0,0.0
BOVESPA,43,GARCH,13,0.0,0.0,0.0
BOVESPA,43,GARCH,14,0.0,0.0,0.0
BOVESPA,43,GARCH,15,0.0,0.0,0.0
BOVESPA,43,GARCH,16,0.0,0.0,0.0
BOVESPA,43,GARCH,17,0.0,0.0,0.0
BOVESPA,43,GARCH,18,0.0,0.0,0.0
BOVESPA,43,GARCH,19,0.0,0.0,0.0
BOVESPA,43,QuantGAN,0,5.527214433254102e-06,2.767285729454727e-07,5.109702883032696e-08
BOVESPA,43,QuantGAN,1,1.3973214922025079e-05,9.462656875847131e-07,1.9555630004219893e-07
BOVESPA,43,QuantGAN,2,9.32943925224805e-06,1.0312003311252482e-06,3.545043529840086e-07
BOVESPA,43,QuantGAN,3,1.4832591801905437e-05,9.784434420456734e-07,9.87750965464329e-08
BOVESPA,43,QuantGAN,4,6.978238506594181e-06,3.111781570197536e-07,2.4109563767638065e-07
BOVESPA,43,QuantGAN,5,6.704685269198762e-07,2.192814989587788e-07,3.24472246404639e-07
BOVESPA,43,QuantGAN,6,1.2738763244257711e-06,1.387569328326066e-07,4.543330955897318e-07
BOVESPA,43,QuantGAN,7,1.4841241357199664e-05,1.1548230494096146e-06,2.277132615802202e-08
BOVESPA,43,QuantGAN,8,1.5030024265172415e-06,2.0710016190861325e-07,4.851823263152255e-07
BOVESPA,43,QuantGAN,9,7.450270544051563e-06,7.262192127654998e-07,1.685306756371574e-07
BOVESPA,43,QuantGAN,10,1.4321422051377652e-05,9.296244958267863e-07,5.396272761970522e-08
BOVESPA,43,QuantGAN,11,1.0199395705789982e-05,9.338180479989688e-07,4.474562267375859e-07
BOVESPA,43,QuantGAN,12,0.0,1.4012331517321286e-07,2.6035190003881326e-07
BOVESPA,43,QuantGAN,13,8.090236857327682e-06,6.270278858355738e-07,1.9155879371623996e-07
BOVESPA,43,QuantGAN,14,9.522683743767857e-07,3.5468555159567927e-07,9.205252879951331e-07
BOVESPA,43,QuantGAN,15,6.340260168435918e-06,5.04555390135053e-07,1.2432375484650038e-07
BOVESPA,43,QuantGAN,16,9.136706097478964e-06,6.333526485491348e-07,2.1344806810930095e-08
BOVESPA,43,QuantGAN,17,2.813903485332503e-05,4.235007630581933e-06,2.0781545195802664e-07
BOVESPA,43,QuantGAN,18,1.091016953358448e-05,1.0617687569158818e-06,3.0683859186808604e-07
BOVESPA,43,QuantGAN,19,2.2590160731361664e-05,3.280675908046149e-06,3.101549062023423e-08
BOVESPA,43,GJR-GARCH,0,0.0,0.0,0.0
BOVESPA,43,GJR-GARCH,1,0.0,0.0,0.0
BOVESPA,43,GJR-GARCH,2,0.0,0.0,0.0
BOVESPA,43,GJR-GARCH,3,0.0,0.0,0.0
BOVESPA,43,GJR-GARCH,4,0.0,0.0,0.0
BOVESPA,43,GJR-GARCH,5,0.0,0.0,0.0
BOVESPA,43,GJR-GARCH,6,0.0,0.0,0.0
BOVESPA,43,GJR-GARCH,7,0.0,0.0,0.0
BOVESPA,43,GJR-GARCH,8,0.0,0.0,0.0
BOVESPA,43,GJR-GARCH,9,0.0,0.0,0.0
BOVESPA,43,GJR-GARCH,10,0.0,0.0,0.0
BOVESPA,43,GJR-GARCH,11,0.0,0.0,0.0
BOVESPA,43,GJR-GARCH,12,0.0,0.0,0.0
BOVESPA,43,GJR-GARCH,13,0.0,0.0,0.0
BOVESPA,43,GJR-GARCH,14,0.0,0.0,0.0
BOVESPA,43,GJR-GARCH,15,0.0,0.0,0.0
BOVESPA,43,GJR-GARCH,16,0.0,0.0,0.0
BOVESPA,43,GJR-GARCH,17,0.0,0.0,0.0
BOVESPA,43,GJR-GARCH,18,0.0,0.0,0.0
BOVESPA,43,GJR-GARCH,19,0.0,0.0,0.0
BOVESPA,43,CNN-WGAN-GP,0,9.060143928429909e-06,7.259627639033539e-07,1.4367797618319855e-08
BOVESPA,43,CNN-WGAN-GP,1,6.389438821585713e-06,2.6525813057176606e-07,9.726552363531482e-08
BOVESPA,43,CNN-WGAN-GP,2,1.141947821459155e-05,1.1210885522139336e-06,5.9059489743162885e-08
BOVESPA,43,CNN-WGAN-GP,3,2.5437747543932687e-06,6.197992439282984e-07,6.288849601077118e-07
BOVESPA,43,CNN-WGAN-GP,4,6.480302787270631e-06,2.035257831156656e-07,2.4277231425173795e-07
BOVESPA,43,CNN-WGAN-GP,5,1.824008072581762e-06,1.9540961626596243e-07,4.1578774379047445e-07
BOVESPA,43,CNN-WGAN-GP,6,3.7448892808988887e-06,2.8143429808835663e-07,8.120904126940331e-07
BOVESPA,43,CNN-WGAN-GP,7,1.4765973429309298e-05,1.3789206676495525e-06,1.9760032365923053e-07
BOVESPA,43,CNN-WGAN-GP,8,5.460365923859456e-07,5.205931143947851e-07,6.682142075220554e-07
BOVESPA,43,CNN-WGAN-GP,9,3.918298582483715e-06,3.2030226382318006e-07,6.37166941430678e-08
BOVESPA,43,CNN-WGAN-GP,10,1.646285511469614e-06,1.2889844858143817e-07,2.5547585380536475e-08
BOVESPA,43,CNN-WGAN-GP,11,5.136972906605308e-06,9.230847175523138e-08,6.994653318770361e-07
BOVESPA,43,CNN-WGAN-GP,12,7.997976287033026e-06,3.9199574519699354e-07,2.908242588972598e-07
BOVESPA,43,CNN-WGAN-GP,13,7.250468781805353e-06,3.995453967675644e-09,6.56135165755245e-07
BOVESPA,43,CNN-WGAN-GP,14,5.535242464382861e-07,2.962699414688075e-07,2.428580714308737e-07
BOVESPA,43,CNN-WGAN-GP,15,1.4704629420325688e-05,1.1788749099128637e-06,1.3298498302560802e-08
BOVESPA,43,CNN-WGAN-GP,16,4.7501486686307715e-06,4.283239496416513e-07,1.324680294345626e-07
BOVESPA,43,CNN-WGAN-GP,17,8.044799191697649e-06,1.1462950475493727e-06,3.1626676211260474e-07
BOVESPA,43,CNN-WGAN-GP,18,2.146540177516698e-05,1.5049534645150686e-06,1.2187426712273464e-07
BOVESPA,43,CNN-WGAN-GP,19,2.3974777496604815e-07,2.9461720019163806e-07,2.8522853767753986e-07
BOVESPA,43,CONTROL: shuffled real,0,0.0,0.0,0.0
BOVESPA,43,CONTROL: shuffled real,1,0.0,0.0,0.0
BOVESPA,43,CONTROL: shuffled real,2,0.0,0.0,0.0
BOVESPA,43,CONTROL: shuffled real,3,0.0,0.0,1.7763568394002505e-15
BOVESPA,43,CONTROL: shuffled real,4,0.0,0.0,0.0
BOVESPA,43,CONTROL: shuffled real,5,0.0,0.0,0.0
BOVESPA,43,CONTROL: shuffled real,6,0.0,0.0,0.0
BOVESPA,43,CONTROL: shuffled real,7,0.0,0.0,0.0
BOVESPA,43,CONTROL: shuffled real,8,0.0,0.0,0.0
BOVESPA,43,CONTROL: shuffled real,9,0.0,0.0,0.0
BOVESPA,43,CONTROL: shuffled real,10,0.0,0.0,0.0
BOVESPA,43,CONTROL: shuffled real,11,0.0,0.0,0.0
BOVESPA,43,CONTROL: shuffled real,12,0.0,0.0,0.0
BOVESPA,43,CONTROL: shuffled real,13,0.0,0.0,0.0
BOVESPA,43,CONTROL: shuffled real,14,0.0,0.0,0.0
BOVESPA,43,CONTROL: shuffled real,15,0.0,0.0,0.0
BOVESPA,43,CONTROL: shuffled real,16,0.0,0.0,0.0
BOVESPA,43,CONTROL: shuffled real,17,0.0,0.0,0.0
BOVESPA,43,CONTROL: shuffled real,18,0.0,0.0,0.0
BOVESPA,43,CONTROL: shuffled real,19,0.0,0.0,0.0
BOVESPA,44,TimeGAN,0,9.283124374981355e-06,9.639634881430936e-07,2.5397853953279537e-07
BOVESPA,44,TimeGAN,1,1.3916957467774438e-05,2.2523466933765945e-06,4.5468677534188373e-07
BOVESPA,44,TimeGAN,2,2.0583224471515393e-05,1.1236301959982598e-06,9.656936938995386e-07
BOVESPA,44,TimeGAN,3,4.661632163394103e-06,1.298041849784326e-06,1.9614250952315615e-06
BOVESPA,44,TimeGAN,4,1.0961491128558265e-05,1.2382669929422718e-06,6.030796484424172e-08
BOVESPA,44,TimeGAN,5,5.137363010554452e-07,5.935957843039574e-07,1.1468300336048287e-06
BOVESPA,44,TimeGAN,6,2.8791860411381265e-06,1.310626154271688e-07,4.5483042931948603e-07
BOVESPA,44,TimeGAN,7,2.3170670790939596e-06,1.515623551107126e-07,3.182992927008854e-07
BOVESPA,44,TimeGAN,8,9.88621627717734e-06,5.092270405349097e-07,2.43559265200588e-07
BOVESPA,44,TimeGAN,9,2.0567623442158123e-05,2.031766066057372e-06,3.0501547954031594e-08
BOVESPA,44,TimeGAN,10,8.64804519373763e-06,1.0239296803771225e-06,5.049104068177712e-07
BOVESPA,44,TimeGAN,11,2.803656893313189e-06,7.212874508777389e-07,7.658521194997547e-07
BOVESPA,44,TimeGAN,12,2.6373800575019146e-05,2.6703233810820848e-06,8.635988280047968e-08
BOVESPA,44,TimeGAN,13,1.2014483141253862e-05,2.8576753227094187e-06,1.4875007128267725e-06
BOVESPA,44,TimeGAN,14,1.7080860475360282e-05,2.4375870348869455e-06,7.745348895582538e-08
BOVESPA,44,TimeGAN,15,1.6282350911556165e-05,1.196547173565321e-06,6.533607983527645e-07
BOVESPA,44,TimeGAN,16,2.197300003681235e-05,2.4745791253888427e-06,5.225459620561423e-07
BOVESPA,44,TimeGAN,17,8.626528097632757e-06,1.3989473797160201e-06,9.008543244704015e-08
BOVESPA,44,TimeGAN,18,2.6523136855693963e-06,5.239273073165407e-07,1.1807802717811455e-06
BOVESPA,44,TimeGAN,19,1.6108547536308748e-05,1.7349569261249087e-06,3.0412056695183765e-07
BOVESPA,44,GARCH,0,0.0,0.0,0.0
BOVESPA,44,GARCH,1,0.0,0.0,0.0
BOVESPA,44,GARCH,2,0.0,0.0,0.0
BOVESPA,44,GARCH,3,0.0,0.0,0.0
BOVESPA,44,GARCH,4,0.0,0.0,0.0
BOVESPA,44,GARCH,5,0.0,0.0,0.0
BOVESPA,44,GARCH,6,0.0,0.0,0.0
BOVESPA,44,GARCH,7,0.0,0.0,0.0
BOVESPA,44,GARCH,8,0.0,0.0,0.0
BOVESPA,44,GARCH,9,0.0,0.0,0.0
BOVESPA,44,GARCH,10,0.0,0.0,0.0
BOVESPA,44,GARCH,11,0.0,0.0,0.0
BOVESPA,44,GARCH,12,0.0,0.0,0.0
BOVESPA,44,GARCH,13,0.0,0.0,0.0
BOVESPA,44,GARCH,14,0.0,0.0,0.0
BOVESPA,44,GARCH,15,0.0,0.0,0.0
BOVESPA,44,GARCH,16,0.0,0.0,0.0
BOVESPA,44,GARCH,17,0.0,0.0,0.0
BOVESPA,44,GARCH,18,0.0,0.0,0.0
BOVESPA,44,GARCH,19,0.0,0.0,0.0
BOVESPA,44,QuantGAN,0,1.0866431727762915e-06,4.3674469019094886e-07,6.377528798395815e-07
BOVESPA,44,QuantGAN,1,8.976454815012858e-07,3.582048624384271e-07,2.869062942778555e-07
BOVESPA,44,QuantGAN,2,3.832782815571534e-07,1.675014633661931e-07,2.3044741226385668e-07
BOVESPA,44,QuantGAN,3,9.730580147859769e-06,4.176287062840345e-07,4.3663224325030114e-07
BOVESPA,44,QuantGAN,4,7.982468750000749e-06,4.344066160122395e-07,2.4188905456412613e-07
BOVESPA,44,QuantGAN,5,9.565066256822519e-06,6.744680154380234e-07,1.0371012493237686e-08
BOVESPA,44,QuantGAN,6,1.7997085459242612e-05,1.1863545286150412e-06,9.676333334596166e-08
BOVESPA,44,QuantGAN,7,9.370771801187061e-06,5.822512736397556e-07,5.958950772821936e-07
BOVESPA,44,QuantGAN,8,2.496016571207349e-06,3.4180588270871226e-07,2.0774211328955516e-07
BOVESPA,44,QuantGAN,9,8.019250805180178e-06,4.5803294224100455e-07,1.2689180728386873e-07
BOVESPA,44,QuantGAN,10,1.497440709652409e-06,8.523398320470221e-08,1.5272725306658685e-09
BOVESPA,44,QuantGAN,11,6.0176569944836444e-06,6.149902656016337e-07,2.3726986597694122e-07
BOVESPA,44,QuantGAN,12,3.838891689422752e-06,2.964279830486305e-07,1.2402850302350998e-08
BOVESPA,44,QuantGAN,13,8.01788197613007e-06,4.905701282975627e-07,1.2000841032033804e-07
BOVESPA,44,QuantGAN,14,9.360702066807391e-07,1.0479528511631031e-07,3.172169069642905e-07
BOVESPA,44,QuantGAN,15,2.0423409248682134e-05,1.219206709368592e-06,8.01072737033337e-08
BOVESPA,44,QuantGAN,16,8.802535957919133e-07,8.395156969598361e-08,2.5473503129092023e-07
BOVESPA,44,QuantGAN,17,2.6170990512497383e-06,5.565420018172063e-07,3.9552565134215456e-07
BOVESPA,44,QuantGAN,18,3.5929144415192127e-07,1.623998844291208e-07,1.5104839512503077e-07
BOVESPA,44,QuantGAN,19,3.996218482793523e-06,2.1510163983329278e-07,1.2667436344315774e-07
BOVESPA,44,GJR-GARCH,0,0.0,0.0,0.0
BOVESPA,44,GJR-GARCH,1,0.0,0.0,0.0
BOVESPA,44,GJR-GARCH,2,0.0,0.0,0.0
BOVESPA,44,GJR-GARCH,3,0.0,0.0,0.0
BOVESPA,44,GJR-GARCH,4,0.0,0.0,0.0
BOVESPA,44,GJR-GARCH,5,0.0,0.0,0.0
BOVESPA,44,GJR-GARCH,6,0.0,0.0,0.0
BOVESPA,44,GJR-GARCH,7,0.0,0.0,0.0
BOVESPA,44,GJR-GARCH,8,0.0,0.0,0.0
BOVESPA,44,GJR-GARCH,9,0.0,0.0,0.0
BOVESPA,44,GJR-GARCH,10,0.0,0.0,0.0
BOVESPA,44,GJR-GARCH,11,0.0,0.0,0.0
BOVESPA,44,GJR-GARCH,12,0.0,0.0,0.0
BOVESPA,44,GJR-GARCH,13,0.0,0.0,0.0
BOVESPA,44,GJR-GARCH,14,0.0,0.0,0.0
BOVESPA,44,GJR-GARCH,15,0.0,0.0,0.0
BOVESPA,44,GJR-GARCH,16,0.0,0.0,0.0
BOVESPA,44,GJR-GARCH,17,0.0,0.0,0.0
BOVESPA,44,GJR-GARCH,18,0.0,0.0,0.0
BOVESPA,44,GJR-GARCH,19,0.0,0.0,0.0
BOVESPA,44,CNN-WGAN-GP,0,5.384162351518285e-06,3.3682106947985346e-07,6.370623140128373e-09
BOVESPA,44,CNN-WGAN-GP,1,1.4207220106587926e-05,1.9890901234997926e-06,5.949749741773758e-07
BOVESPA,44,CNN-WGAN-GP,2,2.61663161982284e-06,3.5966764500017234e-07,5.779140259676296e-07
BOVESPA,44,CNN-WGAN-GP,3,4.474868616544114e-06,5.471515349686484e-07,3.707393698704209e-07
BOVESPA,44,CNN-WGAN-GP,4,4.131003242591191e-06,3.314649033026029e-07,1.567769256638485e-07
BOVESPA,44,CNN-WGAN-GP,5,1.1609709747339991e-05,5.950852415281815e-07,2.544658137537681e-07
BOVESPA,44,CNN-WGAN-GP,6,5.427562049131751e-06,3.7266558128301597e-07,2.1330730781699003e-07
