market,seed,model,k,mmd2_fixed,sigma_draw,sigma_star,p_2L (valid+test),above_p97_5_2L (valid+test),p_3L,above_p97_5_3L,p_4L,above_p97_5_4L,p_6L,above_p97_5_6L,p_all (exhaustive),above_p97_5_all (exhaustive)
BOVESPA,42,QuantGAN,5,0.19745279806514504,3.097561493221796,3.024396837253019,0.5,1.0,0.6807228915662651,0.0,0.8400402414486922,0.0,0.9199395770392749,0.0,0.9598788796366389,0.0
BOVESPA,42,QuantGAN,6,0.2511255147938569,3.0244786495985645,3.024396837253019,0.5,1.0,0.5763052208835341,0.0,0.7877263581488934,0.0,0.8937562940584088,0.0,0.9427201614938178,0.0
BOVESPA,42,QuantGAN,7,0.26971035327427906,3.1286434308837405,3.024396837253019,0.5,1.0,0.5441767068273092,0.0,0.7716297786720322,0.0,0.8348439073514602,0.0,0.8130204390613172,0.0
BOVESPA,42,QuantGAN,8,0.41394558329263886,3.473922074743545,3.024396837253019,0.5,1.0,0.37751004016064255,0.0,0.44064386317907445,0.0,0.22054380664652568,0.0,0.1105223315669947,0.0
BOVESPA,42,QuantGAN,9,0.1897605246592564,2.9583489680940604,3.024396837253019,0.5,1.0,0.7088353413654619,0.0,0.8541247484909457,0.0,0.9269889224572004,0.0,0.9634115569013374,0.0
BOVESPA,42,QuantGAN,10,0.11983022334891169,2.9368921824247893,3.024396837253019,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
BOVESPA,42,QuantGAN,11,0.21848644873297896,3.1528685860162486,3.024396837253019,0.5,1.0,0.6345381526104418,0.0,0.8169014084507042,0.0,0.9083585095669687,0.0,0.9540751955589201,0.0
BOVESPA,42,QuantGAN,12,0.21673007898031615,3.0955507694774793,3.024396837253019,0.5,1.0,0.6385542168674698,0.0,0.8189134808853119,0.0,0.9093655589123867,0.0,0.9545798637395913,0.0
BOVESPA,42,QuantGAN,13,0.25748383566660493,3.1226800039983047,3.024396837253019,0.5,1.0,0.5642570281124498,0.0,0.7816901408450704,0.0,0.8907351460221551,0.0,0.9192530910926066,0.0
BOVESPA,42,QuantGAN,14,0.2056360777252073,3.1715735925915056,3.024396837253019,0.5,1.0,0.6606425702811245,0.0,0.829979879275654,0.0,0.9149043303121853,0.0,0.9573555387332828,0.0
BOVESPA,42,QuantGAN,15,0.32417517971575793,3.1711902269472256,3.024396837253019,0.5,1.0,0.4738955823293173,0.0,0.5674044265593562,0.0,0.283987915407855,0.0,0.1680545041635125,0.0
BOVESPA,42,QuantGAN,16,0.19712594162414443,2.978510856929023,3.024396837253019,0.5,1.0,0.6827309236947792,0.0,0.8410462776659959,0.0,0.9204431017119838,0.0,0.9601312137269745,0.0
BOVESPA,42,QuantGAN,17,0.18241090547214167,2.9885069039773464,3.024396837253019,0.5,1.0,0.7329317269076305,0.0,0.8661971830985915,0.0,0.9330312185297079,0.0,0.9664395659853646,0.0
BOVESPA,42,QuantGAN,18,0.12838854011994072,2.896413748621558,3.024396837253019,0.5,1.0,0.9658634538152611,0.0,0.9828973843058351,0.0,0.9914400805639476,0.0,0.9957103204642948,0.0
BOVESPA,42,QuantGAN,19,0.14418888815426145,3.0068619663024894,3.024396837253019,0.5,1.0,0.8775100401606426,0.0,0.9386317907444668,0.0,0.9692849949647533,0.0,0.9846076204895281,0.0
BOVESPA,42,GJR-GARCH,0,0.17837127381417583,2.9355129624792897,3.024396837253019,0.5,1.0,0.7449799196787149,0.0,0.8722334004024145,0.0,0.9360523665659617,0.0,0.9679535705273783,0.0
BOVESPA,42,GJR-GARCH,1,0.15380580245541142,2.955911897890118,3.024396837253019,0.5,1.0,0.8413654618473896,0.0,0.920523138832998,0.0,0.9602215508559919,0.0,0.9800656068634872,0.0
BOVESPA,42,GJR-GARCH,2,0.2363416776293974,2.985715311340395,3.024396837253019,0.5,1.0,0.6004016064257028,0.0,0.7997987927565392,0.0,0.8997985901309165,0.0,0.9497855160232147,0.0
BOVESPA,42,GJR-GARCH,3,0.1957253353807078,3.0873714644805337,3.024396837253019,0.5,1.0,0.6867469879518072,0.0,0.8430583501006036,0.0,0.9214501510574018,0.0,0.9606358819076457,0.0
BOVESPA,42,GJR-GARCH,4,0.2785057893703492,3.155080280366,3.024396837253019,0.5,1.0,0.5321285140562249,0.0,0.7655935613682092,0.0,0.5357502517623364,0.0,0.5629573555387333,0.0
BOVESPA,42,GJR-GARCH,5,0.13764789023465251,2.830007213847499,3.024396837253019,0.5,1.0,0.9036144578313253,0.0,0.9517102615694165,0.0,0.9758308157099698,0.0,0.987887963663891,0.0
BOVESPA,42,GJR-GARCH,6,0.19555128747232153,3.117653374923079,3.024396837253019,0.5,1.0,0.6867469879518072,0.0,0.8430583501006036,0.0,0.9214501510574018,0.0,0.9606358819076457,0.0
BOVESPA,42,GJR-GARCH,7,0.27984567903585367,3.1290044096248737,3.024396837253019,0.5,1.0,0.5301204819277109,0.0,0.7645875251509054,0.0,0.5105740181268882,0.0,0.5430229624022206,0.0
BOVESPA,42,GJR-GARCH,8,0.2429043230581862,3.0654611447661964,3.024396837253019,0.5,1.0,0.5903614457831325,0.0,0.7947686116700201,0.0,0.8972809667673716,0.0,0.9485238455715367,0.0
BOVESPA,42,GJR-GARCH,9,0.16863880690317545,2.9192431688534213,3.024396837253019,0.5,1.0,0.7811244979919679,0.0,0.8903420523138833,0.0,0.9451158106747231,0.0,0.9724955841534191,0.0
BOVESPA,42,GJR-GARCH,10,0.2796683717228914,3.102342987834452,3.024396837253019,0.5,1.0,0.5301204819277109,0.0,0.7645875251509054,0.0,0.5125881168177241,0.0,0.5447893010345698,0.0
BOVESPA,42,GJR-GARCH,11,0.14950308050928363,2.9973986417125134,3.024396837253019,0.5,1.0,0.8594377510040161,0.0,0.9295774647887324,0.0,0.9647532729103726,0.0,0.9823366136765077,0.0
BOVESPA,42,GJR-GARCH,12,0.20537724756441356,3.094340264352203,3.024396837253019,0.5,1.0,0.6606425702811245,0.0,0.829979879275654,0.0,0.9149043303121853,0.0,0.9573555387332828,0.0
BOVESPA,42,GJR-GARCH,13,0.2606146697536029,3.1245496236259322,3.024396837253019,0.5,1.0,0.5582329317269076,0.0,0.778672032193159,0.0,0.8892245720040282,0.0,0.9033560434014636,0.0
BOVESPA,42,GJR-GARCH,14,0.23106239983865717,3.00865564244327,3.024396837253019,0.5,1.0,0.6104417670682731,0.0,0.8048289738430584,0.0,0.9023162134944612,0.0,0.9510471864748927,0.0
BOVESPA,42,GJR-GARCH,15,0.11184729935549642,2.8415947453326744,3.024396837253019,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
BOVESPA,42,GJR-GARCH,16,0.3190519463335717,3.123691094558911,3.024396837253019,0.5,1.0,0.4799196787148594,0.0,0.5754527162977867,0.0,0.2880161127895267,0.0,0.19227857683573052,0.0
BOVESPA,42,GJR-GARCH,17,0.1459248596311422,2.890510474162584,3.024396837253019,0.5,1.0,0.8734939759036144,0.0,0.9366197183098591,0.0,0.9682779456193353,0.0,0.9841029523088569,0.0
BOVESPA,42,GJR-GARCH,18,0.2794720646262365,3.1835244689550035,3.024396837253019,0.5,1.0,0.5301204819277109,0.0,0.7645875251509054,0.0,0.5161127895266868,0.0,0.5475649760282614,0.0
BOVESPA,42,GJR-GARCH,19,0.18296314849464834,2.777732065647586,3.024396837253019,0.5,1.0,0.7309236947791165,0.0,0.8651911468812877,0.0,0.932527693856999,0.0,0.966187231895029,0.0
BOVESPA,42,CNN-WGAN-GP,0,0.15638524326471948,2.9694851782013743,3.024396837253019,0.5,1.0,0.8273092369477911,0.0,0.9134808853118712,0.0,0.9566968781470292,0.0,0.978299268231138,0.0
BOVESPA,42,CNN-WGAN-GP,1,0.16370786039048113,2.9941566313120425,3.024396837253019,0.5,1.0,0.7971887550200804,0.0,0.8983903420523138,0.0,0.9491440080563948,0.0,0.9745142568761039,0.0
BOVESPA,42,CNN-WGAN-GP,2,0.16239061582385017,3.073396807944807,3.024396837253019,0.5,1.0,0.8032128514056225,0.0,0.9014084507042254,0.0,0.9506545820745217,0.0,0.9752712591471108,0.0
BOVESPA,42,CNN-WGAN-GP,3,0.14045531070849449,2.816590364966478,3.024396837253019,0.5,1.0,0.893574297188755,0.0,0.9466800804828974,0.0,0.973313192346425,0.0,0.986626293212213,0.0
BOVESPA,42,CNN-WGAN-GP,4,0.14925423102258994,2.892301592568242,3.024396837253019,0.5,1.0,0.8614457831325302,0.0,0.9305835010060363,0.0,0.9652567975830816,0.0,0.9825889477668432,0.0
BOVESPA,42,CNN-WGAN-GP,5,0.1672402877166943,3.0181215755497135,3.024396837253019,0.5,1.0,0.785140562248996,0.0,0.892354124748491,0.0,0.946122860020141,0.0,0.9730002523340904,0.0
BOVESPA,42,CNN-WGAN-GP,6,0.14891985102573524,2.9721770004224215,3.024396837253019,0.5,1.0,0.8614457831325302,0.0,0.9305835010060363,0.0,0.9652567975830816,0.0,0.9825889477668432,0.0
BOVESPA,42,CNN-WGAN-GP,7,0.11235062686005737,2.9903147056019908,3.024396837253019,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
BOVESPA,42,CNN-WGAN-GP,8,0.20756877449193767,3.1268117522157506,3.024396837253019,0.5,1.0,0.6566265060240963,0.0,0.8279678068410463,0.0,0.9138972809667674,0.0,0.9568508705526116,0.0
BOVESPA,42,CNN-WGAN-GP,9,0.1345422995409742,3.006735727713387,3.024396837253019,0.5,1.0,0.9196787148594378,0.0,0.959758551307847,0.0,0.9798590130916415,0.0,0.9899066363865758,0.0
BOVESPA,42,CNN-WGAN-GP,10,0.14346090255678434,2.9484503986581507,3.024396837253019,0.5,1.0,0.8815261044176707,0.0,0.9406438631790744,0.0,0.9702920443101712,0.0,0.9851122886701994,0.0
BOVESPA,42,CNN-WGAN-GP,11,0.1400019702009574,2.8836589756480864,3.024396837253019,0.5,1.0,0.8955823293172691,0.0,0.9476861167002012,0.0,0.973816717019134,0.0,0.9868786273025486,0.0
BOVESPA,42,CNN-WGAN-GP,12,0.13540795923604643,2.8884924589909717,3.024396837253019,0.5,1.0,0.9136546184738956,0.0,0.9567404426559356,0.0,0.9783484390735147,0.0,0.989149634115569,0.0
BOVESPA,42,CNN-WGAN-GP,13,0.10989095707990626,2.8824918773349117,3.024396837253019,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
BOVESPA,42,CNN-WGAN-GP,14,0.18678126234512904,2.911118797221162,3.024396837253019,0.5,1.0,0.7188755020080321,0.0,0.8591549295774648,0.0,0.9295065458207452,0.0,0.9646732273530154,0.0
BOVESPA,42,CNN-WGAN-GP,15,0.21882441613007741,3.07275936439097,3.024396837253019,0.5,1.0,0.6345381526104418,0.0,0.8169014084507042,0.0,0.9083585095669687,0.0,0.9540751955589201,0.0
BOVESPA,42,CNN-WGAN-GP,16,0.2084292932041405,2.9245663808319438,3.024396837253019,0.5,1.0,0.6546184738955824,0.0,0.8269617706237424,0.0,0.9133937562940584,0.0,0.9565985364622761,0.0
BOVESPA,42,CNN-WGAN-GP,17,0.2085453647890423,3.0983493487018503,3.024396837253019,0.5,1.0,0.6546184738955824,0.0,0.8269617706237424,0.0,0.9133937562940584,0.0,0.9565985364622761,0.0
BOVESPA,42,CNN-WGAN-GP,18,0.16135500975367645,3.0958436449785545,3.024396837253019,0.5,1.0,0.8072289156626506,0.0,0.903420523138833,0.0,0.9516616314199395,0.0,0.975775927327782,0.0
BOVESPA,42,CNN-WGAN-GP,19,0.27603454542000416,3.110251041841092,3.024396837253019,0.5,1.0,0.536144578313253,0.0,0.7676056338028169,0.0,0.6178247734138973,0.0,0.6240222053999496,0.0
BOVESPA,42,CONTROL: shuffled real,0,0.1264075316224671,2.8985358571663475,3.024396837253019,0.5,1.0,0.9899598393574297,0.0,0.9949698189134809,0.0,0.9974823766364552,0.0,0.998738329548322,0.0
BOVESPA,42,CONTROL: shuffled real,1,0.13869760553141108,2.9026072322034064,3.024396837253019,0.5,1.0,0.8995983935742972,0.0,0.9496981891348089,0.0,0.9748237663645518,0.0,0.9873832954832198,0.0
BOVESPA,42,CONTROL: shuffled real,2,0.13369049048674908,2.78669545964038,3.024396837253019,0.5,1.0,0.9257028112449799,0.0,0.9627766599597586,0.0,0.9813695871097684,0.0,0.9906636386575827,0.0
BOVESPA,42,CONTROL: shuffled real,3,0.11436492950126276,2.7618120964449813,3.024396837253019,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
BOVESPA,42,CONTROL: shuffled real,4,0.12846363886505374,2.8980025805886442,3.024396837253019,0.5,1.0,0.963855421686747,0.0,0.9818913480885312,0.0,0.9909365558912386,0.0,0.9954579863739591,0.0
BOVESPA,42,CONTROL: shuffled real,5,0.10943420231903578,2.7789573041775912,3.024396837253019,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
BOVESPA,42,CONTROL: shuffled real,6,0.13239430101029193,2.7677772460203487,3.024396837253019,0.5,1.0,0.9317269076305221,0.0,0.96579476861167,0.0,0.9828801611278952,0.0,0.9914206409285895,0.0
BOVESPA,42,CONTROL: shuffled real,7,0.1387987396256054,2.9074312589588454,3.024396837253019,0.5,1.0,0.8995983935742972,0.0,0.9496981891348089,0.0,0.9748237663645518,0.0,0.9873832954832198,0.0
BOVESPA,42,CONTROL: shuffled real,8,0.15339450300608592,2.8673836997214805,3.024396837253019,0.5,1.0,0.8433734939759037,0.0,0.9215291750503019,0.0,0.9607250755287009,0.0,0.9803179409538229,0.0
BOVESPA,42,CONTROL: shuffled real,9,0.10893388366415246,2.7417713203170027,3.024396837253019,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
BOVESPA,42,CONTROL: shuffled real,10,0.11008762976081865,2.8575714591603747,3.024396837253019,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
BOVESPA,42,CONTROL: shuffled real,11,0.13592255586656599,2.879331052853604,3.024396837253019,0.5,1.0,0.9116465863453815,0.0,0.9557344064386318,0.0,0.9778449144008057,0.0,0.9888973000252335,0.0
BOVESPA,42,CONTROL: shuffled real,12,0.10886049672050202,2.8209253736948616,3.024396837253019,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
BOVESPA,42,CONTROL: shuffled real,13,0.13194877662821658,2.9394089877012113,3.024396837253019,0.5,1.0,0.9337349397590361,0.0,0.9668008048289738,0.0,0.9833836858006042,0.0,0.991672975018925,0.0
BOVESPA,42,CONTROL: shuffled real,14,0.11242159259955109,2.8466224240448925,3.024396837253019,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
BOVESPA,42,CONTROL: shuffled real,15,0.10393478599477213,2.7620834371100322,3.024396837253019,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
BOVESPA,42,CONTROL: shuffled real,16,0.14948218924803625,2.8627131264165233,3.024396837253019,0.5,1.0,0.8594377510040161,0.0,0.9295774647887324,0.0,0.9647532729103726,0.0,0.9823366136765077,0.0
BOVESPA,42,CONTROL: shuffled real,17,0.11585564371809198,2.8294070812682257,3.024396837253019,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
BOVESPA,42,CONTROL: shuffled real,18,0.1344077264904695,2.9249928667879943,3.024396837253019,0.5,1.0,0.9196787148594378,0.0,0.959758551307847,0.0,0.9798590130916415,0.0,0.9899066363865758,0.0
BOVESPA,42,CONTROL: shuffled real,19,0.11049082745452932,2.8240776865700914,3.024396837253019,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
BOVESPA,43,TimeGAN,0,0.3148896555367713,3.0164569340961607,3.024396837253019,0.5,1.0,0.4859437751004016,0.0,0.5835010060362174,0.0,0.29657603222557904,0.0,0.2139793086045925,0.0
BOVESPA,43,TimeGAN,1,0.35444331049739164,3.1082524286139614,3.024396837253019,0.5,1.0,0.43775100401606426,0.0,0.5231388329979879,0.0,0.2618328298086606,0.0,0.13121372697451425,0.0
BOVESPA,43,TimeGAN,2,0.34159606158870726,3.0861337695157833,3.024396837253019,0.5,1.0,0.45180722891566266,0.0,0.5412474849094567,0.0,0.27089627391742194,0.0,0.13575574060055515,0.0
BOVESPA,43,TimeGAN,3,0.39704024941940474,3.116715155496702,3.024396837253019,0.5,1.0,0.39357429718875503,0.0,0.46277665995975853,0.0,0.23162134944612287,0.0,0.116073681554378,0.0
BOVESPA,43,TimeGAN,4,0.39249118468948674,3.1664559858819854,3.024396837253019,0.5,1.0,0.39759036144578314,0.0,0.4688128772635815,0.0,0.23464249748237664,0.0,0.11758768609639163,0.0
BOVESPA,43,TimeGAN,5,0.3890293940489893,3.1015474718901466,3.024396837253019,0.5,1.0,0.40160642570281124,0.0,0.4738430583501006,0.0,0.23716012084592145,0.0,0.11884935654806965,0.0
BOVESPA,43,TimeGAN,6,0.42839017462716233,3.156696170271019,3.024396837253019,0.5,1.0,0.3654618473895582,0.0,0.42354124748490946,0.0,0.21198388721047332,0.0,0.10623265203128943,0.0
BOVESPA,43,TimeGAN,7,0.43380293850074947,3.1314835654989337,3.024396837253019,0.5,1.0,0.35943775100401604,0.0,0.41750503018108653,0.0,0.20896273917421954,0.0,0.1047186474892758,0.0
BOVESPA,43,TimeGAN,8,0.34509886955812497,3.0988076690502413,3.024396837253019,0.5,1.0,0.44779116465863456,0.0,0.5362173038229376,0.0,0.26837865055387716,0.0,0.13449407014887713,0.0
BOVESPA,43,TimeGAN,9,0.3309598359062409,3.0171077114841895,3.024396837253019,0.5,1.0,0.46586345381526106,0.0,0.5573440643863179,0.0,0.27895266868076535,0.0,0.14812011102699973,0.0
BOVESPA,43,TimeGAN,10,0.4602694647696718,3.19794550644084,3.024396837253019,0.5,1.0,0.3333333333333333,0.0,0.386317907444668,0.0,0.1933534743202417,0.0,0.09689629068887207,0.0
BOVESPA,43,TimeGAN,11,0.4093442071811828,3.135353593592707,3.024396837253019,0.5,1.0,0.3815261044176707,0.0,0.44668008048289737,0.0,0.22356495468277945,0.0,0.11203633610900833,0.0
BOVESPA,43,TimeGAN,12,0.3699714197460635,3.1258300523046096,3.024396837253019,0.5,1.0,0.41967871485943775,0.0,0.5010060362173038,0.0,0.25075528700906347,0.0,0.12566237698713095,0.0
