Date,Price,Open,High,Low,Vol.,Change %,LogReturn
01/17/2025,612.02,612.76,617.19,609.02,311.72K,0.34%,0.1286090479995668
01/18/2022,516.69,513.68,522.88,508.52,648.70K,-1.91%,-0.16932188020115216
01/18/2023,506.34,513.81,525.84,505.23,407.76K,-0.77%,-0.020234701117834757
01/18/2024,546.46,551.35,554.27,539.36,615.09K,1.54%,0.07625273149326094
01/19/2021,411.48,415.95,416.49,406.42,851.16K,-0.92%,-0.2837006956283616
01/19/2022,513.4,522.42,532.05,512.83,519.41K,-0.64%,0.2212948521742106
01/19/2023,495.79,500.3,503.12,492.56,343.94K,-2.08%,-0.0349028184625099
01/19/2024,553.93,551.4,556.28,545.04,380.01K,1.37%,0.11088587499882728
01/20/2021,418.52,412.83,423.37,408.82,491.15K,1.71%,-0.28031364646051077
01/20/2022,515.85,520.03,532.69,514.75,572.97K,0.48%,0.20909134703353838
01/20/2023,511.76,498.35,512.72,495.89,345.70K,3.22%,-0.007960260404502808
01/21/2021,414.35,419.0,421.99,414.19,412.32K,-1.00%,-0.2111447378468306
01/21/2022,500.82,513.73,515.97,499.58,648.26K,-2.91%,0.18953572779564876
01/21/2025,617.38,604.96,618.61,604.96,676.08K,0.88%,0.20923796254271976
01/22/2021,411.88,414.49,416.58,409.83,406.50K,-0.60%,-0.40475267284486993
01/22/2024,566.22,556.83,569.6,556.17,455.98K,2.22%,0.31825065047274664
01/22/2025,613.0,615.94,618.76,611.29,406.66K,-0.71%,0.07938224067491466
01/23/2023,514.98,510.77,521.34,509.16,321.13K,0.63%,-0.17423687097802784
01/23/2024,563.8,566.63,571.19,562.88,362.01K,-0.43%,0.09057151372182849
01/23/2025,615.96,615.37,615.99,609.77,574.31K,0.48%,0.08848244768020005
01/24/2022,507.07,490.2,508.34,475.0,910.54K,1.25%,-0.19453296523826455
01/24/2023,519.84,512.31,523.01,510.77,319.08K,0.94%,0.024872010798842555
01/24/2024,558.46,567.79,567.79,558.09,291.49K,-0.95%,0.07166192361178368
01/24/2025,620.72,613.38,622.97,612.2,369.26K,0.77%,0.10569709905311998
01/25/2021,403.49,411.9,414.98,400.16,670.99K,-2.04%,-0.4307283903302573
01/25/2022,492.92,495.27,503.17,489.64,703.50K,-2.79%,0.20019518481448592
01/25/2023,508.64,508.42,514.07,497.27,372.70K,-2.15%,0.03139360809257009
01/25/2024,554.77,558.68,559.59,549.35,508.88K,-0.66%,0.08681311627614295
01/26/2021,404.61,406.4,407.76,398.01,985.11K,0.28%,-0.3156299732417595
01/26/2022,492.13,503.5,512.38,485.63,854.00K,-0.16%,0.19581926903573307
01/26/2023,515.21,512.0,519.1,506.74,622.18K,1.29%,0.04583167530705273
01/26/2024,549.29,557.09,559.33,544.36,561.56K,-0.99%,0.06405195065503345
01/27/2021,393.34,400.16,403.67,390.7,690.65K,-2.79%,-0.3339521573941873
01/27/2022,491.79,491.28,516.9,488.67,1.08M,-0.07%,0.2233774183059668
01/27/2023,519.92,511.2,524.42,506.3,481.18K,0.91%,0.05562315747961868
01/27/2025,623.73,615.97,625.44,613.07,400.45K,0.48%,0.18204262883731342
01/28/2021,395.23,383.53,400.87,380.0,1.14M,0.48%,-0.45624970849960883
01/28/2022,508.13,483.49,509.54,477.45,550.75K,3.32%,0.25126944642826465
01/28/2025,628.34,622.54,634.99,619.33,514.80K,0.74%,0.21234410088522798
01/29/2021,395.3,392.78,397.9,380.24,901.33K,0.02%,-0.4634364509346507
01/29/2024,550.95,542.38,551.48,542.38,683.67K,0.30%,0.33199909063114624
01/29/2025,593.05,595.95,618.19,572.27,1.06M,-5.62%,0.07363465154149867
01/30/2023,506.56,512.94,516.82,504.46,628.35K,-2.57%,-0.15763593578263738
01/30/2024,602.24,580.14,617.39,580.14,1.31M,9.31%,0.17301326026431277
01/30/2025,590.73,593.5,603.75,585.06,503.13K,-0.39%,-0.019296976731771675
01/31/2022,536.12,511.11,537.2,511.09,813.98K,5.51%,-0.09700104361489256
01/31/2023,531.56,514.65,531.96,499.04,754.03K,4.94%,-0.008541937146988985
01/31/2024,598.62,600.0,612.53,596.63,817.81K,-0.60%,0.11881092669016383
01/31/2025,596.77,590.85,597.09,586.04,735.90K,1.02%,-0.0030952266239175274
02/01/2021,416.25,405.68,417.93,400.41,716.18K,5.30%,-0.3602457382348996
02/01/2022,545.4,538.5,546.23,527.1,887.82K,1.73%,0.2702334291168345
02/01/2023,554.52,542.58,560.38,529.26,913.68K,4.32%,0.016583404258687214
02/01/2024,604.3,598.94,604.3,584.41,785.89K,0.95%,0.08596788869733753
02/02/2021,425.13,420.03,432.31,418.5,745.20K,2.13%,-0.35167575886262403
02/02/2022,549.83,561.23,561.23,539.42,627.98K,0.81%,0.2572141350340965
02/02/2023,568.44,563.85,572.5,558.89,903.45K,2.51%,0.03328662718467558
02/02/2024,593.06,603.36,604.58,590.67,576.88K,-1.86%,0.04239980759411779
02/03/2021,416.87,423.38,426.76,415.57,624.12K,-1.94%,-0.3525211517228175
02/03/2022,540.31,540.0,546.2,534.16,660.46K,-1.73%,0.2593686263199487
02/03/2023,567.43,558.19,569.45,556.05,494.20K,-0.18%,0.04897434481503431
02/03/2025,582.43,587.19,592.95,581.38,604.48K,-2.40%,0.02609161281489757
02/04/2021,430.19,418.12,432.8,418.12,457.27K,3.20%,-0.3029820349837058
02/04/2022,554.71,537.47,563.23,532.54,680.94K,2.67%,0.2542184831003094
02/04/2025,584.47,580.2,589.47,578.8,855.71K,0.35%,0.05225999901386825
02/05/2021,429.81,430.15,433.32,427.74,440.12K,-0.09%,-0.30736220310192314
02/05/2024,583.39,590.85,592.39,582.43,715.41K,-1.63%,0.30551266581514047
02/05/2025,582.12,586.17,588.18,575.21,825.68K,-0.40%,-0.002179304343405563
02/06/2023,553.4,559.2,565.0,551.61,610.09K,-2.47%,-0.05059554469229996
02/06/2024,582.0,586.93,586.93,579.34,469.08K,-0.24%,0.05038938037861224
02/06/2025,587.48,587.08,587.75,579.48,570.22K,0.92%,0.009371755154223772
02/07/2022,550.45,551.75,561.0,545.73,614.37K,-0.77%,-0.06510607736924949
02/07/2023,560.4,551.94,562.83,545.96,280.00K,1.26%,0.017914688946439675
02/07/2024,590.63,585.08,591.49,578.35,475.35K,1.48%,0.0525389493577879
02/07/2025,579.39,587.42,588.06,577.52,549.45K,-1.38%,-0.019213937868022075
02/08/2021,422.73,431.49,434.74,419.95,336.24K,-1.65%,-0.3152421485774945
02/08/2022,546.14,528.94,547.01,524.95,669.93K,-0.78%,0.25614167575870056
02/08/2023,556.9,555.04,560.31,553.73,213.07K,-0.62%,0.01951033746179917
02/08/2024,585.5,586.43,588.48,581.25,515.32K,-0.87%,0.050080492442149085
02/09/2021,417.97,423.35,429.26,414.58,416.50K,-1.13%,-0.3370565234235576
02/09/2022,561.47,537.95,564.27,536.0,490.67K,2.81%,0.29514868481993217
02/09/2023,555.59,561.07,566.27,553.55,727.22K,-0.24%,-0.010527732276048977
02/09/2024,592.42,585.39,594.24,584.5,336.22K,1.18%,0.06418523063797339
02/10/2021,419.66,422.1,422.1,409.84,473.00K,0.40%,-0.34477098316952187
02/10/2022,545.11,549.58,558.5,540.88,550.09K,-2.91%,0.261542749533165
02/10/2023,549.33,548.82,550.54,540.83,413.92K,-1.13%,0.007711744662018344
02/10/2025,583.48,582.05,583.83,575.59,547.42K,0.71%,0.060310821396280315
02/11/2021,426.86,422.02,427.72,416.55,421.75K,1.72%,-0.31255408460259043
02/11/2022,534.26,545.96,550.23,530.0,470.68K,-1.99%,0.22442652123739038
02/11/2025,577.31,574.49,582.22,569.15,728.88K,-1.06%,0.07749677208033352
02/12/2021,434.77,424.04,435.2,424.04,296.76K,1.85%,-0.2835622283066212
02/12/2024,590.19,592.93,596.8,589.42,485.12K,-0.38%,0.30562736332975926
02/12/2025,572.53,572.24,573.43,567.05,634.53K,-0.83%,-0.030379383154088103
02/13/2023,562.1,552.97,562.87,547.74,403.38K,2.32%,-0.018385365794166674
02/13/2024,575.61,580.0,582.28,570.8,403.41K,-2.47%,0.02375057803008813
02/13/2025,572.3,575.13,576.27,568.3,784.52K,-0.04%,-0.005767018623060961
02/14/2022,532.97,533.11,536.41,521.92,466.30K,-0.24%,-0.07119819201151842
02/14/2023,561.82,561.43,570.43,557.06,260.21K,-0.05%,0.05271637649054587
02/14/2024,572.8,580.66,580.66,568.6,443.40K,-0.49%,0.019355101752351698
02/14/2025,572.63,573.86,578.86,571.44,453.88K,0.06%,-0.0002968317596853211
02/15/2022,546.38,545.14,550.94,539.26,382.01K,2.52%,-0.04692507952116784
02/15/2023,567.06,555.86,567.07,553.63,349.51K,0.93%,0.03715041386943707
02/15/2024,575.72,573.64,578.01,571.32,386.36K,0.51%,0.015156313159450345
02/16/2021,440.92,439.19,445.6,436.46,607.15K,1.41%,-0.2667579782993553
02/16/2022,543.6,543.5,547.14,534.33,264.60K,-0.51%,0.20935022918187396
02/16/2023,552.99,553.44,560.77,551.76,265.72K,-2.48%,0.017126235899203274
02/16/2024,568.75,573.25,578.38,568.07,327.83K,-1.21%,0.028101052088968244
02/17/2021,439.32,436.48,442.71,435.09,397.84K,-0.36%,-0.258212893345015
02/17/2022,531.48,536.18,538.84,528.43,435.35K,-2.23%,0.190437490802962
02/17/2023,544.83,547.69,550.11,538.49,438.77K,-1.48%,0.024808251675409867
02/18/2021,437.55,436.47,444.41,436.39,392.25K,-0.40%,-0.21928283441667676
02/18/2022,527.0,533.27,538.39,523.54,312.87K,-0.84%,0.18600956355952225
02/18/2025,572.69,572.66,575.69,561.71,748.23K,0.01%,0.08314400955705824
02/19/2021,432.97,439.43,442.86,431.98,516.00K,-1.05%,-0.27967611656084734
02/19/2025,574.73,571.09,576.33,567.4,608.99K,0.36%,0.28323192376211553
02/20/2024,556.56,559.38,560.26,551.18,903.97K,-2.14%,-0.032125383684302795
02/20/2025,574.35,574.1,575.5,568.02,736.99K,-0.07%,0.03146398497602747
02/21/2023,524.82,535.7,537.91,523.09,572.55K,-3.67%,-0.09018361993159466
02/21/2024,555.65,554.5,559.73,549.57,501.60K,-0.16%,0.057083252971836834
02/21/2025,578.34,573.19,579.52,571.34,565.17K,0.69%,0.04002333139227642
02/22/2021,413.6,427.6,429.73,412.1,466.39K,-4.47%,-0.33526260782971234
02/22/2022,521.31,521.47,533.13,516.0,595.71K,-1.08%,0.2314455512080531
02/22/2023,524.05,527.49,527.79,520.12,386.03K,-0.15%,0.005242225213913582
02/22/2024,565.47,563.79,569.51,560.12,482.21K,1.77%,0.07607014413488879
02/23/2021,415.15,411.87,416.52,404.67,366.12K,0.37%,-0.3090173430430356
02/23/2022,509.4,526.09,530.88,507.72,670.73K,-2.28%,0.20459366183731695
02/23/2023,527.78,529.06,530.47,519.67,195.35K,0.71%,0.035445967664562476
02/23/2024,568.97,568.49,571.18,566.07,410.41K,0.62%,0.07514817844912039
02/24/2021,417.23,411.87,417.55,405.45,480.65K,0.50%,-0.31019008015986116
02/24/2022,508.47,491.95,509.98,490.19,1.49M,-0.18%,0.19776858819889465
02/24/2023,518.16,520.14,522.12,512.02,298.27K,-1.82%,0.0188778581765888
02/24/2025,573.55,578.31,582.94,568.88,627.03K,-0.83%,0.10156104185261515
02/25/2021,406.3,417.8,420.49,400.5,906.38K,-2.62%,-0.3447533137335956
02/25/2022,513.21,510.96,517.46,500.83,911.61K,0.93%,0.23359331513862924
02/25/2025,584.54,580.53,586.54,578.64,723.40K,1.92%,0.13014009499772775
02/26/2021,414.52,410.83,420.58,409.44,662.18K,2.02%,-0.34370398881402126
02/26/2024,567.93,569.25,574.14,567.62,398.44K,-0.18%,0.31487694737391164
02/26/2025,579.44,583.41,587.0,577.88,397.16K,-0.87%,0.02006394819714253
02/27/2023,525.79,526.0,530.69,523.71,364.75K,1.47%,-0.097160226410412
02/27/2024,557.84,567.78,567.78,557.62,413.51K,-1.78%,0.05917028943609673
02/27/2025,581.27,579.6,589.0,579.6,456.15K,0.32%,0.04114318199899888
02/28/2022,501.69,504.87,509.2,496.64,871.02K,-2.24%,-0.14723296585061305
02/28/2023,522.15,525.9,531.9,521.14,335.76K,-0.69%,0.03997250386441646
02/28/2024,567.91,554.86,568.2,554.31,429.69K,1.81%,0.08400805253672934
02/28/2025,590.51,585.29,590.51,580.65,570.66K,1.59%,0.03902361483275414
02/29/2024,560.97,569.79,570.34,560.84,432.24K,-1.22%,-0.05131914213806224
03/01/2021,420.03,418.09,422.38,413.02,342.90K,1.33%,-0.28934129085903515
03/01/2022,500.38,502.27,514.0,497.18,831.37K,-0.26%,0.17504167247049007
03/01/2023,515.45,519.22,522.49,514.37,375.49K,-1.28%,0.029672495773960205
03/01/2024,565.48,558.52,567.44,554.77,260.59K,0.80%,0.09263462245643801
03/02/2021,418.81,420.0,429.56,410.38,726.25K,-0.29%,-0.3002575715415781
03/02/2022,511.09,506.62,514.79,503.98,654.71K,2.14%,0.19912834348283903
03/02/2023,517.29,510.65,517.29,508.47,387.07K,0.36%,0.012057945740057065
03/03/2021,409.72,416.41,422.59,409.43,811.23K,-2.17%,-0.2331296461118159
03/03/2022,507.11,516.25,519.02,504.99,357.46K,-0.78%,0.21325394301453943
03/03/2023,536.67,521.61,537.28,520.53,382.68K,3.75%,0.056655437888360485
03/03/2025,588.76,590.51,598.71,585.95,507.51K,-0.30%,0.092635249853152
03/04/2021,409.0,407.4,414.87,402.15,790.08K,-0.18%,-0.36430347428158416
03/04/2022,497.78,505.2,505.2,491.19,582.71K,-1.84%,0.19644305630575906
03/04/2024,558.37,565.28,565.84,557.8,365.25K,-1.26%,0.11486361272799943
03/04/2025,567.62,586.59,586.59,560.66,674.84K,-3.59%,0.016430355670298952
03/05/2021,414.72,411.86,416.54,400.01,633.85K,1.40%,-0.3138485870230039
03/05/2024,550.35,556.0,557.15,548.52,257.53K,-1.44%,0.2829508457455456
03/05/2025,572.99,567.85,574.56,561.59,614.79K,0.95%,0.04031382508606999
03/06/2023,542.91,537.95,545.49,537.86,568.01K,1.16%,-0.05392470421525136
03/06/2024,549.53,551.0,554.22,547.2,487.89K,-0.15%,0.012119807099641437
03/06/2025,566.28,566.07,573.59,561.72,649.02K,-1.17%,0.030025288086435713
03/07/2022,467.4,497.2,497.56,466.91,713.29K,-6.10%,-0.1919032334215389
03/07/2023,533.98,542.92,547.91,531.48,406.56K,-1.64%,0.13317296297052877
03/07/2024,550.17,559.2,559.2,550.0,382.48K,0.12%,0.02986893630156708
03/07/2025,561.89,565.32,566.92,553.35,710.38K,-0.78%,0.021078779821945327
03/08/2021,402.63,413.99,414.3,402.2,614.05K,-2.92%,-0.3332880751209745
03/08/2022,466.0,468.01,473.64,450.85,796.35K,-0.30%,0.14616760804782167
03/08/2023,535.85,532.12,537.82,527.48,254.70K,0.35%,0.13966863703336022
03/08/2024,551.5,550.0,555.18,549.15,279.91K,0.24%,0.028787567534551153
03/09/2021,414.52,407.01,416.8,405.06,507.52K,2.95%,-0.28552061437754056
03/09/2022,488.13,479.81,495.25,475.15,595.47K,4.75%,0.1634605395033206
03/09/2023,535.04,537.08,545.24,532.38,499.24K,-0.15%,0.09175974663694479
03/10/2021,409.82,418.73,421.61,409.51,300.74K,-1.13%,-0.26662347154759564
03/10/2022,465.26,477.19,481.16,458.45,769.45K,-4.69%,0.12687835020321148
03/10/2023,522.27,535.0,536.85,519.11,595.36K,-2.39%,0.1155883064268385
03/10/2025,545.34,555.0,556.5,539.51,819.73K,-2.95%,0.04322475781999781
03/11/2021,410.06,411.34,413.68,404.0,472.21K,0.06%,-0.28510596290383333
03/11/2022,456.63,469.12,473.35,454.48,662.60K,-1.85%,0.1075699445047844
03/11/2024,564.3,550.52,564.79,548.39,413.20K,2.32%,0.21171259001540918
03/11/2025,541.72,543.2,549.23,535.91,846.60K,-0.66%,-0.04083676218792363
03/12/2021,416.53,409.54,416.62,404.0,565.21K,1.58%,-0.262790774962699
03/12/2024,565.8,567.6,578.65,561.39,366.36K,0.27%,0.30628217104299504
03/12/2025,545.07,545.21,549.17,538.5,662.89K,0.62%,-0.03732643208500776
03/13/2023,528.28,517.8,534.14,513.84,786.33K,1.15%,-0.03128778060685537
03/13/2024,557.52,566.98,566.98,556.73,340.97K,-1.46%,0.05387193095465981
03/13/2025,541.46,544.02,547.32,537.13,650.78K,-0.66%,-0.029229182300391454
03/14/2022,457.33,460.0,461.92,452.56,566.88K,0.15%,-0.16886396386845096
03/14/2023,548.25,540.65,558.28,540.38,638.97K,3.78%,0.1813261563365766
03/14/2024,553.07,559.0,559.22,546.85,295.68K,-0.80%,0.008753188491957753
03/14/2025,554.71,547.12,556.69,544.42,405.77K,2.45%,0.0029608788714901263
03/15/2021,419.55,414.37,420.23,408.81,325.85K,0.73%,-0.2792627463453669
03/15/2022,470.94,464.81,474.28,460.0,471.91K,2.98%,0.11554798905069893
03/15/2023,536.77,534.95,538.34,520.55,506.40K,-2.09%,0.1308389999927583
03/15/2024,544.74,549.56,552.12,544.08,520.65K,-1.51%,0.014738919252185363
03/16/2021,416.58,421.04,426.6,413.05,382.99K,-0.71%,-0.26823009661848385
03/16/2022,492.96,479.68,493.6,476.63,548.17K,4.68%,0.1683495148551207
03/16/2023,546.57,533.97,560.25,533.97,456.68K,1.83%,0.10323435239734575
03/17/2021,413.17,414.88,416.41,407.17,351.38K,-0.82%,-0.2798032567018503
03/17/2022,498.44,487.01,498.45,485.81,412.86K,1.11%,0.18762409053081383
03/17/2023,537.09,547.08,548.57,532.51,999.63K,-1.73%,0.0746824571566245
03/17/2025,565.97,552.7,569.09,552.1,343.07K,2.03%,0.05237539503358576
03/18/2021,405.62,409.54,411.05,403.6,366.09K,-1.83%,-0.33312431253889097
03/18/2022,520.34,500.48,522.74,498.82,858.12K,4.39%,0.24906568333906726
03/18/2024,550.39,547.25,555.19,545.54,358.42K,1.04%,0.05614467378437813
03/18/2025,568.7,566.47,571.51,564.84,555.18K,0.48%,0.03272593646332244
03/19/2021,410.36,406.84,415.15,406.73,713.07K,1.17%,-0.3263182310932421
03/19/2024,564.33,551.0,564.8,548.82,341.44K,2.53%,0.31860436355352706
03/19/2025,570.41,567.85,573.68,562.08,522.05K,0.30%,0.010716213730173443
03/20/2023,544.33,540.49,545.1,534.02,353.29K,1.35%,-0.046799719918320826
03/20/2024,559.14,565.05,565.43,555.82,529.32K,-0.92%,0.02684420844072765
03/20/2025,565.99,565.33,571.94,562.52,580.55K,-0.77%,0.012176521176962767
03/21/2022,507.0,513.89,519.99,502.03,414.59K,-2.56%,-0.11006540661139858
03/21/2023,554.33,550.29,556.36,549.43,470.76K,1.84%,0.08924917368645137
03/21/2024,563.78,560.42,568.46,560.02,493.41K,0.83%,0.016903927200986792
03/21/2025,562.56,561.97,563.72,554.75,822.85K,-0.61%,-0.0021663094218640202
03/22/2021,419.36,409.3,419.71,409.3,476.03K,2.19%,-0.29376805548166113
03/22/2022,509.76,512.29,514.92,503.82,480.36K,0.54%,0.19521028714658736
03/22/2023,547.18,552.68,563.81,546.65,414.35K,-1.29%,0.0708377892110978
03/22/2024,553.11,563.0,563.0,550.79,364.32K,-1.89%,0.010779080817627578
03/23/2021,420.76,417.37,424.14,413.54,363.95K,0.33%,-0.27349429687933574
03/23/2022,491.25,504.0,505.38,490.76,573.79K,-3.63%,0.15489056331239764
03/23/2023,546.96,546.31,555.71,541.61,457.53K,-0.04%,0.1074225104220675
03/24/2021,424.03,420.96,425.72,417.59,383.58K,0.78%,-0.2545714661595967
03/24/2022,495.73,493.7,499.0,490.7,477.22K,0.91%,0.15622721622539054
03/24/2023,543.1,541.75,544.99,536.27,323.34K,-0.71%,0.09126204136946701
03/24/2025,566.79,569.86,574.04,565.2,476.97K,0.75%,0.04269539971253648
03/25/2021,412.05,422.98,423.89,408.59,387.30K,-2.83%,-0.3188441635439436
03/25/2022,490.31,498.77,498.98,486.56,360.34K,-1.09%,0.17389314291592262
03/25/2024,551.34,550.75,552.21,547.53,297.44K,-0.32%,0.11731383461553338
03/25/2025,574.61,569.06,576.54,564.2,409.81K,1.38%,0.04133987106397149
03/26/2021,424.87,412.5,425.36,411.93,404.69K,3.11%,-0.30190831002489343
03/26/2024,551.68,551.93,556.0,551.06,377.73K,0.06%,0.2611849282553468
03/26/2025,569.47,574.73,578.93,565.55,455.20K,-0.89%,0.031737935676907046
03/27/2023,540.35,548.4,548.4,538.9,413.22K,-0.51%,-0.05248902596300594
03/27/2024,557.0,556.62,558.23,550.42,312.99K,0.96%,0.03034816217810943
03/27/2025,565.77,570.24,571.0,563.88,453.91K,-0.65%,0.015622395265099363
03/28/2022,507.81,493.4,507.82,492.23,951.90K,3.57%,-0.10808027332326793
03/28/2023,542.9,540.27,543.15,534.72,222.21K,0.47%,0.06681777904228983
03/28/2024,560.45,558.46,563.23,557.52,338.98K,0.62%,0.03181489155569908
03/28/2025,558.47,566.06,569.57,555.07,390.03K,-1.29%,-0.003539130709430845
03/29/2021,426.37,423.35,428.58,418.29,320.03K,0.35%,-0.26989338785396694
03/29/2022,516.77,517.27,526.29,510.8,719.16K,1.76%,0.1922903873441422
03/29/2023,550.93,549.55,552.05,543.46,276.39K,1.48%,0.06400985809229322
03/30/2021,417.51,422.21,423.24,414.23,293.56K,-2.08%,-0.2772992632402703
03/30/2022,510.28,510.94,514.06,506.33,556.95K,-1.26%,0.2006510985702175
03/30/2023,548.72,556.54,556.54,545.41,328.14K,-0.40%,0.07262869852097682
03/31/2021,419.28,418.87,425.35,416.64,395.33K,0.42%,-0.2690493386971553
03/31/2022,502.88,513.35,517.7,502.88,914.57K,-1.45%,0.18181261855534675
03/31/2023,559.69,553.5,559.79,550.13,347.07K,2.00%,0.1070314859741336
03/31/2025,565.5,554.09,567.28,550.05,569.44K,1.26%,0.01032723653278401
04/01/2021,428.55,423.62,439.46,421.74,410.93K,2.21%,-0.27730287821128335
04/01/2022,516.0,505.0,516.27,500.67,726.00K,2.61%,0.18569934813667086
04/01/2024,554.83,562.36,563.62,552.24,280.78K,-1.00%,0.07255499503720717
04/01/2025,567.3,564.18,570.4,560.71,550.13K,0.32%,0.02222650381375148
04/02/2024,542.29,551.69,554.73,537.83,356.45K,-2.26%,-0.04508735063339703
04/02/2025,575.96,561.97,576.72,561.29,481.96K,1.53%,0.06023730014094535
04/03/2023,557.37,553.55,558.53,550.01,330.11K,-0.41%,-0.03280892155388088
04/03/2024,540.0,541.94,544.56,539.51,313.85K,-0.42%,-0.03166015272786891
04/03/2025,544.18,561.58,564.21,543.67,631.68K,-5.52%,0.007710934921070205
04/04/2022,519.51,518.2,527.74,515.69,609.45K,0.68%,-0.04639401484722121
04/04/2023,550.38,560.22,563.06,549.48,456.96K,-1.25%,0.05772288911745004
04/04/2024,533.58,543.37,547.95,531.91,465.27K,-1.19%,-0.030999936110015402
04/04/2025,507.44,533.09,533.26,507.14,1.19M,-6.75%,-0.05023053531396209
04/05/2021,440.61,431.39,443.1,428.97,516.44K,2.81%,-0.1412183468917609
04/05/2022,513.23,516.78,517.21,510.5,549.71K,-1.21%,0.15256395734108275
04/05/2023,538.37,546.46,550.99,536.27,318.65K,-2.18%,0.047821968349312294
04/05/2024,542.39,536.24,543.56,535.35,421.81K,1.65%,0.007439243753783127
04/06/2021,440.1,441.07,442.49,435.37,232.36K,-0.12%,-0.20898332606101314
04/06/2022,506.65,506.99,509.69,500.54,617.63K,-1.28%,0.1408184560772808
