"Date","Price","Open","High","Low","Vol.","Change %"
"08/14/2025","565.72","564.21","566.60","560.30","362.93K","-0.30%"
"08/13/2025","567.43","554.00","567.89","552.49","542.96K","3.14%"
"08/12/2025","550.16","550.01","554.08","547.52","589.47K","0.14%"
"08/11/2025","549.39","547.16","555.71","547.16","588.01K","0.50%"
"08/08/2025","546.68","546.81","550.00","545.00","608.73K","0.22%"
"08/07/2025","545.49","553.09","555.00","541.50","499.70K","-0.51%"
"08/06/2025","548.30","559.23","562.66","542.26","1.06M","-1.69%"
"08/05/2025","557.73","572.15","575.96","557.62","1.09M","-2.50%"
"08/04/2025","572.04","560.51","573.29","560.51","863.39K","2.63%"
"08/01/2025","557.40","559.14","563.61","552.39","1.05M","-0.71%"
"07/31/2025","561.36","556.48","569.99","556.48","1.10M","0.40%"
"07/30/2025","559.15","555.07","563.78","554.63","994.53K","0.35%"
"07/29/2025","557.21","557.61","561.00","552.88","1.16M","0.80%"
"07/28/2025","552.79","542.46","556.91","541.12","1.67M","1.19%"
"07/25/2025","546.29","546.49","551.42","544.50","998.98K","0.55%"
"07/24/2025","543.31","532.31","547.87","531.79","1.25M","2.35%"
"07/23/2025","530.86","534.77","538.99","525.00","1.93M","0.83%"
"07/22/2025","526.48","565.01","571.53","525.34","2.46M","-8.91%"
"07/21/2025","577.97","582.58","582.95","574.57","1.07M","0.01%"
"07/18/2025","577.94","580.63","584.56","576.77","584.88K","-0.39%"
"07/17/2025","580.18","575.00","581.82","569.41","647.02K","1.41%"
"07/16/2025","572.13","564.80","573.39","558.64","841.26K","1.60%"
"07/15/2025","563.13","571.51","576.06","563.11","403.32K","-1.32%"
"07/14/2025","570.66","565.61","576.55","562.93","519.96K","0.90%"
"07/11/2025","565.56","576.56","578.79","563.31","635.35K","-2.60%"
"07/10/2025","580.66","580.92","586.88","579.83","332.33K","-0.20%"
"07/09/2025","581.81","582.85","586.35","579.45","349.94K","0.14%"
"07/08/2025","580.97","591.36","593.27","577.10","541.08K","-1.20%"
"07/07/2025","588.00","587.79","590.48","583.18","373.75K","0.04%"
"07/03/2025","587.74","586.50","589.55","580.00","268.23K","0.84%"
"07/02/2025","582.85","577.36","586.34","577.36","466.75K","0.26%"
"07/01/2025","581.34","574.40","583.63","570.00","456.83K","0.80%"
"06/30/2025","576.74","575.82","579.07","569.43","584.62K","0.06%"
"06/27/2025","576.41","569.57","577.49","568.14","879.94K","1.90%"
"06/26/2025","565.69","570.75","571.57","564.33","584.46K","-0.75%"
"06/25/2025","569.99","574.14","574.47","560.35","562.22K","-0.99%"
"06/24/2025","575.69","561.35","577.58","560.36","672.29K","3.71%"
"06/23/2025","555.12","543.66","555.56","539.65","867.34K","1.90%"
"06/20/2025","544.78","546.00","547.52","541.47","666.14K","0.19%"
"06/18/2025","543.72","547.28","550.68","540.86","551.60K","-0.88%"
"06/17/2025","548.55","543.50","549.30","543.50","414.82K","0.22%"
"06/16/2025","547.37","546.27","551.77","545.82","375.49K","0.85%"
"06/13/2025","542.73","549.64","550.99","540.34","465.52K","-2.24%"
"06/12/2025","555.19","552.25","555.25","547.85","410.98K","0.14%"
"06/11/2025","554.42","557.62","560.59","553.03","566.70K","-0.61%"
"06/10/2025","557.84","558.96","563.26","556.09","500.38K","-0.03%"
"06/09/2025","558.00","567.78","569.22","557.30","526.49K","-1.87%"
"06/06/2025","568.64","566.40","569.75","564.56","251.40K","0.81%"
"06/05/2025","564.07","568.93","568.93","561.15","348.32K","-0.50%"
"06/04/2025","566.91","568.19","569.72","565.35","264.64K","0.09%"
"06/03/2025","566.41","562.60","567.37","554.38","338.55K","0.39%"
"06/02/2025","564.20","557.65","564.36","544.55","299.09K","0.03%"
"05/30/2025","564.02","566.00","566.00","556.89","631.88K","-0.35%"
"05/29/2025","566.00","565.00","567.23","560.74","531.85K","0.59%"
"05/28/2025","562.68","566.10","569.54","562.49","359.49K","-0.69%"
"05/27/2025","566.59","563.76","568.05","560.20","433.48K","1.42%"
"05/23/2025","558.67","558.12","562.20","556.66","226.49K","-0.92%"
"05/22/2025","563.88","559.52","566.80","556.44","435.58K","0.67%"
"05/21/2025","560.10","567.91","570.68","559.46","509.42K","-1.95%"
"05/20/2025","571.21","569.29","574.18","567.29","508.00K","-0.25%"
"05/19/2025","572.65","568.06","575.05","567.79","284.02K","0.08%"
"05/16/2025","572.22","574.71","578.43","567.82","786.87K","-0.55%"
"05/15/2025","575.41","565.68","576.77","565.68","608.31K","1.56%"
"05/14/2025","566.58","564.67","567.74","561.57","445.15K","0.48%"
"05/13/2025","563.87","569.13","574.54","562.29","512.78K","-0.90%"
"05/12/2025","568.97","569.62","569.97","558.41","431.56K","2.23%"
"05/09/2025","556.56","559.26","561.13","554.72","379.90K","-0.25%"
"05/08/2025","557.98","554.29","563.17","552.91","526.06K","0.96%"
"05/07/2025","552.67","545.59","554.31","545.59","339.76K","1.38%"
"05/06/2025","545.17","545.57","550.91","542.39","438.27K","-0.95%"
"05/05/2025","550.41","552.37","557.86","549.49","328.46K","-0.97%"
"05/02/2025","555.82","554.50","558.72","550.65","389.90K","1.79%"
"05/01/2025","546.07","543.00","552.29","539.67","430.39K","0.18%"
"04/30/2025","545.11","536.99","546.53","531.27","600.76K","0.86%"
"04/29/2025","540.46","536.53","542.90","531.41","350.52K","1.03%"
"04/28/2025","534.95","534.68","539.20","529.43","433.22K","-0.08%"
"04/25/2025","535.36","532.97","537.75","528.67","504.54K","0.90%"
"04/24/2025","530.60","535.91","538.43","529.00","689.68K","-0.53%"
"04/23/2025","533.41","548.21","559.99","531.79","940.92K","-0.94%"
"04/22/2025","538.48","521.65","540.61","516.29","818.36K","0.94%"
"04/21/2025","533.48","539.27","542.68","525.77","917.27K","-2.45%"
"04/17/2025","546.89","547.53","555.03","543.00","508.69K","0.80%"
"04/16/2025","542.56","551.27","556.16","538.75","418.66K","-2.52%"
"04/15/2025","556.57","553.91","562.02","552.31","361.99K","0.97%"
"04/14/2025","551.25","551.35","557.89","547.74","484.22K","1.76%"
"04/11/2025","541.70","524.02","546.04","521.66","464.56K","2.64%"
"04/10/2025","527.77","537.49","538.31","509.83","525.83K","-3.92%"
"04/09/2025","549.33","500.00","550.92","495.28","935.76K","8.36%"
"04/08/2025","506.97","523.40","531.66","496.85","852.93K","0.08%"
"04/07/2025","506.56","497.28","521.35","486.73","1.09M","-0.17%"
"04/04/2025","507.44","533.09","533.26","507.14","1.19M","-6.75%"
"04/03/2025","544.18","561.58","564.21","543.67","631.68K","-5.52%"
"04/02/2025","575.96","561.97","576.72","561.29","481.96K","1.53%"
"04/01/2025","567.30","564.18","570.40","560.71","550.13K","0.32%"
"03/31/2025","565.50","554.09","567.28","550.05","569.44K","1.26%"
"03/28/2025","558.47","566.06","569.57","555.07","390.03K","-1.29%"
"03/27/2025","565.77","570.24","571.00","563.88","453.91K","-0.65%"
"03/26/2025","569.47","574.73","578.93","565.55","455.20K","-0.89%"
"03/25/2025","574.61","569.06","576.54","564.20","409.81K","1.38%"
"03/24/2025","566.79","569.86","574.04","565.20","476.97K","0.75%"
"03/21/2025","562.56","561.97","563.72","554.75","822.85K","-0.61%"
"03/20/2025","565.99","565.33","571.94","562.52","580.55K","-0.77%"
"03/19/2025","570.41","567.85","573.68","562.08","522.05K","0.30%"
"03/18/2025","568.70","566.47","571.51","564.84","555.18K","0.48%"
"03/17/2025","565.97","552.70","569.09","552.10","343.07K","2.03%"
"03/14/2025","554.71","547.12","556.69","544.42","405.77K","2.45%"
"03/13/2025","541.46","544.02","547.32","537.13","650.78K","-0.66%"
"03/12/2025","545.07","545.21","549.17","538.50","662.89K","0.62%"
"03/11/2025","541.72","543.20","549.23","535.91","846.60K","-0.66%"
"03/10/2025","545.34","555.00","556.50","539.51","819.73K","-2.95%"
"03/07/2025","561.89","565.32","566.92","553.35","710.38K","-0.78%"
"03/06/2025","566.28","566.07","573.59","561.72","649.02K","-1.17%"
"03/05/2025","572.99","567.85","574.56","561.59","614.79K","0.95%"
"03/04/2025","567.62","586.59","586.59","560.66","674.84K","-3.59%"
"03/03/2025","588.76","590.51","598.71","585.95","507.51K","-0.30%"
"02/28/2025","590.51","585.29","590.51","580.65","570.66K","1.59%"
"02/27/2025","581.27","579.60","589.00","579.60","456.15K","0.32%"
"02/26/2025","579.44","583.41","587.00","577.88","397.16K","-0.87%"
"02/25/2025","584.54","580.53","586.54","578.64","723.40K","1.92%"
"02/24/2025","573.55","578.31","582.94","568.88","627.03K","-0.83%"
"02/21/2025","578.34","573.19","579.52","571.34","565.17K","0.69%"
"02/20/2025","574.35","574.10","575.50","568.02","736.99K","-0.07%"
"02/19/2025","574.73","571.09","576.33","567.40","608.99K","0.36%"
"02/18/2025","572.69","572.66","575.69","561.71","748.23K","0.01%"
"02/14/2025","572.63","573.86","578.86","571.44","453.88K","0.06%"
"02/13/2025","572.30","575.13","576.27","568.30","784.52K","-0.04%"
"02/12/2025","572.53","572.24","573.43","567.05","634.53K","-0.83%"
"02/11/2025","577.31","574.49","582.22","569.15","728.88K","-1.06%"
"02/10/2025","583.48","582.05","583.83","575.59","547.42K","0.71%"
"02/07/2025","579.39","587.42","588.06","577.52","549.45K","-1.38%"
"02/06/2025","587.48","587.08","587.75","579.48","570.22K","0.92%"
"02/05/2025","582.12","586.17","588.18","575.21","825.68K","-0.40%"
"02/04/2025","584.47","580.20","589.47","578.80","855.71K","0.35%"
"02/03/2025","582.43","587.19","592.95","581.38","604.48K","-2.40%"
"01/31/2025","596.77","590.85","597.09","586.04","735.90K","1.02%"
"01/30/2025","590.73","593.50","603.75","585.06","503.13K","-0.39%"
"01/29/2025","593.05","595.95","618.19","572.27","1.06M","-5.62%"
"01/28/2025","628.34","622.54","634.99","619.33","514.80K","0.74%"
"01/27/2025","623.73","615.97","625.44","613.07","400.45K","0.48%"
"01/24/2025","620.72","613.38","622.97","612.20","369.26K","0.77%"
"01/23/2025","615.96","615.37","615.99","609.77","574.31K","0.48%"
"01/22/2025","613.00","615.94","618.76","611.29","406.66K","-0.71%"
"01/21/2025","617.38","604.96","618.61","604.96","676.08K","0.88%"
"01/17/2025","612.02","612.76","617.19","609.02","311.72K","0.34%"
"01/16/2025","609.97","603.44","610.89","598.74","425.39K","1.49%"
"01/15/2025","601.00","596.67","602.71","593.32","504.14K","2.59%"
"01/14/2025","585.80","582.67","587.47","579.46","446.89K","0.91%"
"01/13/2025","580.52","574.00","581.67","570.25","410.44K","0.83%"
"01/10/2025","575.73","589.53","595.00","573.70","447.95K","-4.40%"
"01/08/2025","602.23","588.05","602.30","586.11","417.30K","1.84%"
"01/07/2025","591.33","594.51","597.70","588.05","445.40K","-0.89%"
"01/06/2025","596.66","601.48","604.93","596.54","359.57K","-0.80%"
"01/03/2025","601.48","597.88","602.94","595.94","243.76K","0.73%"
"01/02/2025","597.13","601.50","603.76","595.09","390.34K","-0.48%"
"12/31/2024","600.01","601.23","606.23","598.13","223.96K","0.06%"
"12/30/2024","599.65","602.07","602.26","595.07","358.42K","-1.63%"
"12/27/2024","609.59","607.00","611.93","603.33","245.46K","-0.23%"
"12/26/2024","610.97","604.86","613.56","604.86","221.12K","0.50%"
"12/24/2024","607.91","607.31","607.91","602.99","157.41K","0.41%"
"12/23/2024","605.42","601.67","607.10","598.96","302.95K","0.10%"
"12/20/2024","604.80","597.48","606.74","596.16","828.47K","0.70%"
"12/19/2024","600.58","596.19","606.20","593.26","508.48K","0.45%"
"12/18/2024","597.90","619.06","620.30","597.30","715.46K","-2.22%"
"12/17/2024","611.50","617.67","619.44","610.39","555.06K","-1.11%"
"12/16/2024","618.38","625.04","627.29","617.03","506.65K","-1.08%"
"12/13/2024","625.10","635.00","636.22","620.32","380.86K","-1.71%"
"12/12/2024","635.99","638.94","642.45","634.06","430.38K","1.01%"
"12/11/2024","629.61","631.51","638.76","629.03","455.14K","0.10%"
"12/10/2024","629.01","617.90","635.74","617.33","483.95K","1.70%"
"12/09/2024","618.50","618.54","620.97","612.23","323.88K","0.21%"
"12/06/2024","617.18","609.17","619.75","609.17","484.45K","1.19%"
"12/05/2024","609.91","610.26","616.39","608.72","401.96K","-0.98%"
"12/04/2024","615.93","605.82","617.48","605.82","371.92K","1.29%"
"12/03/2024","608.10","608.58","613.64","607.17","307.88K","-0.14%"
"12/02/2024","608.97","608.01","610.06","601.76","347.26K","-0.11%"
"11/29/2024","609.63","605.17","611.08","605.17","204.35K","0.77%"
"11/27/2024","604.96","604.20","607.41","601.18","345.54K","0.50%"
"11/26/2024","601.96","593.69","603.07","592.46","362.34K","1.56%"
"11/25/2024","592.73","592.75","596.55","589.59","575.64K","0.54%"
"11/22/2024","589.57","579.23","590.61","578.88","437.01K","1.42%"
"11/21/2024","581.34","587.99","587.99","580.02","685.58K","-0.11%"
"11/20/2024","582.00","600.93","603.32","576.88","888.88K","-2.53%"
"11/19/2024","597.13","591.56","602.04","590.00","457.24K","0.68%"
"11/18/2024","593.12","592.36","595.22","590.14","653.25K","-0.12%"
"11/15/2024","593.86","599.44","603.72","593.35","525.04K","-2.03%"
"11/14/2024","606.14","608.41","616.97","605.04","354.51K","-0.72%"
"11/13/2024","610.53","605.07","621.46","604.41","583.51K","1.31%"
"11/12/2024","602.64","595.91","606.01","594.15","404.38K","0.90%"
"11/11/2024","597.25","594.59","602.90","594.32","441.55K","0.55%"
"11/08/2024","594.00","577.47","596.71","575.63","781.47K","3.19%"
"11/07/2024","575.66","579.24","579.63","572.02","658.19K","0.15%"
"11/06/2024","574.82","593.07","595.00","559.63","1.25M","-2.29%"
"11/05/2024","588.32","590.42","596.60","585.10","537.86K","-0.17%"
"11/04/2024","589.34","577.50","590.46","575.31","387.02K","1.97%"
"11/01/2024","577.95","570.65","578.93","570.19","369.47K","1.18%"
"10/31/2024","571.20","570.30","577.45","569.00","545.30K","0.37%"
"10/30/2024","569.09","582.01","588.47","565.82","747.11K","-1.70%"
"10/29/2024","578.93","609.40","631.70","573.37","1.46M","-2.74%"
"10/28/2024","595.27","593.07","596.58","590.40","490.87K","1.11%"
"10/25/2024","588.72","594.03","595.86","585.33","391.57K","-0.26%"
"10/24/2024","590.25","593.77","596.03","585.54","365.43K","-1.03%"
"10/23/2024","596.38","603.00","605.00","592.64","281.15K","-1.27%"
"10/22/2024","604.08","600.00","605.27","597.72","253.69K","0.04%"
"10/21/2024","603.81","602.75","607.71","598.81","344.01K","-0.69%"
"10/18/2024","608.02","606.44","610.81","603.69","267.80K","0.36%"
"10/17/2024","605.81","611.28","613.99","605.78","232.32K","-0.28%"
"10/16/2024","607.51","611.48","614.96","602.95","274.21K","-0.94%"
"10/15/2024","613.30","614.00","617.18","610.93","333.59K","0.98%"
"10/14/2024","607.36","606.01","609.95","604.64","278.75K","0.29%"
"10/11/2024","605.59","600.11","605.90","600.03","256.54K","1.03%"
"10/10/2024","599.43","604.76","606.25","598.59","246.32K","-0.83%"
"10/09/2024","604.43","601.58","611.19","597.56","404.72K","1.27%"
"10/08/2024","596.83","590.43","599.25","585.21","411.46K","2.11%"
"10/07/2024","584.49","586.70","588.49","582.86","355.42K","-0.89%"
"10/04/2024","589.72","592.00","596.72","583.84","436.07K","0.24%"
"10/03/2024","588.31","586.95","590.40","583.58","542.60K","-0.35%"
"10/02/2024","590.37","579.73","590.77","579.35","401.52K","2.54%"
"10/01/2024","575.75","583.50","583.50","568.98","365.75K","-1.23%"
"09/30/2024","582.93","576.06","583.95","573.21","339.57K","1.18%"
"09/27/2024","576.15","569.63","577.89","569.63","560.54K","1.57%"
"09/26/2024","567.27","565.98","570.64","565.50","404.26K","0.87%"
"09/25/2024","562.37","562.65","563.86","559.65","383.25K","0.29%"
"09/24/2024","560.75","561.45","561.91","553.49","423.78K","0.11%"
"09/23/2024","560.16","552.46","560.96","551.49","295.64K","1.59%"
"09/20/2024","551.41","550.72","551.53","546.65","811.57K","-0.70%"
"09/19/2024","555.31","559.79","560.67","551.75","449.52K","0.68%"
"09/18/2024","551.57","553.95","558.97","550.97","466.87K","-0.86%"
"09/17/2024","556.38","567.59","569.34","555.75","494.96K","-1.81%"
"09/16/2024","566.66","565.84","570.70","564.79","407.94K","0.84%"
"09/13/2024","561.93","562.29","565.84","560.00","390.53K","0.39%"
"09/12/2024","559.75","560.02","562.08","554.95","386.35K","-0.40%"
"09/11/2024","562.00","560.83","563.87","549.04","423.20K","-0.06%"
"09/10/2024","562.35","560.15","565.27","555.28","405.00K","0.72%"
"09/09/2024","558.34","565.29","567.54","557.13","524.65K","-0.27%"
"09/06/2024","559.85","567.22","572.41","557.80","429.72K","-1.89%"
"09/05/2024","570.66","574.44","574.44","561.88","362.37K","-0.40%"
"09/04/2024","572.94","573.50","578.13","568.39","304.39K","-0.09%"
"09/03/2024","573.47","581.53","583.40","570.26","343.45K","-1.23%"
"08/30/2024","580.59","582.72","585.16","573.22","325.42K","-0.26%"
"08/29/2024","582.09","581.09","588.67","578.12","391.41K","0.33%"
"08/28/2024","580.15","583.24","585.93","573.96","510.93K","-0.81%"
"08/27/2024","584.91","575.43","585.75","572.43","477.48K","1.61%"
"08/26/2024","575.63","574.29","579.29","572.24","382.54K","0.78%"
"08/23/2024","571.19","567.22","573.29","566.09","380.66K","1.14%"
"08/22/2024","564.73","562.39","566.77","562.39","373.05K","0.55%"
"08/21/2024","561.64","561.89","563.54","556.60","477.12K","-0.24%"
"08/20/2024","563.00","561.96","571.60","557.70","359.12K","0.44%"
"08/19/2024","560.53","562.40","565.06","557.86","390.42K","-0.20%"
"08/16/2024","561.66","560.85","565.02","556.54","365.23K","-0.26%"
"08/15/2024","563.14","555.35","566.29","553.78","841.25K","1.59%"
"08/14/2024","554.33","546.29","558.86","545.38","867.83K","1.44%"
"08/13/2024","546.45","534.76","548.38","534.66","384.96K","2.64%"
"08/12/2024","532.41","532.69","535.84","529.97","536.26K","-0.27%"
"08/09/2024","533.83","531.42","537.18","530.88","250.10K","0.58%"
"08/08/2024","530.74","527.20","534.43","524.41","288.10K","1.21%"
"08/07/2024","524.39","530.57","537.98","523.57","336.48K","-0.33%"
"08/06/2024","526.11","520.20","532.21","520.20","465.55K","1.68%"
"08/05/2024","517.43","530.00","531.47","517.28","581.93K","-4.15%"
"08/02/2024","539.85","543.20","545.84","530.42","635.05K","-1.47%"
"08/01/2024","547.90","542.12","555.33","542.12","599.45K","1.32%"
"07/31/2024","540.76","548.43","549.72","538.55","407.94K","-1.01%"
"07/30/2024","546.26","545.20","547.67","540.00","383.85K","0.67%"
"07/29/2024","542.63","540.58","542.77","536.17","351.97K","0.38%"
"07/26/2024","540.55","539.00","545.37","532.24","439.62K","0.43%"
"07/25/2024","538.21","535.29","545.54","529.61","586.39K","0.75%"
"07/24/2024","534.20","544.87","544.87","532.46","692.55K","-2.16%"
"07/23/2024","546.01","549.99","571.02","537.59","1.36M","7.90%"
"07/22/2024","506.02","499.94","506.84","495.78","1.17M","2.04%"
"07/19/2024","495.89","499.00","499.82","493.58","612.27K","-0.53%"
"07/18/2024","498.55","500.92","504.49","496.42","410.75K","-1.08%"
"07/17/2024","504.00","506.74","510.07","503.46","403.18K","-0.79%"
"07/16/2024","508.00","504.16","510.33","503.42","544.18K","1.30%"
"07/15/2024","501.50","500.36","503.36","498.76","524.42K","-0.10%"
"07/12/2024","502.00","495.85","505.40","494.00","664.40K","1.69%"
"07/11/2024","493.65","488.98","497.72","487.64","707.91K","0.95%"
"07/10/2024","489.00","489.75","491.79","487.43","596.65K","-0.01%"
"07/09/2024","489.07","491.91","495.60","488.72","465.50K","-0.65%"
"07/08/2024","492.26","495.13","498.23","491.18","363.03K","-0.60%"
"07/05/2024","495.24","491.19","495.26","488.44","384.93K","0.86%"
"07/03/2024","491.01","494.16","499.68","491.01","351.72K","-0.08%"
"07/02/2024","491.42","479.59","491.43","478.83","428.71K","2.53%"
"07/01/2024","479.31","481.78","484.66","478.33","477.53K","-0.51%"
"06/28/2024","481.75","487.70","491.13","479.37","829.87K","-1.04%"
"06/27/2024","486.81","486.83","491.96","485.64","362.23K","-0.02%"
"06/26/2024","486.91","484.74","488.35","482.06","294.86K","-0.38%"
"06/25/2024","488.79","489.96","490.18","484.79","490.08K","-0.08%"
"06/24/2024","489.16","486.15","492.75","483.66","383.06K","0.58%"
"06/21/2024","486.32","481.38","486.60","480.36","725.72K","0.73%"
"06/20/2024","482.79","478.88","484.99","478.11","669.86K","1.32%"
"06/18/2024","476.52","484.44","487.07","475.32","732.69K","-1.70%"
"06/17/2024","484.78","479.16","487.61","477.31","491.96K","0.88%"
"06/14/2024","480.53","478.98","482.94","476.54","534.00K","-0.77%"
"06/13/2024","484.28","486.22","488.08","482.42","483.05K","-0.75%"
"06/12/2024","487.94","490.31","493.17","486.86","494.60K","0.71%"
"06/11/2024","484.48","482.79","486.68","480.56","574.16K","0.10%"
"06/10/2024","484.01","488.09","489.43","482.90","473.03K","-1.56%"
"06/07/2024","491.69","491.90","496.16","490.00","394.15K","-0.28%"
"06/06/2024","493.09","498.08","502.87","491.76","722.14K","-1.05%"
"06/05/2024","498.31","494.28","501.50","486.87","481.40K","1.04%"
"06/04/2024","493.19","491.10","495.32","488.91","438.02K","0.55%"
"06/03/2024","490.50","494.22","495.87","483.98","789.89K","-0.95%"
"05/31/2024","495.18","487.89","495.62","485.36","701.59K","1.16%"
"05/30/2024","489.52","489.00","491.35","483.46","508.89K","-0.04%"
"05/29/2024","489.74","491.08","493.35","487.00","663.48K","-1.20%"
"05/28/2024","495.70","493.00","496.26","488.62","715.03K","0.55%"
"05/24/2024","493.00","492.85","495.60","487.97","482.85K","0.53%"
"05/23/2024","490.40","505.56","507.80","489.82","1.18M","-2.67%"
"05/22/2024","503.83","507.63","507.63","499.07","655.35K","-0.34%"
"05/21/2024","505.53","511.29","515.47","502.55","798.45K","-1.31%"
"05/20/2024","512.26","502.54","512.62","502.54","569.81K","1.37%"
"05/17/2024","505.33","500.88","505.66","495.20","878.54K","1.57%"
"05/16/2024","497.51","488.53","503.52","488.07","931.52K","1.52%"
"05/15/2024","490.06","490.00","493.85","486.99","773.52K","0.40%"
"05/14/2024","488.11","490.00","494.35","482.69","738.91K","0.52%"
"05/13/2024","485.57","488.24","493.14","484.00","448.45K","0.08%"
"05/10/2024","485.16","483.80","487.88","482.28","544.66K","0.55%"
"05/09/2024","482.50","472.85","484.50","472.38","760.09K","2.50%"
"05/08/2024","470.75","470.28","474.87","468.43","811.42K","-0.14%"
"05/07/2024","471.40","479.23","479.23","471.34","852.71K","-0.86%"
"05/06/2024","475.49","471.95","480.26","470.01","1.08M","1.81%"
"05/03/2024","467.04","473.26","474.90","466.36","826.48K","-0.14%"
"05/02/2024","467.70","471.29","471.98","458.69","767.77K","-0.50%"
"05/01/2024","470.03","465.54","480.48","463.35","920.10K","0.91%"
"04/30/2024","465.79","475.67","482.15","464.82","932.70K","-2.35%"
"04/29/2024","476.98","480.48","483.00","472.54","1.04M","-0.17%"
"04/26/2024","477.78","465.23","479.33","463.16","1.04M","2.86%"
"04/25/2024","464.49","466.88","474.32","458.92","1.47M","-0.03%"
"04/24/2024","464.65","452.50","471.03","449.00","2.23M","4.18%"
"04/23/2024","446.00","479.00","483.08","439.95","3.66M","-13.43%"
"04/22/2024","515.17","514.28","522.13","510.39","915.20K","1.00%"
"04/19/2024","510.07","508.03","510.22","503.99","519.94K","0.85%"
"04/18/2024","505.76","512.32","518.17","499.77","1.42M","-1.19%"
"04/17/2024","511.83","517.57","518.41","511.47","447.73K","-0.31%"
"04/16/2024","513.43","513.20","514.35","508.67","470.88K","0.07%"
"04/15/2024","513.06","533.36","534.10","510.76","525.04K","-2.57%"
"04/12/2024","526.62","528.51","532.90","520.78","434.82K","-1.47%"
"04/11/2024","534.49","532.66","539.29","526.58","336.70K","0.27%"
"04/10/2024","533.05","541.55","549.10","532.60","317.42K","-3.91%"
"04/09/2024","554.72","554.70","554.99","549.82","273.59K","1.03%"
"04/08/2024","549.06","544.40","549.99","541.40","302.08K","1.23%"
"04/05/2024","542.39","536.24","543.56","535.35","421.81K","1.65%"
"04/04/2024","533.58","543.37","547.95","531.91","465.27K","-1.19%"
"04/03/2024","540.00","541.94","544.56","539.51","313.85K","-0.42%"
"04/02/2024","542.29","551.69","554.73","537.83","356.45K","-2.26%"
"04/01/2024","554.83","562.36","563.62","552.24","280.78K","-1.00%"
"03/28/2024","560.45","558.46","563.23","557.52","338.98K","0.62%"
"03/27/2024","557.00","556.62","558.23","550.42","312.99K","0.96%"
"03/26/2024","551.68","551.93","556.00","551.06","377.73K","0.06%"
"03/25/2024","551.34","550.75","552.21","547.53","297.44K","-0.32%"
"03/22/2024","553.11","563.00","563.00","550.79","364.32K","-1.89%"
"03/21/2024","563.78","560.42","568.46","560.02","493.41K","0.83%"
"03/20/2024","559.14","565.05","565.43","555.82","529.32K","-0.92%"
"03/19/2024","564.33","551.00","564.80","548.82","341.44K","2.53%"
"03/18/2024","550.39","547.25","555.19","545.54","358.42K","1.04%"
"03/15/2024","544.74","549.56","552.12","544.08","520.65K","-1.51%"
"03/14/2024","553.07","559.00","559.22","546.85","295.68K","-0.80%"
"03/13/2024","557.52","566.98","566.98","556.73","340.97K","-1.46%"
"03/12/2024","565.80","567.60","578.65","561.39","366.36K","0.27%"
"03/11/2024","564.30","550.52","564.79","548.39","413.20K","2.32%"
"03/08/2024","551.50","550.00","555.18","549.15","279.91K","0.24%"
