"Date","Price","Open","High","Low","Vol.","Change %"
"02/13/2025","87,841.46","88,398.08","88,643.75","87,742.03","272.92M","-0.11%"
"02/12/2025","87,942.18","88,018.59","88,525.03","87,562.74","261.00M","0.43%"
"02/11/2025","87,562.74","87,866.36","87,866.36","87,347.82","230.99M","-0.23%"
"02/10/2025","87,765.36","87,583.52","87,956.33","87,448.25","254.24M","0.33%"
"02/07/2025","87,474.49","87,226.56","87,872.05","87,191.22","267.59M","0.32%"
"02/06/2025","87,191.22","86,585.56","87,555.02","86,585.56","276.78M","0.67%"
"02/05/2025","86,610.70","86,547.09","86,965.99","86,452.63","264.90M","0.18%"
"02/04/2025","86,452.63","85,966.93","86,531.84","85,490.14","324.08M","1.13%"
"02/03/2025","85,490.14","84,837.17","85,956.65","84,743.30","241.34M","-0.54%"
"01/31/2025","85,956.65","85,792.89","86,126.77","85,685.49","287.47M","0.32%"
"01/30/2025","85,685.49","85,387.91","85,741.58","85,241.08","202.90M","0.43%"
"01/29/2025","85,314.73","84,563.46","85,472.72","84,447.75","203.55M","1.03%"
"01/28/2025","84,447.75","83,989.69","84,651.70","83,886.16","261.23M","0.31%"
"01/27/2025","84,187.66","83,798.68","84,290.99","83,480.80","223.35M","-0.12%"
"01/24/2025","84,290.99","84,567.71","84,964.86","83,944.07","226.83M","0.41%"
"01/23/2025","83,944.07","84,500.38","84,654.64","83,861.63","239.98M","-0.84%"
"01/22/2025","84,654.64","84,819.88","85,303.40","84,650.33","235.57M","-0.23%"
"01/21/2025","84,845.84","84,834.68","85,092.76","84,486.69","237.16M","0.13%"
"01/20/2025","84,733.17","84,989.59","85,232.45","84,532.82","175.04M","0.04%"
"01/17/2025","84,700.44","83,576.26","84,700.44","83,576.26","184.90M","1.25%"
"01/16/2025","83,658.72","83,380.08","84,302.38","83,380.08","199.68M","0.17%"
"01/15/2025","83,515.29","82,497.48","83,623.05","82,123.89","248.08M","1.69%"
"01/14/2025","82,123.89","82,435.32","82,829.43","82,045.80","219.19M","0.10%"
"01/13/2025","82,045.80","83,242.86","83,466.58","81,784.95","243.41M","-1.70%"
"01/10/2025","83,466.58","83,563.52","84,174.21","83,397.19","204.49M","-0.28%"
"01/09/2025","83,698.32","83,396.91","83,950.44","83,152.56","159.31M","0.66%"
"01/08/2025","83,152.56","84,286.77","84,286.77","83,076.53","189.56M","-1.18%"
"01/07/2025","84,141.54","84,097.09","84,745.52","83,988.05","156.41M","-0.71%"
"01/06/2025","84,745.52","84,563.45","85,419.86","84,537.42","150.98M","0.04%"
"01/03/2025","84,711.80","84,568.77","84,894.93","83,958.44","114.79M","0.30%"
"01/02/2025","84,460.59","84,198.62","84,905.26","84,040.72","118.90M","0.43%"
"12/31/2024","84,095.14","83,718.68","84,486.04","83,718.68","88.56M","0.18%"
"12/30/2024","83,945.55","84,640.15","84,736.18","83,776.16","108.14M","-0.93%"
"12/27/2024","84,736.18","85,012.30","85,243.81","84,413.82","109.48M","-0.23%"
"12/24/2024","84,935.27","84,860.84","85,211.28","84,712.32","37.29M","0.26%"
"12/23/2024","84,712.32","84,748.83","84,932.54","84,128.89","108.10M","0.13%"
"12/20/2024","84,603.29","84,864.98","84,864.98","83,776.74","582.32M","0.16%"
"12/19/2024","84,465.35","84,796.01","85,599.84","84,350.53","504.86M","-1.33%"
"12/18/2024","85,599.84","85,914.44","86,327.98","85,338.61","311.16M","-0.17%"
"12/17/2024","85,746.04","86,607.56","87,129.65","85,746.04","215.05M","-1.59%"
"12/13/2024","87,129.65","86,492.26","87,764.36","86,482.51","228.97M","0.19%"
"12/12/2024","86,965.35","87,400.94","87,658.15","86,881.82","201.83M","-0.17%"
"12/11/2024","87,115.95","87,026.08","87,271.05","86,616.63","203.70M","-0.18%"
"12/10/2024","87,271.05","87,105.72","87,642.76","86,936.01","208.09M","-0.42%"
"12/09/2024","87,642.76","86,817.31","87,694.17","86,627.70","236.51M","0.81%"
"12/06/2024","86,938.44","86,825.62","87,298.85","86,753.93","215.42M","0.11%"
"12/05/2024","86,846.42","86,057.14","87,136.11","86,057.14","246.73M","0.62%"
"12/04/2024","86,314.51","85,892.08","86,598.30","85,818.80","265.91M","0.58%"
"12/03/2024","85,818.80","85,691.60","86,567.63","85,658.25","278.03M","0.10%"
"12/02/2024","85,731.51","84,603.87","85,963.46","84,510.44","191.58M","1.44%"
"11/29/2024","84,510.44","84,815.98","84,937.23","84,510.44","240.44M","-0.33%"
"11/28/2024","84,787.41","85,097.98","85,144.35","84,720.71","218.12M","-0.37%"
"11/27/2024","85,102.34","85,459.91","85,696.03","85,024.77","260.68M","-0.35%"
"11/26/2024","85,397.50","84,684.11","85,414.12","84,467.99","273.92M","0.62%"
"11/25/2024","84,875.24","85,673.67","85,851.71","84,875.24","352.21M","-0.86%"
"11/22/2024","85,608.47","85,696.40","86,100.56","85,418.50","213.83M","0.10%"
"11/21/2024","85,522.57","85,469.08","85,821.12","85,257.68","234.57M","0.29%"
"11/20/2024","85,274.83","84,716.31","85,478.91","84,526.75","216.82M","0.89%"
"11/19/2024","84,526.75","84,681.39","85,164.36","84,382.42","192.92M","0.12%"
"11/18/2024","84,425.00","84,262.66","84,606.98","83,872.74","176.68M","0.66%"
"11/15/2024","83,872.74","83,975.64","84,261.65","83,605.94","189.06M","0.05%"
"11/14/2024","83,834.31","83,567.56","84,145.67","83,432.43","238.15M","0.04%"
"11/13/2024","83,803.11","84,014.28","84,201.75","83,784.17","176.02M","-0.47%"
"11/12/2024","84,201.75","84,455.18","84,771.53","83,861.04","283.02M","-0.67%"
"11/11/2024","84,771.53","84,995.48","85,357.46","84,771.53","159.32M","-0.41%"
"11/08/2024","85,124.52","85,694.45","85,998.22","84,918.20","176.66M","-1.02%"
"11/07/2024","85,998.22","85,521.47","86,208.68","85,329.75","224.56M","0.78%"
"11/06/2024","85,329.75","86,341.47","86,642.86","85,111.29","259.03M","-1.52%"
"11/05/2024","86,642.86","86,168.72","86,642.86","86,168.72","273.42M","0.49%"
"11/04/2024","86,223.60","86,074.05","86,403.36","86,009.98","170.33M","0.03%"
"11/01/2024","86,198.57","85,899.88","86,329.39","85,384.82","202.44M","0.95%"
"10/31/2024","85,384.82","86,403.43","86,759.04","85,254.94","251.58M","-1.58%"
"10/30/2024","86,759.04","87,066.49","87,300.97","86,394.51","292.57M","-0.62%"
"10/29/2024","87,300.97","87,603.71","87,883.90","86,999.06","246.66M","-0.39%"
"10/28/2024","87,643.65","86,839.35","87,753.44","86,761.38","261.98M","0.72%"
"10/25/2024","87,015.81","87,023.36","87,196.78","86,651.92","209.11M","0.09%"
"10/24/2024","86,937.24","86,677.99","87,353.53","86,464.19","217.61M","0.55%"
"10/23/2024","86,464.19","86,936.38","87,023.29","86,238.84","264.28M","-0.33%"
"10/22/2024","86,752.88","86,907.67","87,076.55","86,046.69","225.77M","-0.37%"
"10/21/2024","87,076.55","87,293.73","87,451.36","86,920.79","181.58M","-0.14%"
"10/18/2024","87,201.49","87,001.42","87,467.86","86,582.35","213.78M","0.72%"
"10/17/2024","86,582.35","86,506.05","87,037.27","86,192.11","184.53M","0.22%"
"10/16/2024","86,393.01","86,078.96","86,430.22","85,837.31","374.53M","0.52%"
"10/15/2024","85,949.77","85,838.05","86,398.66","85,528.27","215.54M","-0.52%"
"10/14/2024","86,398.66","86,187.08","86,587.83","85,849.34","167.68M","0.29%"
"10/11/2024","86,149.45","85,332.35","86,279.28","85,321.08","218.78M","0.89%"
"10/10/2024","85,392.82","85,627.25","85,627.25","85,221.71","296.96M","0.07%"
"10/09/2024","85,336.85","85,300.89","85,491.22","84,677.53","266.53M","-0.18%"
"10/08/2024","85,491.22","85,181.95","86,308.92","84,863.13","274.71M","-0.95%"
"10/07/2024","86,308.92","86,453.72","86,655.74","86,166.85","235.79M","-0.03%"
"10/04/2024","86,332.42","86,739.94","86,970.58","86,243.68","195.54M","-0.15%"
"10/03/2024","86,461.05","86,948.18","87,328.62","86,092.65","204.60M","-0.75%"
"10/02/2024","87,115.22","87,566.99","87,587.73","86,619.39","243.23M","0.57%"
"10/01/2024","86,619.39","86,984.11","87,441.14","86,326.87","289.66M","0.08%"
"09/30/2024","86,548.42","87,730.03","87,782.32","86,548.42","316.52M","-1.18%"
"09/27/2024","87,579.71","87,549.86","87,789.80","86,886.25","272.91M","0.29%"
"09/26/2024","87,327.21","86,837.41","87,802.52","85,960.32","278.20M","1.59%"
"09/25/2024","85,960.32","85,899.07","86,197.11","84,777.53","357.47M","1.40%"
"09/23/2024","84,777.53","83,764.71","84,826.99","83,719.43","195.12M","1.13%"
"09/20/2024","83,829.99","83,898.07","84,395.93","83,696.76","772.29M","0.08%"
"09/19/2024","83,760.08","83,465.41","84,218.18","82,718.58","501.25M","1.26%"
"09/18/2024","82,718.58","82,835.52","83,032.71","82,151.38","218.69M","-0.38%"
"09/17/2024","83,032.71","82,298.64","83,247.96","82,007.34","226.92M","1.25%"
"09/16/2024","82,007.34","81,907.39","82,315.77","81,907.39","244.22M","0.04%"
"09/13/2024","81,978.59","81,979.41","82,160.68","81,668.39","265.03M","0.38%"
"09/12/2024","81,668.39","81,649.21","82,037.50","80,827.79","269.43M","1.04%"
"09/11/2024","80,827.79","81,456.64","81,641.90","80,538.94","307.10M","-1.00%"
"09/10/2024","81,641.90","81,300.66","81,730.24","81,150.00","253.29M","0.25%"
"09/09/2024","81,441.63","81,430.90","81,975.29","81,339.39","207.06M","0.09%"
"09/06/2024","81,364.89","81,794.47","82,146.83","81,364.89","208.68M","-0.95%"
"09/05/2024","82,146.83","81,758.92","82,244.53","81,398.34","252.34M","0.28%"
"09/04/2024","81,915.38","81,724.78","82,156.76","81,616.83","309.57M","-0.29%"
"09/03/2024","82,156.76","83,331.28","83,603.13","82,082.58","264.91M","-1.59%"
"09/02/2024","83,483.36","83,540.05","83,749.86","83,138.75","198.50M","-0.32%"
"08/30/2024","83,749.86","84,397.80","84,462.51","83,433.57","290.92M","-0.58%"
"08/29/2024","84,239.42","83,928.61","84,431.80","83,906.23","205.73M","0.26%"
"08/28/2024","84,018.65","84,363.25","84,639.24","83,932.83","235.32M","-0.63%"
"08/27/2024","84,553.54","84,263.35","84,670.69","84,181.23","198.67M","0.43%"
"08/26/2024","84,193.95","84,452.13","84,520.66","84,073.91","201.80M","-0.19%"
"08/23/2024","84,351.57","83,986.18","84,663.62","83,620.81","225.07M","0.87%"
"08/22/2024","83,620.81","84,155.05","84,800.50","83,596.97","180.20M","-0.48%"
"08/21/2024","84,026.18","84,034.11","84,197.24","83,783.30","179.16M","0.29%"
"08/20/2024","83,783.30","83,748.40","84,215.43","83,651.81","186.89M","-0.02%"
"08/19/2024","83,799.30","83,013.26","83,955.76","82,824.44","207.37M","1.18%"
"08/16/2024","82,824.44","82,719.93","83,169.68","82,226.43","247.70M","0.73%"
"08/15/2024","82,226.43","81,380.14","82,868.63","81,380.14","215.57M","1.01%"
"08/14/2024","81,402.32","80,740.19","81,827.99","80,740.19","300.34M","0.55%"
"08/13/2024","80,956.22","80,657.86","80,956.22","80,259.19","185.18M","0.49%"
"08/12/2024","80,560.78","81,034.59","81,034.59","80,398.39","162.23M","-0.22%"
"08/08/2024","80,739.31","79,919.04","80,853.42","79,503.96","287.24M","0.47%"
"08/07/2024","80,364.86","79,817.01","80,405.49","79,430.05","227.18M","1.18%"
"08/06/2024","79,430.05","79,513.22","79,736.45","78,675.95","221.07M","-0.19%"
"08/05/2024","79,577.61","78,961.96","80,538.57","78,306.84","297.99M","-1.19%"
"08/02/2024","80,538.57","81,450.91","81,868.82","80,495.12","213.14M","-1.62%"
"08/01/2024","81,868.82","82,844.47","82,881.44","81,799.99","215.48M","-1.08%"
"07/31/2024","82,765.12","81,640.71","82,765.12","81,198.64","257.92M","1.93%"
"07/30/2024","81,198.64","80,825.42","81,374.83","80,697.10","205.17M","0.23%"
"07/29/2024","81,011.65","81,262.30","81,542.07","80,957.82","180.80M","-0.13%"
"07/26/2024","81,120.51","80,755.35","81,253.06","80,640.01","191.68M","0.55%"
"07/25/2024","80,678.20","79,807.84","80,678.20","79,516.29","173.50M","0.10%"
"07/24/2024","80,595.14","80,486.02","80,816.32","80,366.77","174.94M","-0.14%"
"07/23/2024","80,706.44","80,446.52","80,869.41","79,879.87","199.95M","0.27%"
"07/22/2024","80,492.09","80,248.51","80,679.53","79,922.67","174.08M","0.71%"
"07/19/2024","79,922.67","79,831.16","79,922.67","79,488.40","183.22M","-0.51%"
"07/18/2024","80,334.26","80,770.71","81,007.56","80,301.67","265.68M","-0.15%"
"07/17/2024","80,452.58","81,062.85","81,124.08","80,452.58","246.43M","-0.83%"
"07/16/2024","81,124.08","81,276.81","82,154.07","80,973.32","199.03M","-1.25%"
"07/15/2024","82,154.07","81,379.15","82,154.07","81,058.35","254.95M","0.57%"
"07/12/2024","81,686.49","81,345.87","81,792.55","81,093.99","174.72M","0.73%"
"07/11/2024","81,093.99","80,781.74","81,105.46","80,445.31","276.88M","0.81%"
"07/10/2024","80,445.31","80,550.46","80,660.23","80,280.03","191.75M","-0.22%"
"07/09/2024","80,620.02","80,754.96","80,900.35","80,306.35","208.70M","-0.20%"
"07/08/2024","80,783.51","80,753.45","80,954.49","80,438.72","191.49M","-0.02%"
"07/05/2024","80,797.38","81,122.06","81,289.52","80,665.69","165.99M","-0.44%"
"07/04/2024","81,155.28","80,992.87","81,456.39","80,772.78","213.18M","0.47%"
"07/03/2024","80,772.78","80,051.48","81,032.55","79,435.12","277.37M","1.68%"
"07/02/2024","79,435.12","79,990.64","79,990.64","79,043.65","281.74M","-0.52%"
"07/01/2024","79,853.83","80,244.15","80,581.96","79,707.11","379.08M","0.18%"
"06/28/2024","79,707.11","78,966.01","80,131.50","78,966.01","293.06M","0.93%"
"06/27/2024","78,969.33","79,144.91","79,254.71","78,684.41","245.32M","-0.36%"
"06/26/2024","79,252.39","79,776.42","80,148.70","79,237.26","268.06M","-0.41%"
"06/25/2024","79,577.57","80,177.83","80,263.14","79,385.76","1.19B","-0.85%"
"06/24/2024","80,263.14","79,876.39","80,671.24","79,767.56","253.43M","0.62%"
"06/21/2024","79,767.56","79,961.53","80,548.66","79,664.20","808.43M","-0.38%"
