market,seed,draw,model,mean_diff,std_diff,skewness_diff,kurtosis_diff,wasserstein,energy_distance,quantile_mse,acf_returns_mae,acf_absolute_mae,acf_squared_mae,tail_index_diff,extreme_events_diff,arch_pvalue_diff,arch_stat_diff,hurst_diff,resid_kurtosis_diff,discriminative_auc_dist,discriminative_auc_raw,discriminative_auc_absz
BOVESPA,42,1,sb_abs,4.2957254e-07,0.0028613107,0.27429134,0.68671393,0.0026656504752985886,0.0002966439351439476,1.8257308724427084e-05,0.04938119859434664,0.03755687214434147,0.03563936625760107,0.12699175,1.209677419354839,0.8135519546533789,10.93144194872809,0.004833565753661784,0.8254397776249363,0.26836149584487523,0.7683614958448752,1.580695922849552
BOVESPA,42,1,GARCH,9.810668e-06,0.0030909088,0.19477592,0.8791213,0.002169693774282032,0.00015733204782009125,1.3475393005453871e-05,0.055551850439514966,0.0514680917467922,0.05947058680663758,0.6258013,1.008064516129033,0.835795748687148,18.55160848776816,0.040824462483082025,0.47996030807376666,0.135508541089566,0.635508541089566,0.5054138542132938
BOVESPA,42,1,CNN-WGAN-GP,0.00049095374,0.0025566397,0.1831115,1.4246197,0.002761561190047521,0.0003455430269241333,1.8301051170280307e-05,0.04915986445033923,0.05146775054745376,0.053723269689726294,0.96474075,1.411290322580646,0.8071552083173109,10.320822035394539,0.03384593499957311,1.7026763807414982,0.23102054478301015,0.7310205447830102,1.2784666259806923
BOVESPA,42,1,QuantGAN,0.0012717588,0.0031171655,0.05195245,0.7988908,0.002740358999629265,0.00033161044120788574,2.3153884497945372e-05,0.06086576470755972,0.04973271040711552,0.05671625922630483,1.692718,0.20161290322580694,0.836652670622371,23.887808403799145,0.04498483859921465,1.2547770239342224,0.22772437673130186,0.7277243767313019,1.2517881798163475
BOVESPA,42,1,iid,0.00073154166,0.006449446,0.76182646,7.059567,0.004161226403838218,0.00045138970017433167,8.617306384747046e-05,0.04710699684452266,0.05089457310619764,0.042736581728895544,0.38018012,0.806451612903226,0.16268233413335187,1.9212543989529145,0.03132535372057532,4.202863518352714,0.4243691135734071,0.9243691135734071,2.8433866490221025
BOVESPA,42,1,sb_r,0.0010183862,0.0065484866,0.28327012,5.362186,0.004133359687177893,0.0004526600241661072,8.063704584758977e-05,0.05236999543682032,0.06555072466726415,0.05574099474037211,1.1121864,1.411290322580646,0.8367428482499611,69.97882074955669,0.02884894899184931,5.315531057800424,0.36574815327793164,0.8657481532779316,2.3689217222309744
BOVESPA,42,1,TimeGAN,0.0017165736,0.0036377222,0.77216035,1.5197253,0.002612454538289131,0.0004448331892490387,7.137443014601589e-05,0.07030539906700142,0.08597730578389019,0.07463434955767298,6.3918815,4.032258064516128,0.8367428482499992,84.71304727187466,0.013238872900081633,1.8454753989875523,0.4283367959372114,0.9283367959372114,2.8755001816695396
BOVESPA,42,1,CONTROL: shuffled real,5.820766e-11,0.0,1.4901161e-08,4.7683716e-07,0.0,9.313225746154785e-10,0.0,0.05278673306223936,0.0469244609028101,0.04561871855483332,0.0,0.0,0.11506580147570744,0.7705493251024969,0.07495434916529742,0.10406790326354542,0.17972922437673133,0.32027077562326867,2.046050034468682
BOVESPA,42,2,CNN-WGAN-GP,0.0005302138,0.0037227636,0.35578704,0.20457745,0.0029161679227645587,0.00030800793319940567,2.7820338775947258e-05,0.05794856472173706,0.052922917227260766,0.04743059424399689,1.1077261,0.806451612903226,0.6601779620253229,5.562034271921675,0.0010054501841884056,0.5869886473101671,0.23100831024930746,0.7310083102493075,1.2783676024043416
BOVESPA,42,2,QuantGAN,0.0013590669,0.00300097,0.13013218,0.8625562,0.0028640799312968077,0.00039982981979846954,1.9958422555115407e-05,0.05233500787988305,0.05454831612412818,0.05891956524028501,0.24939442,1.411290322580646,0.8366899786275991,25.080679119564227,0.027774948208783345,1.4576704760412742,0.20330401662049857,0.7033040166204986,1.0541352530511825
BOVESPA,42,2,GARCH,0.00024741766,0.0053600594,0.13785295,0.4485135,0.004209131084458594,0.0005688536912202835,5.38200977519526e-05,0.05849686002242379,0.056866213511675597,0.054369418330388726,0.561708,1.008064516129033,0.8362091757135813,19.86777086319142,0.01786801021885953,1.137388950033606,0.39442867036011076,0.8944286703601108,2.601055405629165
BOVESPA,42,2,GJR-GARCH,0.0007382113,0.005382426,0.06664467,0.2748251,0.004261763609267087,0.000607980415225029,6.89613743837008e-05,0.05776580093195662,0.05819205289706588,0.05593552773229021,0.13385415,1.411290322580646,0.8366523795566869,23.88059131848482,0.012827372921724534,1.1229500603569105,0.342339104339797,0.842339104339797,2.1794541216543384
BOVESPA,42,2,iid,0.00029022095,0.007134024,1.3489276,6.816376,0.004783844226991614,0.0006339885294437408,0.00013120999033850854,0.048870255695655944,0.046005736169900044,0.03613928461760224,1.6046255,1.814516129032259,0.17335054130400473,1.149016784538158,0.04584365991337047,4.947314616578611,0.4373829639889196,0.9373829639889196,2.948717840349301
BOVESPA,42,2,sb_r,0.0003256729,0.009410152,0.63454413,5.529223,0.005748731444612077,0.0007225405424833298,0.00018217562291778392,0.04719459770480171,0.05442730845708866,0.048388611195041446,1.7198393,2.016129032258065,0.8367427635075959,39.130224861020764,0.001162127301522764,5.832675921052443,0.3814916897506926,0.8814916897506926,2.496346381300548
BOVESPA,42,2,TimeGAN,0.002057507,0.0036149658,0.3592304,1.8065956,0.0035307558692535715,0.0007170289754867554,3.634698259593518e-05,0.15873004350112752,0.2808205799339339,0.20603195067298657,3.2354522,4.435483870967742,0.8367428482499992,172.1593612640011,0.10798346202072784,1.7223600789056346,0.26249099722991687,0.7624909972299169,1.5331814215255501
BOVESPA,42,2,sb_abs,0.00082305004,0.01344067,0.182877,1.6850214,0.009685220801325235,0.002036023885011673,0.0004748616765900981,0.06844367190962658,0.07044876606669277,0.07766623847091977,0.6967859,1.008064516129033,0.8367428482496038,65.0904680993186,0.016685292298414645,0.5682876553081613,0.48588342566943665,0.9858834256694367,3.3412697174354657
BOVESPA,42,2,CONTROL: shuffled real,5.820766e-11,0.0,1.4901161e-08,4.7683716e-07,0.0,9.313225746154785e-10,0.0,0.05278673306223936,0.0469244609028101,0.04561871855483332,0.0,0.0,0.11506580147570744,0.7705493251024969,0.07495434916529742,0.10406790326354542,0.17972922437673133,0.32027077562326867,2.046050034468682
BOVESPA,42,3,CNN-WGAN-GP,8.781502e-05,0.0026997728,0.1609576,0.30826855,0.0023899069313672284,0.00023139175027608871,1.1847267550383677e-05,0.04998032573683304,0.049759416286833585,0.04185360740208125,0.26750422,1.008064516129033,0.7692292509303867,8.197779256667614,0.020088265735276334,0.6103589421166773,0.20152839335180062,0.7015283933518006,1.0397637558947903
BOVESPA,42,3,GARCH,0.0005155262,0.004179267,0.060537845,0.9646745,0.0032048647693489274,0.00034886039793491364,4.1219176249472136e-05,0.04989135644544149,0.05982765454507898,0.059345708440159795,0.095920086,0.403225806451613,0.8367428482499705,70.55833690682672,0.03870333949622573,0.6603925612325416,0.29160572483841174,0.7916057248384117,1.7688295076995044
BOVESPA,42,3,QuantGAN,0.0012639333,0.004378761,0.17352149,0.41662955,0.0036595604608116385,0.0005089454352855682,4.472248137220712e-05,0.04586658011889085,0.054492459460161624,0.05487406680163986,0.33764434,1.612903225806452,0.48550614543336024,3.4729324287693775,0.017395555489249093,0.5758032949403051,0.30284441366574344,0.8028444136657434,1.8597929386090415
BOVESPA,42,3,sb_r,1.2330653e-05,0.0066922344,0.04156615,3.3920274,0.0044944449590191005,0.0005313269793987274,6.890378463970686e-05,0.06002534189959988,0.054486244551371785,0.058099141857746874,0.6559346,1.008064516129033,0.8367428397627736,44.055813641994334,0.025368938752019177,0.47986174086811495,0.40096491228070175,0.9009649122807017,2.6539582842021328
BOVESPA,42,3,TimeGAN,0.0007267012,0.0030662501,0.18127726,1.3356187,0.003241895243481777,0.0005577839910984039,2.7538506947786758e-05,0.11311133798444643,0.19798446524422617,0.1163796991835261,9.231438,4.838709677419355,0.8367428482499992,121.28232948206116,0.07180024873020507,1.2576234916229403,0.2502862419205909,0.7502862419205909,1.4343988648230472
BOVESPA,42,3,GJR-GARCH,0.0009738729,0.0070445333,0.31745705,4.910484,0.004616863594909476,0.0005624648183584213,0.00011005621511111161,0.05409659726312384,0.08502606619142171,0.06491020339111855,1.1390836,1.612903225806452,0.8367428482499992,94.53036066365391,0.040814399449213834,0.47441577686072467,0.28303070175438605,0.783030701754386,1.6994251908939249
BOVESPA,42,3,iid,0.0003923258,0.007948389,0.35735875,6.89669,0.004793848990145984,0.0005181487649679184,0.00011840569735024994,0.05416514727556205,0.04369379309926444,0.03928993531699234,1.3042691,0.806451612903226,0.05197000208496794,0.38720089966696003,0.12390414469403188,6.919774881508161,0.4346849030470914,0.9346849030470914,2.926880339209946
BOVESPA,42,3,sb_abs,0.0005800549,0.0067013055,0.35184607,0.112333775,0.00522239092031617,0.0008243173360824585,9.229407098451329e-05,0.05048374270205386,0.060722929595503954,0.06287396049163363,0.34992647,1.008064516129033,0.8365830155765107,22.60237354063024,0.06196109867342181,0.6513424816053952,0.38186680517082183,0.8818668051708218,2.4993824815188446
BOVESPA,42,3,CONTROL: shuffled real,5.820766e-11,0.0,1.4901161e-08,4.7683716e-07,0.0,9.313225746154785e-10,0.0,0.05278673306223936,0.0469244609028101,0.04561871855483332,0.0,0.0,0.11506580147570744,0.7705493251024969,0.07495434916529742,0.10406790326354542,0.17972922437673133,0.32027077562326867,2.046050034468682
BOVESPA,42,4,CNN-WGAN-GP,0.00047797372,0.0011473102,0.17922765,1.3666267,0.0017678560700368684,0.00016072392463684082,5.210608499100862e-06,0.05220966381253675,0.04753128131036646,0.04910641153190227,0.83659935,2.016129032258065,0.8345649537543737,16.61970818803475,0.00287829340887491,1.6725506654585467,0.225216297322253,0.725216297322253,1.231488346664475
BOVESPA,42,4,QuantGAN,0.00013266873,0.0051389504,0.15518545,0.2656231,0.0038075608600435414,0.0004313327372074127,5.8921417812923555e-05,0.0540929096378386,0.05081468048156239,0.051267475328131695,0.026468754,1.008064516129033,0.8366884621643588,25.017645191339994,0.012702029028302309,0.5269124572352939,0.2564517543859649,0.7564517543859649,1.4843011421956553
BOVESPA,42,4,sb_r,0.00040152628,0.005101797,0.3870508,0.9764662,0.0037743750934649354,0.0004489310085773468,6.327453315543766e-05,0.046934156810239075,0.05620119948056526,0.05519549341253878,0.22213769,1.411290322580646,0.8367375239633883,30.151701488729007,0.029018668961494187,0.6687499893864155,0.3402901662049862,0.8402901662049862,2.1628704751696595
BOVESPA,42,4,iid,0.00014565431,0.00554106,0.082861304,2.7124195,0.003907702320924683,0.0004506949335336685,7.082188414848827e-05,0.049358767508529126,0.049524992399819896,0.04671040051420278,1.65745,1.814516129032259,0.1006326376533101,0.6766432220761756,0.14653561456477637,2.621116145645532,0.3657855493998152,0.8657855493998152,2.369224398068121
BOVESPA,42,4,GJR-GARCH,0.0009968812,0.0075239595,0.021436594,0.37378883,0.005567907021627652,0.0008414406329393387,0.00016499461215843905,0.05592149334901478,0.08639000279363244,0.07964327825968212,0.80647564,0.20161290322580694,0.8367305742522351,28.31630216094933,0.022813842300305587,0.04706984748944176,0.3273737303785781,0.8273737303785781,2.058327735714536
BOVESPA,42,4,GARCH,0.00054491893,0.0075017232,0.00029805303,0.19009495,0.0058303172418035405,0.0009859148412942886,0.00013337099778089302,0.052358310429845005,0.05759808726143092,0.053352479809327634,0.26659298,1.008064516129033,0.8091759760580102,10.498804765548739,0.018169586615430333,0.2112983649405562,0.38540050784856883,0.8854005078485688,2.5279834797598824
BOVESPA,42,4,TimeGAN,0.0024609677,0.0054293144,0.24527256,1.9152417,0.005462244622100159,0.0015878528356552124,5.275291986681437e-05,0.08331671559950336,0.2093414595304057,0.10595738386335142,1.9138751,4.838709677419355,0.8367428482498734,67.48387437485229,0.02809940864911542,1.3006624143342185,0.2642846260387811,0.7642846260387811,1.5476986514924211
BOVESPA,42,4,sb_abs,0.00030997448,0.014814505,0.14100122,4.9669776,0.008169194546287747,0.0010145045816898346,0.0007357534049001295,0.06590901880292221,0.18978094454389066,0.13300629589044546,1.5704496,0.20161290322580605,0.8367428482499992,113.85841532756938,0.06251361584051063,3.033819055598947,0.2706198060941829,0.7706198060941829,1.5989741803483826
BOVESPA,42,4,CONTROL: shuffled real,5.820766e-11,0.0,1.4901161e-08,4.7683716e-07,0.0,9.313225746154785e-10,0.0,0.05278673306223936,0.0469244609028101,0.04561871855483332,0.0,0.0,0.11506580147570744,0.7705493251024969,0.07495434916529742,0.10406790326354542,0.17972922437673133,0.32027077562326867,2.046050034468682
BOVESPA,42,5,CNN-WGAN-GP,0.00075745885,0.002781787,0.4043048,0.4089265,0.002052317334773541,0.0001512160524725914,2.7949183311138566e-05,0.054692974642384797,0.055438767964951695,0.0539688913248392,0.08636379,0.4032258064516121,0.8363221609682885,20.41054757380204,0.0014092456738301617,0.13006223398583572,0.048079178208679574,0.5480791782086796,0.2022198326042941
BOVESPA,42,5,sb_abs,5.9411046e-05,0.0037731966,0.5936232,3.6101575,0.002613525929179574,0.00021842308342456818,1.5053353688265024e-05,0.04637968251947314,0.05493567927624099,0.039056178545215516,0.39915228,2.016129032258065,0.8355738187738787,18.065723531176253,0.0010526429181216823,4.053595375908914,0.2021456602031394,0.7021456602031394,1.044759775577082
BOVESPA,42,5,GJR-GARCH,0.0013239392,0.0026237024,0.5321602,0.19333076,0.002219907413802958,0.00019763410091400146,2.0213374344907246e-05,0.06501162630040198,0.05236228960682638,0.05646118028795172,0.3221841,0.403225806451613,0.836742847615855,49.568895797072244,0.04474080912985634,0.6458997920274681,0.15833287165281618,0.6583328716528162,0.690148875188118
BOVESPA,42,5,TimeGAN,0.0002776261,0.00047533493,0.5777287,0.15598583,0.0014922963827167044,0.0001071002334356308,8.450564436433267e-06,0.07115092173451558,0.2466541352448985,0.19660409483862168,3.0785403,1.612903225806451,0.8367428482499992,134.6369562300956,0.01071354670091651,0.2752755036200565,0.2626020313942752,0.7626020313942752,1.5340801071901664
BOVESPA,42,5,QuantGAN,0.0013938969,0.0040936545,0.58356637,5.5765195,0.002415784322064127,0.00017094146460294724,5.128674367034224e-05,0.05544123597443104,0.059895291501889006,0.06310844697327411,1.0395823,0.403225806451613,0.8367428482499992,91.32109449646876,0.021834702576806753,2.5425214314045945,0.20022899353647272,0.7002289935364727,1.0292467047386096
BOVESPA,42,5,iid,0.00044757983,0.006896531,0.4670326,8.752083,0.003983633123757428,0.00037903711199760437,9.04232961577419e-05,0.049551141138217646,0.05730461628758349,0.04935863443512062,1.1042247,1.612903225806452,0.08958810768576153,0.6045389948055284,0.05311213384014879,7.78190391958336,0.3524669898430286,0.8524669898430286,2.261426959178984
BOVESPA,42,5,GARCH,0.0019394514,0.005365979,0.839894,1.2935448,0.003994481013828662,0.0005028340965509415,0.00010880410872170241,0.06805680450750515,0.07878639203030616,0.0774209090302611,1.0192838,1.008064516129033,0.8367428482499992,100.53663469412072,0.08348732850125462,0.7223739371374722,0.2507234533702677,0.7507234533702677,1.4379375564005572
BOVESPA,42,5,sb_r,0.00045545812,0.009230649,0.82035923,6.1560063,0.0054546186898098694,0.0006052199751138687,0.0002598641402192941,0.05613197553204372,0.05537029526603874,0.05309953292733553,1.6671431,1.209677419354839,0.8367428482498738,67.48993583659946,0.02706541668574558,6.231786434293623,0.41608079409048937,0.9160807940904894,2.7763028469679836
BOVESPA,42,5,CONTROL: shuffled real,5.820766e-11,0.0,1.4901161e-08,4.7683716e-07,0.0,9.313225746154785e-10,0.0,0.05278673306223936,0.0469244609028101,0.04561871855483332,0.0,0.0,0.11506580147570744,0.7705493251024969,0.07495434916529742,0.10406790326354542,0.17972922437673133,0.32027077562326867,2.046050034468682
BOVESPA,42,6,CNN-WGAN-GP,0.00044546882,0.0022295536,0.1100382,0.40983677,0.0018041652481077016,0.00012307148426771164,1.1556462198014527e-05,0.0559711815835908,0.051254407824017106,0.050284338525598285,0.31861353,0.403225806451613,0.8277909087600701,13.2653723389816,0.033970885999882294,0.429201065753805,0.12074330563250224,0.6207433056325022,0.3859073445130384
BOVESPA,42,6,GARCH,0.00025308903,0.0036780573,0.17968452,0.023347855,0.0028123734847880647,0.0002682926133275032,3.518533052280343e-05,0.056496776708227114,0.05201287457370199,0.06716187375852314,0.47495604,1.209677419354839,0.8366196842860772,23.18859948417797,0.002408573803421965,0.464253018820187,0.2694443674976915,0.7694443674976915,1.5894604435412631
BOVESPA,42,6,GJR-GARCH,0.00041242444,0.003926457,0.2920596,0.4786396,0.002869352130084456,0.0002680877223610878,4.10239956138258e-05,0.05669443628517911,0.05204801162559306,0.06491318172273168,0.12574053,0.806451612903226,0.836730330949764,28.2730448506198,0.01550638939477944,0.3142128113181686,0.27491943674976915,0.7749194367497692,1.6337744281428404
BOVESPA,42,6,sb_abs,0.00075471005,0.0054552946,0.18511494,0.38634443,0.004375883869868397,0.0006406567990779877,5.22245003589653e-05,0.04995457846438512,0.056882916796021164,0.05493304277966672,0.71635675,1.209677419354839,0.8367424604110022,35.85188840797363,0.014448376572055999,0.6786474061724586,0.40125507848568787,0.9012550784856879,2.6563068244940706
BOVESPA,42,6,QuantGAN,0.0019006466,0.0050460044,0.272644,0.40701365,0.004549701027725963,0.0008935406804084778,5.0184074025082985e-05,0.0573194455797784,0.051864105423446744,0.05433748700459546,0.4559996,1.209677419354839,0.8367350635320121,29.318120970492462,0.07389671709166423,1.1787510342174294,0.3756749769159742,0.8756749769159742,2.449267210038615
BOVESPA,42,6,iid,0.0003443039,0.008105526,1.3352778,6.7245383,0.0048191495208679816,0.0005237031728029251,0.00027478710823937853,0.04728412960655987,0.05092392006423324,0.04410968091768155,1.9509423,2.016129032258065,0.13922768882461745,1.2722075722801616,0.12843980166632007,5.712015053626743,0.4104452908587257,0.9104452908587257,2.730690345657658
BOVESPA,42,6,TimeGAN,0.00045854668,0.0035546627,0.32705635,1.8767672,0.0037694635032241206,0.0007268134504556656,2.925796723484518e-05,0.07318463620962574,0.23104610066395254,0.20000986117673164,12.521427,5.040322580645162,0.8367428482499992,211.79124121589714,0.06819763962391123,1.983348218321869,0.3032996306555864,0.8032996306555864,1.8634773629970294
BOVESPA,42,6,sb_r,0.00085038843,0.008954266,0.12898777,12.65189,0.005024533623248599,0.0006269998848438263,0.0001097185559270446,0.05719561629288364,0.06430937479715794,0.06312860458354408,1.6688437,3.024193548387097,0.8367428482499992,115.22934807648731,0.03049346772957029,0.9530094124251081,0.40735918744228994,0.9073591874422899,2.7057121156155604
BOVESPA,42,6,CONTROL: shuffled real,5.820766e-11,0.0,1.4901161e-08,4.7683716e-07,0.0,9.313225746154785e-10,0.0,0.05278673306223936,0.0469244609028101,0.04561871855483332,0.0,0.0,0.11506580147570744,0.7705493251024969,0.07495434916529742,0.10406790326354542,0.17972922437673133,0.32027077562326867,2.046050034468682
BOVESPA,42,7,CNN-WGAN-GP,0.0003075395,0.0017621936,0.06260306,0.3284588,0.0014750262404295573,9.382236748933792e-05,6.6398935583397494e-06,0.05419383245985955,0.053909799810498954,0.047554906180957916,2.0956354,0.8064516129032251,0.8359499058636499,18.96040315628699,0.029550401624116485,0.6458520435481354,0.015255309325946431,0.48474469067405357,0.7148349934615154
BOVESPA,42,7,sb_r,0.0006224251,0.004938443,0.19142619,0.39693832,0.004017216578101706,0.0005715116858482361,4.0992192497858504e-05,0.05035420529835392,0.05829404872725718,0.0577871403608151,0.27826,1.612903225806452,0.8367428184731673,41.37366354427735,0.038880860623186075,0.7864690672192496,0.32484764542936284,0.8248476454293628,2.037882169752184
BOVESPA,42,7,GJR-GARCH,0.00046101108,0.0058598574,0.41323674,0.13079119,0.004542359091062287,0.0006491467356681824,6.539474143613618e-05,0.05173405417124741,0.050914341688621786,0.04950697682059399,1.6181378,0.6048387096774199,0.8367365441754896,29.78129067845384,0.0373888919385158,0.9551806125596114,0.354598568790397,0.854598568790397,2.2786794818963694
BOVESPA,42,7,sb_abs,0.00053854415,0.006175855,0.0555242,0.65507936,0.00491311031163194,0.0007653608918190002,8.89603647008596e-05,0.05265236295526847,0.04731097785988823,0.052702981810653,2.8377452,0.403225806451613,0.8291898471521032,13.674737025374567,0.011447924092127582,0.8483438473366989,0.3675505540166204,0.8675505540166204,2.383509950233719
BOVESPA,42,7,TimeGAN,0.0008573382,0.0029612752,0.2832461,1.6886528,0.0029358409807125623,0.000484357587993145,2.7449348168571608e-05,0.07428586414956953,0.3198914087889716,0.25105304911536225,13.005268,5.040322580645162,0.8367428482499992,193.29586869436957,0.023036568401443303,1.6155900894919566,0.1761382733148661,0.6761382733148661,0.8342618094268153
BOVESPA,42,7,iid,0.00034406496,0.006096486,0.5285861,2.5122871,0.00448170789222456,0.0006299130618572235,6.140873035417638e-05,0.048401822593295944,0.049036650227499194,0.04371521913177276,1.2532334,2.419354838709678,0.05180686163373138,0.3859070119746355,0.07231260512097304,2.473780580215129,0.4420708679593721,0.9420708679593721,2.9866606854158677
BOVESPA,42,7,QuantGAN,0.0008769053,0.005667435,0.06877226,0.7218776,0.004382863956862131,0.0006122533231973648,7.130298295950046e-05,0.05701902380911633,0.10536969350185245,0.09012525375736004,0.6629312,1.814516129032259,0.8367428482499991,82.53763285311278,0.025957411886605164,1.510104360395046,0.336755078485688,0.836755078485688,2.1342582667124312
BOVESPA,42,7,GARCH,0.0006741752,0.008675532,0.5331316,1.1816978,0.006020865394957803,0.0009015146642923355,0.0001706910904030959,0.05250002073997166,0.07612749321851879,0.078106764261247,0.70066214,0.604838709677419,0.8367428482499991,81.44636377334318,0.009684712528285955,1.1198444593964156,0.376525623268698,0.876525623268698,2.4561521511490283
BOVESPA,42,7,CONTROL: shuffled real,5.820766e-11,0.0,1.4901161e-08,4.7683716e-07,0.0,9.313225746154785e-10,0.0,0.05278673306223936,0.0469244609028101,0.04561871855483332,0.0,0.0,0.11506580147570744,0.7705493251024969,0.07495434916529742,0.10406790326354542,0.17972922437673133,0.32027077562326867,2.046050034468682
BOVESPA,42,8,CNN-WGAN-GP,0.0007938604,0.004889451,0.07160707,0.54567194,0.0040007696744238826,0.0005618538707494736,4.2621887842960884e-05,0.06012998386417166,0.04368569697253406,0.042220543373478,0.40309572,1.612903225806452,0.827077946168736,13.080118914361634,0.012535719357233521,0.7855436994717451,0.3459058171745152,0.8459058171745152,2.208322296714585
BOVESPA,42,8,GARCH,0.00078679627,0.0044582384,0.19172558,0.6222429,0.0037233042131913047,0.000505564734339714,3.454039240106809e-05,0.05889606546377763,0.07097621891531163,0.08283100369582826,2.3198886,0.4032258064516121,0.8367428482493457,64.04028496565498,0.05471825711397438,1.3204270468338244,0.29677608494921526,0.7967760849492153,1.810677244739143
BOVESPA,42,8,sb_r,9.8980556e-05,0.007818583,0.14303909,3.6594481,0.005103192768404501,0.0006203167140483856,0.00015341429970961126,0.0431186364433961,0.054837568790535446,0.04853581158873567,1.2919245,1.209677419354839,0.8367423852339348,35.468657158280095,0.01911064429318199,5.440134894620305,0.338110110803324,0.838110110803324,2.1452255948856003
BOVESPA,42,8,GJR-GARCH,0.001138935,0.005537417,0.23595291,0.68667793,0.004589070010944573,0.000718533992767334,6.79217664177446e-05,0.05744895212206757,0.06406290550803533,0.07368172689071799,0.19089222,1.209677419354839,0.836742848239493,58.21755589415302,0.10036308726988052,1.2091001484883348,0.3240630193905817,0.8240630193905817,2.0315315822801896
BOVESPA,42,8,iid,0.00027970882,0.008701321,0.052479133,3.4779,0.0057567318376916254,0.0008039325475692749,0.00023750672228948187,0.04291716450592503,0.04921625730930827,0.04454642056756711,1.6920736,1.814516129032259,0.005960445493345512,0.04239205602601537,0.05869286989616662,3.2414096793168383,0.41227631578947366,0.9122763157894737,2.7455102514616767
