market,seed,model,draw,auc_contiguous,auc_purged,auc_shuffled
BOVESPA,42,GJR-GARCH,6,0.7749194367497692,0.7675438596491226,0.7907324561403509
BOVESPA,42,TimeGAN,7,0.6761382733148661,0.633744459833795,0.8642924746075715
BOVESPA,42,QuantGAN,7,0.836755078485688,0.8295884118190212,0.8610115420129271
BOVESPA,42,CNN-WGAN-GP,7,0.48474469067405357,0.32981602031394275,0.6451394275161588
BOVESPA,42,GARCH,7,0.876525623268698,0.8781664358264083,0.8849803785780239
BOVESPA,42,GJR-GARCH,7,0.854598568790397,0.8547024469067406,0.8693642659279778
BOVESPA,42,TimeGAN,8,0.7645394736842106,0.738404432132964,0.8710865650969529
BOVESPA,42,QuantGAN,8,0.9230025392428439,0.9219097414589104,0.9372428439519853
BOVESPA,42,CNN-WGAN-GP,8,0.8459058171745152,0.8520463988919669,0.8319037396121886
BOVESPA,42,GARCH,8,0.7967760849492153,0.7911477377654663,0.8293515697137581
BOVESPA,42,GJR-GARCH,8,0.8240630193905817,0.8211133425669438,0.8592109879963065
BOVESPA,42,TimeGAN,9,0.804471837488458,0.7639536011080332,0.8653531855955678
BOVESPA,42,QuantGAN,9,0.7455537857802401,0.7320263157894737,0.7365378578024007
BOVESPA,42,CNN-WGAN-GP,9,0.5505634810710989,0.5833331024930748,0.7329815327793167
BOVESPA,42,GARCH,9,0.8367486149584489,0.829058864265928,0.8518217913204061
BOVESPA,42,GJR-GARCH,9,0.7861004155124653,0.7723882733148661,0.8213935826408125
BOVESPA,42,TimeGAN,10,0.7633979686057248,0.748673591874423,0.8634286703601107
BOVESPA,42,QuantGAN,10,0.3934706832871653,0.38285087719298244,0.5630565558633427
BOVESPA,42,CNN-WGAN-GP,10,0.518247460757156,0.4623674976915974,0.6930590951061866
BOVESPA,42,GARCH,10,0.8527079870729455,0.8496454293628808,0.8532546168051708
BOVESPA,42,GJR-GARCH,10,0.8995265466297322,0.9009727608494922,0.8882112188365652
BOVESPA,42,TimeGAN,11,0.644699676823638,0.6501470452446906,0.8484376731301939
BOVESPA,42,QuantGAN,11,0.7429150507848569,0.7281204986149584,0.8126470452446908
BOVESPA,42,CNN-WGAN-GP,11,0.6299215143120961,0.6159697599261311,0.7520433979686058
BOVESPA,42,GARCH,11,0.8192195290858726,0.8192924746075716,0.8446828254847645
BOVESPA,42,GJR-GARCH,11,0.777137811634349,0.7839554478301015,0.8097033702677747
BOVESPA,42,TimeGAN,12,0.8652426131117267,0.8416659741458912,0.8976611265004616
BOVESPA,42,QuantGAN,12,0.8575055401662051,0.8539427516158818,0.8301551246537396
BOVESPA,42,CNN-WGAN-GP,12,0.6378164819944598,0.6288467220683287,0.7160216989843029
BOVESPA,42,GARCH,12,0.8463421052631579,0.8386934441366576,0.8704016620498616
BOVESPA,42,GJR-GARCH,12,0.8137947830101571,0.7982721606648199,0.8240891043397969
BOVESPA,42,TimeGAN,13,0.8029111265004616,0.7705316251154202,0.8631495844875345
BOVESPA,42,QuantGAN,13,0.7464427516158818,0.733260618651893,0.8379739150507849
BOVESPA,42,CNN-WGAN-GP,13,0.49861080332409974,0.46995729455217,0.6829616805170822
BOVESPA,42,GARCH,13,0.7719462142197598,0.7630907202216066,0.8366874422899354
BOVESPA,42,GJR-GARCH,13,0.8063501846722069,0.7990620960295476,0.8639896121883657
BOVESPA,42,TimeGAN,14,0.8029420590951062,0.7955600184672207,0.8791008771929825
BOVESPA,42,QuantGAN,14,0.7045505540166206,0.6849725300092335,0.8107816251154201
BOVESPA,42,CNN-WGAN-GP,14,0.803482917820868,0.7916775161588182,0.8229706832871653
BOVESPA,42,GARCH,14,0.9478268698060941,0.9449279778393352,0.9294563711911359
BOVESPA,42,GJR-GARCH,14,0.8551643582640812,0.8533026315789474,0.8463294090489383
BOVESPA,42,TimeGAN,15,0.7466038781163435,0.6297084487534627,0.8498548014773777
BOVESPA,42,QuantGAN,15,0.903766620498615,0.9009789935364727,0.9052146814404433
BOVESPA,42,CNN-WGAN-GP,15,0.8218868882733148,0.8104344413665743,0.8720016158818098
BOVESPA,42,GARCH,15,0.5203437211449675,0.5707626962142198,0.6903975069252077
BOVESPA,42,GJR-GARCH,15,0.5684482917820868,0.6028176361957526,0.6738843490304708
BOVESPA,42,TimeGAN,16,0.7149346722068328,0.623813942751616,0.8645713296398891
BOVESPA,42,QuantGAN,16,0.8770514773776548,0.8775062326869806,0.882823868882733
BOVESPA,42,CNN-WGAN-GP,16,0.7714734533702677,0.7632797783933519,0.8279870729455217
BOVESPA,42,GARCH,16,0.8235997229916897,0.8190872576177286,0.851191135734072
BOVESPA,42,GJR-GARCH,16,0.8651728993536473,0.8605650969529087,0.8754676823638043
BOVESPA,42,TimeGAN,17,0.7391696675900277,0.7174434441366574,0.869059325946445
BOVESPA,42,QuantGAN,17,0.8038550323176363,0.8026786703601108,0.8488081717451523
BOVESPA,42,CNN-WGAN-GP,17,0.8195969529085874,0.8198384118190212,0.8476726685133886
BOVESPA,42,GARCH,17,0.7461920590951061,0.7208513388734995,0.8134005078485688
BOVESPA,42,GJR-GARCH,17,0.7144796860572483,0.6715745614035088,0.7837338411819021
BOVESPA,42,TimeGAN,18,0.7811410433979686,0.7158956602031393,0.855598568790397
BOVESPA,42,QuantGAN,18,0.5846204986149585,0.5576678208679594,0.6743633425669436
BOVESPA,42,CNN-WGAN-GP,18,0.7274060480147737,0.7082957063711911,0.7521825946445061
BOVESPA,42,GARCH,18,0.8684291320406279,0.8683808864265927,0.8819037396121884
BOVESPA,42,GJR-GARCH,18,0.8199561403508773,0.8171558171745152,0.8466742843951984
BOVESPA,42,TimeGAN,19,0.6367086795937211,0.6314085872576177,0.8720540166204985
BOVESPA,42,QuantGAN,19,0.5146214219759926,0.49719252077562326,0.6739496768236382
BOVESPA,42,CNN-WGAN-GP,19,0.8264873037857802,0.8284967682363803,0.873887349953832
BOVESPA,42,GARCH,19,0.8599988457987073,0.8546498153277933,0.8651590489381349
BOVESPA,42,GJR-GARCH,19,0.7735339335180055,0.7691038781163435,0.8191853647276085
BOVESPA,43,TimeGAN,0,0.9629115881809789,0.9629930747922437,0.9681512003693445
BOVESPA,43,QuantGAN,0,0.7585092336103416,0.7142631578947368,0.8077449215143121
BOVESPA,43,CNN-WGAN-GP,0,0.8187031394275162,0.816932132963989,0.8199346722068329
BOVESPA,43,GARCH,0,0.8191846722068329,0.823846029547553,0.8738187903970452
BOVESPA,43,GJR-GARCH,0,0.7594205909510618,0.7512947830101571,0.831107109879963
BOVESPA,43,TimeGAN,1,0.9226297322253,0.9229399815327793,0.9649900738688828
BOVESPA,43,QuantGAN,1,0.7185722530009235,0.7108670360110804,0.8288776546629733
BOVESPA,43,CNN-WGAN-GP,1,0.6890302400738688,0.6780637119113573,0.7561080332409972
BOVESPA,43,GARCH,1,0.9041823638042474,0.8962740073868882,0.8806101108033241
BOVESPA,43,GJR-GARCH,1,0.8649111265004616,0.8701583564173593,0.8687703139427516
BOVESPA,43,TimeGAN,2,0.9328698060941829,0.9257356879039704,0.9704815327793167
BOVESPA,43,QuantGAN,2,0.8281495844875346,0.8207285318559556,0.8553633425669437
BOVESPA,43,CNN-WGAN-GP,2,0.7943227146814404,0.7818393351800556,0.8317338411819021
BOVESPA,43,GARCH,2,0.8074344413665744,0.7947151431209603,0.8279785318559558
BOVESPA,43,GJR-GARCH,2,0.6801043397968606,0.6541897506925208,0.7448993536472761
BOVESPA,43,TimeGAN,3,0.9575034626038782,0.9560634810710988,0.9787647737765466
BOVESPA,43,QuantGAN,3,0.8277153739612186,0.8012054478301016,0.8546408125577101
BOVESPA,43,CNN-WGAN-GP,3,0.834059325946445,0.8272308402585411,0.8618642659279778
BOVESPA,43,GARCH,3,0.7869884579870728,0.7832707756232687,0.818207756232687
BOVESPA,43,GJR-GARCH,3,0.7158100184672206,0.698943213296399,0.7696075715604801
BOVESPA,43,TimeGAN,4,0.9550771006463528,0.9503568790397046,0.9733199445983379
BOVESPA,43,QuantGAN,4,0.7332386888273316,0.7202003693444137,0.7818663434903048
BOVESPA,43,CNN-WGAN-GP,4,0.7820376269621422,0.7654148199445983,0.8469681440443214
BOVESPA,43,GARCH,4,0.8905644044321329,0.8856438134810711,0.9006343490304708
BOVESPA,43,GJR-GARCH,4,0.8028896583564172,0.7902793167128347,0.810991458910434
BOVESPA,43,TimeGAN,5,0.9398178670360112,0.9386128808864266,0.9569346722068328
BOVESPA,43,QuantGAN,5,0.8562950138504155,0.8535690212373037,0.8806987534626038
BOVESPA,43,CNN-WGAN-GP,5,0.8068305632502307,0.7987560018467221,0.8555637119113573
BOVESPA,43,GARCH,5,0.9397361495844875,0.9389469067405356,0.8867453831948293
BOVESPA,43,GJR-GARCH,5,0.9399035087719299,0.938384349030471,0.8888476454293628
BOVESPA,43,TimeGAN,6,0.953716297322253,0.9475798707294553,0.9841742843951986
BOVESPA,43,QuantGAN,6,0.6735094644506001,0.6690685595567867,0.7536283471837488
BOVESPA,43,CNN-WGAN-GP,6,0.8511777469990767,0.835966297322253,0.8605355493998154
BOVESPA,43,GARCH,6,0.7339279778393352,0.7301911357340721,0.7835893351800554
BOVESPA,43,GJR-GARCH,6,0.6273271006463527,0.6228483379501386,0.6858933518005539
BOVESPA,43,TimeGAN,7,0.9767587719298246,0.9766481994459835,0.9807460757156049
BOVESPA,43,QuantGAN,7,0.8289358264081255,0.8230784856879041,0.8505369344413666
BOVESPA,43,CNN-WGAN-GP,7,0.8289085872576178,0.8298578024007386,0.8673654201292706
BOVESPA,43,GARCH,7,0.9317257617728532,0.9290230840258541,0.9486181902123729
BOVESPA,43,GJR-GARCH,7,0.8942733148661126,0.8898866574330562,0.9272192982456142
BOVESPA,43,TimeGAN,8,0.9583813481071098,0.9574746075715606,0.9714667590027701
BOVESPA,43,QuantGAN,8,0.6734727608494921,0.6771588180978763,0.771210757156048
BOVESPA,43,CNN-WGAN-GP,8,0.7885484764542936,0.7829538319482918,0.8538192520775624
BOVESPA,43,GARCH,8,0.8465692520775624,0.8337608494921515,0.8586241920590952
BOVESPA,43,GJR-GARCH,8,0.810070406278855,0.7967209141274239,0.8357052169898431
BOVESPA,43,TimeGAN,9,0.9669215143120959,0.9645316251154202,0.9724928439519852
BOVESPA,43,QuantGAN,9,0.8254990766389658,0.8200939519852263,0.87952216066482
BOVESPA,43,CNN-WGAN-GP,9,0.8432315327793167,0.821668051708218,0.8157841643582641
BOVESPA,43,GARCH,9,0.8099549861495845,0.8088557248384118,0.8684801477377654
BOVESPA,43,GJR-GARCH,9,0.8013781163434903,0.8018861957525394,0.8479302862419207
BOVESPA,43,TimeGAN,10,0.9696500461680518,0.9637128347183749,0.981511542012927
BOVESPA,43,QuantGAN,10,0.7858227146814404,0.775963758079409,0.8134381348107109
BOVESPA,43,CNN-WGAN-GP,10,0.6805355493998153,0.6640330101569714,0.7442633887349954
BOVESPA,43,GARCH,10,0.750375807940905,0.7375062326869807,0.7609626038781163
BOVESPA,43,GJR-GARCH,10,0.7222236842105263,0.7021539704524469,0.7352959372114497
BOVESPA,43,TimeGAN,11,0.9604090489381347,0.9580182363804246,0.9713236380424746
BOVESPA,43,QuantGAN,11,0.8608206371191136,0.8368670360110805,0.8629411357340719
BOVESPA,43,CNN-WGAN-GP,11,0.7219868421052633,0.6928806555863342,0.7890747922437674
BOVESPA,43,GARCH,11,0.8784522160664819,0.8822673130193905,0.8566401200369345
BOVESPA,43,GJR-GARCH,11,0.8619919205909511,0.8611419667590028,0.8401523545706372
BOVESPA,43,TimeGAN,12,0.9814312096029546,0.9806004155124655,0.9756722068328717
BOVESPA,43,QuantGAN,12,0.7106283471837489,0.6690951061865189,0.8158160203139427
BOVESPA,43,CNN-WGAN-GP,12,0.8270076177285318,0.7808981994459833,0.8587375346260389
BOVESPA,43,GARCH,12,0.7388674976915974,0.7409125115420129,0.7870630193905817
BOVESPA,43,GJR-GARCH,12,0.7020376269621421,0.6989900738688827,0.7891865189289012
BOVESPA,43,TimeGAN,13,0.9780602493074791,0.9775717913204062,0.9743238688827333
BOVESPA,43,QuantGAN,13,0.6014644506001847,0.6144672206832872,0.715642890120037
BOVESPA,43,CNN-WGAN-GP,13,0.6510831024930749,0.6684175900277008,0.7383132502308403
BOVESPA,43,GARCH,13,0.6443716528162511,0.5959951523545707,0.6927460757156048
BOVESPA,43,GJR-GARCH,13,0.6714750692520776,0.6575362419205909,0.7058381809787627
BOVESPA,43,TimeGAN,14,0.962863111726685,0.9631957525392428,0.9760618651892891
BOVESPA,43,QuantGAN,14,0.8282098337950139,0.8242317636195754,0.8468146352723916
BOVESPA,43,CNN-WGAN-GP,14,0.7990027700831024,0.7900551708217913,0.8254489843028624
BOVESPA,43,GARCH,14,0.4398716528162511,0.3579441366574331,0.6177957063711912
BOVESPA,43,GJR-GARCH,14,0.4647631578947369,0.3594150507848569,0.6127998614958449
BOVESPA,43,TimeGAN,15,0.9513139427516158,0.9529759926131117,0.9682179132040627
BOVESPA,43,QuantGAN,15,0.8316218836565096,0.8312220683287166,0.8466682825484764
BOVESPA,43,CNN-WGAN-GP,15,0.8398938134810712,0.840722299168975,0.8609621421975995
BOVESPA,43,GARCH,15,0.8367532317636195,0.8230263157894736,0.8841678208679594
BOVESPA,43,GJR-GARCH,15,0.8036634349030471,0.7834704524469067,0.8544143582640814
BOVESPA,43,TimeGAN,16,0.9376465835641736,0.9244630655586334,0.9750270083102492
BOVESPA,43,QuantGAN,16,0.7790895660203139,0.6756371191135735,0.8097483841181902
BOVESPA,43,CNN-WGAN-GP,16,0.7863134810710988,0.7761507386888273,0.7996018005540165
BOVESPA,43,GARCH,16,0.6474065096952909,0.6263589566020313,0.7010066943674976
BOVESPA,43,GJR-GARCH,16,0.632291320406279,0.606704755309326,0.6873527239150508
BOVESPA,43,TimeGAN,17,0.9689575253924284,0.9655004616805171,0.9670500923361034
BOVESPA,43,QuantGAN,17,0.9830193905817175,0.9815062326869807,0.9741424284395197
BOVESPA,43,CNN-WGAN-GP,17,0.888269621421976,0.8873176361957524,0.9252550784856879
BOVESPA,43,GARCH,17,0.7887629270544785,0.7998718836565096,0.8355378578024008
BOVESPA,43,GJR-GARCH,17,0.7728471837488458,0.7790727146814405,0.8203150969529087
BOVESPA,43,TimeGAN,18,0.9821447368421052,0.9821671283471837,0.9759353647276086
BOVESPA,43,QuantGAN,18,0.8846830563250231,0.8818603416435826,0.9038795013850416
BOVESPA,43,CNN-WGAN-GP,18,0.7444342105263158,0.734137349953832,0.7903100184672207
BOVESPA,43,GARCH,18,0.8527066020313943,0.8531733610341643,0.8840316251154203
BOVESPA,43,GJR-GARCH,18,0.785118190212373,0.7853460295475531,0.8145533240997229
BOVESPA,43,TimeGAN,19,0.9813940443213296,0.9827239150507848,0.9739284395198522
BOVESPA,43,QuantGAN,19,0.9684185133887351,0.9687264542936289,0.9796073407202217
BOVESPA,43,CNN-WGAN-GP,19,0.7824372114496768,0.7650383194829178,0.8154905355493998
BOVESPA,43,GARCH,19,0.8210196214219762,0.806778624192059,0.8552698522622345
BOVESPA,43,GJR-GARCH,19,0.9292560018467221,0.9203137119113574,0.932218836565097
BOVESPA,44,TimeGAN,0,0.9118347183748845,0.9184531394275162,0.9537072945521698
BOVESPA,44,QuantGAN,0,0.7062271468144045,0.7220944136657433,0.7338730378578024
BOVESPA,44,CNN-WGAN-GP,0,0.5236918282548477,0.5559088180978763,0.7103100184672206
BOVESPA,44,GARCH,0,0.921918975069252,0.9187483841181903,0.9218164819944598
BOVESPA,44,GJR-GARCH,0,0.8832126038781164,0.8808831948291782,0.8826835180055401
BOVESPA,44,TimeGAN,1,0.9558548014773777,0.946503000923361,0.959747922437673
BOVESPA,44,QuantGAN,1,0.7512264542936288,0.7352047553093259,0.8224718374884581
BOVESPA,44,CNN-WGAN-GP,1,0.9358148661126501,0.932642890120037,0.9430847183748845
BOVESPA,44,GARCH,1,0.6652319944598338,0.6526738227146814,0.7105445521698984
BOVESPA,44,GJR-GARCH,1,0.6842146814404432,0.6766992151431209,0.7117366112650046
BOVESPA,44,TimeGAN,2,0.81190189289012,0.7934122807017543,0.8537790858725762
BOVESPA,44,QuantGAN,2,0.5772056786703601,0.5533993536472761,0.7526542012927054
BOVESPA,44,CNN-WGAN-GP,2,0.7222573868882731,0.7005459372114496,0.8101163434903047
BOVESPA,44,GARCH,2,0.9305888734995383,0.9317433056325022,0.9117126038781164
BOVESPA,44,GJR-GARCH,2,0.8341994459833796,0.8456338873499538,0.8657107571560481
BOVESPA,44,TimeGAN,3,0.6506726685133887,0.6152543859649123,0.8569362880886426
BOVESPA,44,QuantGAN,3,0.7716666666666667,0.7723483379501385,0.7829166666666667
BOVESPA,44,CNN-WGAN-GP,3,0.6984224376731302,0.7057513850415512,0.7696784395198524
BOVESPA,44,GARCH,3,0.7493792705447829,0.7421904432132964,0.7745406278855033
BOVESPA,44,GJR-GARCH,3,0.6925293167128347,0.6791952908587258,0.72865189289012
BOVESPA,44,TimeGAN,4,0.7926034164358263,0.7251020313942752,0.9239591412742382
BOVESPA,44,QuantGAN,4,0.521081948291782,0.51230378578024,0.6573312557710065
BOVESPA,44,CNN-WGAN-GP,4,0.7452253000923361,0.744918513388735,0.8048183287165281
BOVESPA,44,GARCH,4,0.8176218836565097,0.8119718374884581,0.8488095567867037
BOVESPA,44,GJR-GARCH,4,0.7617091412742382,0.7450590951061866,0.805725300092336
BOVESPA,44,TimeGAN,5,0.9598273314866113,0.955163434903047,0.9596477377654663
BOVESPA,44,QuantGAN,5,0.6600237765466297,0.6555581717451524,0.7694196675900278
BOVESPA,44,CNN-WGAN-GP,5,0.6120535549399816,0.5559332871652816,0.7462716989843028
BOVESPA,44,GARCH,5,0.8760715604801476,0.8694900738688828,0.8880491689750691
BOVESPA,44,GJR-GARCH,5,0.8956731301939058,0.8927920129270543,0.9013111726685133
BOVESPA,44,TimeGAN,6,0.9382232225300093,0.9322631578947369,0.9601768236380425
BOVESPA,44,QuantGAN,6,0.6788845798707295,0.6439808402585411,0.7886218836565095
BOVESPA,44,CNN-WGAN-GP,6,0.6194554478301015,0.6113651892890121,0.7055731763619576
BOVESPA,44,GARCH,6,0.8287899353647277,0.8385918744228993,0.8108005540166205
BOVESPA,44,GJR-GARCH,6,0.7780964912280701,0.7947820867959372,0.7926516620498616
BOVESPA,44,TimeGAN,7,0.9699259002770082,0.9635214681440443,0.9757677746999077
BOVESPA,44,QuantGAN,7,0.7929515235457064,0.7631645891043398,0.8199672206832872
BOVESPA,44,CNN-WGAN-GP,7,0.6293446445060018,0.5813744228993537,0.7507024469067405
BOVESPA,44,GARCH,7,0.7989877654662972,0.7923471837488458,0.8750115420129271
BOVESPA,44,GJR-GARCH,7,0.7319067405355494,0.7187541551246537,0.8162283010156972
BOVESPA,44,TimeGAN,8,0.967140350877193,0.9661034164358264,0.9804903047091413
BOVESPA,44,QuantGAN,8,0.6033818097876269,0.5875242382271468,0.7449794552169898
BOVESPA,44,CNN-WGAN-GP,8,0.7751717451523545,0.7665927977839335,0.8198086334256696
BOVESPA,44,GARCH,8,0.7511775161588181,0.7480034626038782,0.8238635734072022
BOVESPA,44,GJR-GARCH,8,0.7462176823638044,0.7481089566020314,0.7997647737765468
BOVESPA,44,TimeGAN,9,0.9376098799630656,0.9289898430286241,0.9829914589104339
BOVESPA,44,QuantGAN,9,0.7140863342566945,0.7126244228993537,0.8114259002770083
BOVESPA,44,CNN-WGAN-GP,9,0.7715801015697137,0.7640228531855955,0.8156410433979687
BOVESPA,44,GARCH,9,0.6619409048938135,0.6478704986149585,0.7551786703601108
BOVESPA,44,GJR-GARCH,9,0.661510618651893,0.6481969067405354,0.7722019852262235
BOVESPA,44,TimeGAN,10,0.6519422899353647,0.648747460757156,0.8892121421975994
BOVESPA,44,QuantGAN,10,0.6233781163434904,0.6171576638965836,0.747387811634349
BOVESPA,44,CNN-WGAN-GP,10,0.7118598799630654,0.6104219759926132,0.8137003693444136
BOVESPA,44,GARCH,10,0.8536078024007387,0.8485874884579871,0.8612998614958448
BOVESPA,44,GJR-GARCH,10,0.8410847183748846,0.8368776546629733,0.8486694367497691
BOVESPA,44,TimeGAN,11,0.8232961680517082,0.8098388734995383,0.9190103878116345
BOVESPA,44,QuantGAN,11,0.8121144967682363,0.8021251154201293,0.8548067867036011
BOVESPA,44,CNN-WGAN-GP,11,0.6594420590951062,0.6465653277931672,0.7273917359187443
BOVESPA,44,GARCH,11,0.9134503693444136,0.9133644967682363,0.918915050784857
BOVESPA,44,GJR-GARCH,11,0.8961470452446907,0.896609649122807,0.897556325023084
BOVESPA,44,TimeGAN,12,0.6368344875346261,0.6197539242843952,0.8349575253924286
BOVESPA,44,QuantGAN,12,0.7244032779316714,0.6634621421975992,0.7832283010156971
BOVESPA,44,CNN-WGAN-GP,12,0.5241662049861496,0.4687227608494921,0.6937666204986149
BOVESPA,44,GARCH,12,0.8137811634349029,0.8073571098799631,0.8375650969529087
BOVESPA,44,GJR-GARCH,12,0.8120780240073868,0.8102827793167128,0.8466708217913205
BOVESPA,44,TimeGAN,13,1.0,1.0,1.0
BOVESPA,44,QuantGAN,13,0.7075002308402586,0.710542243767313,0.7883580332409973
BOVESPA,44,CNN-WGAN-GP,13,0.6970784856879039,0.6802160664819945,0.7571064173591875
BOVESPA,44,GARCH,13,0.6086161126500462,0.5314441366574331,0.707106186518929
BOVESPA,44,GJR-GARCH,13,0.6738451061865188,0.6416809787626961,0.7406805170821791
BOVESPA,44,TimeGAN,14,0.7889196675900277,0.7905577100646353,0.9936759002770084
BOVESPA,44,QuantGAN,14,0.8913628808864266,0.8780230840258539,0.907270083102493
BOVESPA,44,CNN-WGAN-GP,14,0.7699570637119114,0.758952216066482,0.8248331024930747
BOVESPA,44,GARCH,14,0.7916207294552169,0.7687100646352724,0.7999168975069253
BOVESPA,44,GJR-GARCH,14,0.7410604801477378,0.7093670360110804,0.7530535549399815
BOVESPA,44,TimeGAN,15,0.9695087719298247,0.9669450600184673,0.9860023084025855
BOVESPA,44,QuantGAN,15,0.6870595567867037,0.6774658356417359,0.766027700831025
BOVESPA,44,CNN-WGAN-GP,15,0.7087264542936288,0.7026872114496768,0.757794783010157
BOVESPA,44,GARCH,15,0.745570867959372,0.7265554016620498,0.8190117728531856
BOVESPA,44,GJR-GARCH,15,0.6360957987072945,0.6044009695290858,0.7650886426592798
BOVESPA,44,TimeGAN,16,0.7361461218836565,0.7299030470914127,0.9488875807940905
BOVESPA,44,QuantGAN,16,0.8328612650046168,0.8254524469067406,0.8503411819021238
BOVESPA,44,CNN-WGAN-GP,16,0.7376064173591874,0.7271858264081256,0.7464515235457063
BOVESPA,44,GARCH,16,0.7634302862419206,0.7602052169898431,0.798381809787627
BOVESPA,44,GJR-GARCH,16,0.7480318559556787,0.7315736380424747,0.7961659741458911
BOVESPA,44,TimeGAN,17,0.9767276084949217,0.9715861034164359,0.9909512927054479
BOVESPA,44,QuantGAN,17,0.9154233610341643,0.9108210987996307,0.9028019390581719
BOVESPA,44,CNN-WGAN-GP,17,0.816530701754386,0.7996232686980609,0.877743998153278
BOVESPA,44,GARCH,17,0.8047765466297323,0.7975937211449677,0.852696675900277
BOVESPA,44,GJR-GARCH,17,0.8107135272391505,0.8054055863342567,0.8502229916897507
BOVESPA,44,TimeGAN,18,0.8954951523545706,0.8894485226223452,0.9288511080332409
BOVESPA,44,QuantGAN,18,0.6700198522622345,0.62843513388735,0.7591193444136659
BOVESPA,44,CNN-WGAN-GP,18,0.774455216989843,0.7830193905817174,0.801969298245614
BOVESPA,44,GARCH,18,0.781188134810711,0.7749379039704525,0.8032924746075715
BOVESPA,44,GJR-GARCH,18,0.8084679132040626,0.8014259002770083,0.8127908587257618
BOVESPA,44,TimeGAN,19,0.8623467220683289,0.8517289935364728,0.8940921052631581
BOVESPA,44,QuantGAN,19,0.636767082179132,0.6521468144044322,0.7302038319482917
BOVESPA,44,CNN-WGAN-GP,19,0.6962382271468145,0.6928635734072023,0.7646865189289012
BOVESPA,44,GARCH,19,0.6342712373037859,0.5934704524469068,0.7524113573407201
BOVESPA,44,GJR-GARCH,19,0.5795708679593721,0.5199963065558635,0.7107541551246538
FTSE,42,TimeGAN,0,0.7499445160366551,0.7406782467067583,0.8070699545389463
FTSE,42,QuantGAN,0,0.7489288015463916,0.7286312911655213,0.8087340259879726
FTSE,42,CNN-WGAN-GP,0,0.6005297823596791,0.5772564969931272,0.735367447021764
FTSE,42,GARCH,0,0.6936929499570447,0.6669955433848798,0.776573910008591
FTSE,42,GJR-GARCH,0,0.7111994827462771,0.705898750715922,0.7593499427262314
