market,perm_seed,auc_contiguous,auc_purged,auc_shuffled
SHANGHAI,1,0.5165088572532059,0.49132035925934125,0.6292042125150367
SHANGHAI,2,0.36220126296730903,0.34325281732238133,0.65248030149839
SHANGHAI,3,0.36400075768198514,0.30076284799866176,0.5893749861624638
SHANGHAI,4,0.5101167765059544,0.4151600357192936,0.6669365293737071
SHANGHAI,5,0.5938379298553762,0.5624915437278446,0.6897307030944421
SHANGHAI,6,0.3692019493091072,0.365491275587142,0.6246534465920301
SHANGHAI,7,0.4658223924546682,0.34205799219193955,0.624006464896938
SHANGHAI,8,0.44443239041286287,0.42441113595717617,0.6230938025057625
SHANGHAI,9,0.519021261835706,0.44851969112159074,0.6717977481101001
SHANGHAI,10,0.46096584773052107,0.43952812156367854,0.6561085650044403
SHANGHAI,11,0.4015335680179482,0.418861361416767,0.6345229924502404
SHANGHAI,12,0.43175597720066017,0.37678295117133204,0.6350860879255504
SHANGHAI,13,0.34628625126997836,0.24403706737711653,0.6113679357839917
SHANGHAI,14,0.4599961131898165,0.4185582886227162,0.6267299380324377
SHANGHAI,15,0.40418963697684884,0.3361763627820705,0.607468333567034
SHANGHAI,16,0.5258849258185057,0.4178525127735835,0.6067603437121006
SHANGHAI,17,0.5822663055377204,0.5003222608443234,0.6527762402737495
SHANGHAI,18,0.3914054754823457,0.35209727849486966,0.6457708799197054
SHANGHAI,19,0.5704951746973578,0.5488235019175751,0.6355040430205927
SHANGHAI,20,0.3611104961094998,0.32637545110368194,0.6742860446294369
